:ID,:LABEL,case_id,linked_claim_id,case_type,status,priority,created_date,assigned_investigator,assigned_unit,linked_entities_count,claim_amount,ring_cluster_id,ring_member,ai_model_used,ai_fraud_score,rag_confidence_score,ai_summary,llm_verdict,rubric_score,manual_override_triggered,override_reasons,human_verdict,human_verdict_date,evidence_collected,days_open,estimated_fraud_loss,recovery_initiated,recovery_amount_usd,closed_loop_detected,explanation_trace_id,rag_evidence_nodes,notes
CASE-939631,InvestigationCase,CASE-939631,CLM-939631,Fraud Ring,Closed - Fraud Confirmed,P1 - Critical,1/10/2015,Inv. Priya Nair,SIU-Southeast,3,62800.0,RING-001,Yes,HINormer-Auto,0.808,63.0,"Incident on 1/10/2015 in Arlington, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $62800",VIABLE_RECOVERY_CASE,64,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Fraud Confirmed,,Bank Records|Medical Records|Witness Statement|Cell Data|Repair Estimate,130,34888.35,No,16574.83,No,TRACE-A272C482BD5A,CLM-939631|ADJ-5799,
CASE-582011,InvestigationCase,CASE-582011,CLM-582011,High Value,Under Review,P1 - Critical,1/1/2015,Inv. Derek Moss,SIU-Central,2,76600.0,,No,FraudGNN-v2.1,0.586,0.0,"Incident on 1/1/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $76600",INVESTIGATE_FURTHER,43,Yes,High Value >$50K,Cleared,15/3/2015,Cell Data|Police Report|Repair Estimate|Medical Records,54,0.0,No,0.0,No,TRACE-E1FC36CC17C0,CLM-582011|ADJ-5398,
CASE-691189,InvestigationCase,CASE-691189,CLM-691189,High Value,Under Review,P1 - Critical,1/3/2015,Inv. Derek Moss,SIU-Northeast,3,81800.0,,No,GraphSAGE-Fraud,0.776,54.0,"Incident on 1/3/2015 in Riverwood, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $81800",STRONG_RECOVERY_CASE,81,Yes,High Value >$50K,Cleared,26/3/2015,Police Report|Bank Records|Medical Records|Repair Estimate,40,0.0,Yes,0.0,No,TRACE-FEED503DA560,CLM-691189|ADJ-5946,
CASE-537546,InvestigationCase,CASE-537546,CLM-537546,High Value,Open,P3 - Medium,1/17/2015,Inv. Angela Ruiz,SIU-Northeast,2,7260.0,,No,GraphSAGE-Fraud,0.669,36.0,"Incident on 1/17/2015 in Arlington, NY.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $7260",INVESTIGATE_FURTHER,44,Yes,Injury No Police Report,Cleared,11/2/2015,CCTV|Bank Records|Police Report|Dashcam,197,0.0,Yes,0.0,No,TRACE-BA3E566C32F9,CLM-537546|ADJ-3900,
CASE-729634,InvestigationCase,CASE-729634,CLM-729634,High Value,Closed - Cleared,P1 - Critical,1/27/2015,Inv. Sarah Chen,SIU-Central,1,70510.0,,No,RuleBased-v4,0.739,63.0,"Incident on 1/27/2015 in Columbus, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $70510",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K|Injury No Police Report,High Value Approved,8/2/2015,Witness Statement|Repair Estimate|Bank Records|CCTV,197,0.0,No,0.0,No,TRACE-E7D15F62F914,CLM-729634|ADJ-8545,
CASE-420810,InvestigationCase,CASE-420810,CLM-420810,High Value,Escalated to SIU,P1 - Critical,1/6/2015,Inv. Marcus Webb,SIU-Midwest,0,78900.0,,No,HINormer-Auto,0.791,54.0,"Incident on 1/6/2015 in Arlington, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $78900",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report,Pending,,Police Report|Dashcam|Bank Records,197,0.0,No,0.0,No,TRACE-D8D5B31BA369,CLM-420810|ADJ-1841,
CASE-524836,InvestigationCase,CASE-524836,CLM-524836,High Value,Open,P2 - High,2/28/2015,Inv. Derek Moss,SIU-Northeast,0,56430.0,,No,FraudGNN-v2.1,0.725,63.0,"Incident on 2/28/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $56430",VIABLE_RECOVERY_CASE,71,Yes,High Value >$50K|Injury No Police Report,Cleared,,CCTV|Witness Statement|Bank Records|Medical Records,357,0.0,Yes,26320.51,No,TRACE-4B8B7DB38520,CLM-524836|ADJ-9350,
CASE-307195,InvestigationCase,CASE-307195,CLM-307195,High Value,Open,P3 - Medium,2/22/2015,Inv. Sarah Chen,SIU-Central,3,2400.0,,No,RuleBased-v4,0.672,36.0,"Incident on 2/22/2015 in Riverwood, VA.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $2400",INVESTIGATE_FURTHER,54,Yes,Injury No Police Report,Cleared,,Medical Records|Police Report|Dashcam,60,0.0,No,0.0,No,TRACE-DB7C93E53BB2,CLM-307195|ADJ-4770,
CASE-623648,InvestigationCase,CASE-623648,CLM-623648,High Value,Closed - Cleared,P1 - Critical,1/7/2015,Inv. Priya Nair,SIU-Northeast,2,65790.0,,No,FraudGNN-v2.1,0.843,36.0,"Incident on 1/7/2015 in Riverwood, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $65790",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,Pending,15/7/2015,Witness Statement|Bank Records,198,0.0,No,34888.85,No,TRACE-4BF5F89A8896,CLM-623648|ADJ-4137,
CASE-485372,InvestigationCase,CASE-485372,CLM-485372,High Value,Closed - Cleared,P1 - Critical,1/6/2015,Inv. Priya Nair,SIU-Central,2,62920.0,,No,FraudGNN-v2.1,0.732,63.0,"Incident on 1/6/2015 in Hillsdale, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $62920",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report,Cleared,18/2/2015,Medical Records|Witness Statement,200,0.0,No,0.0,No,TRACE-50AD3F1C01C3,CLM-485372|ADJ-6441,
CASE-598554,InvestigationCase,CASE-598554,CLM-598554,Fraud - Individual,Escalated to SIU,P1 - Critical,1/10/2015,Inv. Sarah Chen,SIU-West,6,69480.0,,No,HINormer-Auto,0.815,81.0,"Incident on 1/10/2015 in Springfield, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $69480",STRONG_RECOVERY_CASE,80,Yes,High Value >$50K,Pending,14/2/2015,Dashcam|CCTV|Repair Estimate,240,54710.91,Yes,19157.29,Yes,TRACE-6368D2C9D1CD,CLM-598554|ADJ-9762,
CASE-303987,InvestigationCase,CASE-303987,CLM-303987,High Value,Closed - Fraud Confirmed,P2 - High,2/11/2015,Inv. Sarah Chen,SIU-Northeast,3,44280.0,,No,HINormer-Auto,0.691,45.0,"Incident on 2/11/2015 in Springfield, OH.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $44280",VIABLE_RECOVERY_CASE,63,No,,Cleared,2/9/2015,Dashcam|Repair Estimate,176,0.0,No,0.0,No,TRACE-4D5362EA5B0D,CLM-303987|ADJ-4082,
CASE-343161,InvestigationCase,CASE-343161,CLM-343161,High Value,Escalated to SIU,P2 - High,1/12/2015,Inv. Derek Moss,SIU-Southeast,0,56300.0,,No,GraphSAGE-Fraud,0.711,27.0,"Incident on 1/12/2015 in Hillsdale, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $56300",VIABLE_RECOVERY_CASE,70,Yes,High Value >$50K,Pending,22/4/2015,Bank Records|Repair Estimate|Cell Data|CCTV,116,0.0,Yes,0.0,No,TRACE-21FB85A08A10,CLM-343161|ADJ-4278,
CASE-519312,InvestigationCase,CASE-519312,CLM-519312,Fraud Ring,Open,P1 - Critical,2/6/2015,Inv. Angela Ruiz,SIU-Central,3,68520.0,RING-007,Yes,GraphSAGE-Fraud,0.883,90.0,"Incident on 2/6/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $68520",STRONG_RECOVERY_CASE,95,Yes,High Value >$50K|Fraud Ring Cluster,Pending,19/6/2015,Witness Statement|Cell Data,201,34714.1,No,0.0,No,TRACE-C60DFF0B6822,CLM-519312|ADJ-9912,
CASE-132902,InvestigationCase,CASE-132902,CLM-132902,Fraud Ring,Open,P1 - Critical,1/20/2015,Inv. Derek Moss,SIU-Northeast,7,59130.0,RING-005,Yes,RuleBased-v4,0.743,27.0,"Incident on 1/20/2015 in Riverwood, VA.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $59130",VIABLE_RECOVERY_CASE,62,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,Repair Estimate|Cell Data|Witness Statement|Bank Records|Police Report,244,29741.23,No,0.0,No,TRACE-E40B84B18C98,CLM-132902|ADJ-7615,
CASE-332867,InvestigationCase,CASE-332867,CLM-332867,Fraud Ring,Escalated to SIU,P1 - Critical,2/22/2015,Inv. Derek Moss,SIU-Midwest,2,82320.0,RING-004,Yes,FraudGNN-v2.1,0.792,81.0,"Incident on 2/22/2015 in Arlington, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $82320",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Cleared,21/10/2015,Witness Statement|Repair Estimate|CCTV,56,70176.22,No,0.0,Yes,TRACE-D25303EC90A5,CLM-332867|ADJ-2816,
CASE-356590,InvestigationCase,CASE-356590,CLM-356590,Fraud Ring,Closed - Cleared,P1 - Critical,1/30/2015,Inv. Priya Nair,SIU-Northeast,6,89700.0,RING-004,Yes,GraphSAGE-Fraud,0.808,36.0,"Incident on 1/30/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $89700",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,CCTV|Cell Data,170,77839.53,Yes,26070.06,No,TRACE-E2C806480729,CLM-356590|ADJ-3387,
CASE-346002,InvestigationCase,CASE-346002,CLM-346002,High Value,Escalated to SIU,P2 - High,2/2/2015,Inv. Marcus Webb,SIU-Northeast,1,33930.0,,No,GraphSAGE-Fraud,0.703,63.0,"Incident on 2/2/2015 in Hillsdale, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $33930",VIABLE_RECOVERY_CASE,69,Yes,Injury No Police Report,Cleared,4/7/2015,Repair Estimate|Dashcam|Medical Records,149,0.0,No,0.0,No,TRACE-D62AC6147025,CLM-346002|ADJ-9718,
CASE-500533,InvestigationCase,CASE-500533,CLM-500533,High Value,Under Review,P1 - Critical,1/10/2015,Inv. Sarah Chen,SIU-Southeast,3,68530.0,,No,GraphSAGE-Fraud,0.775,18.0,"Incident on 1/10/2015 in Northbrook, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $68530",VIABLE_RECOVERY_CASE,62,Yes,High Value >$50K,Cleared,14/1/2015,Dashcam|Police Report,51,0.0,No,28405.29,No,TRACE-46801DBB3C57,CLM-500533|ADJ-2290,
CASE-486676,InvestigationCase,CASE-486676,CLM-486676,Fraud - Individual,Closed - Fraud Confirmed,P1 - Critical,2/20/2015,Inv. Priya Nair,SIU-Northeast,6,68310.0,,No,FraudGNN-v2.1,0.75,63.0,"Incident on 2/20/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 2
Witnesses: 3 | Police Report: ?
Total Claim: $68310",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,Pending,9/9/2015,Cell Data|Dashcam|CCTV,106,49257.46,No,0.0,No,TRACE-E5E467E809F9,CLM-486676|ADJ-4054,
CASE-260845,InvestigationCase,CASE-260845,CLM-260845,Fraud - Individual,Open,P1 - Critical,2/8/2015,Inv. Sarah Chen,SIU-West,6,61290.0,,No,RuleBased-v4,0.725,18.0,"Incident on 2/8/2015 in Northbrook, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $61290",VIABLE_RECOVERY_CASE,60,Yes,High Value >$50K,Cleared,25/12/2015,Police Report|Dashcam|Witness Statement|Cell Data,345,35844.58,No,16697.55,No,TRACE-43C588D13268,CLM-260845|ADJ-3347,
CASE-657045,InvestigationCase,CASE-657045,CLM-657045,High Value,Closed - Cleared,P2 - High,2/11/2015,Inv. Sarah Chen,SIU-Central,3,30100.0,,No,HINormer-Auto,0.664,36.0,"Incident on 2/11/2015 in Arlington, NC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $30100",VIABLE_RECOVERY_CASE,67,No,,High Value Approved,21/12/2015,Medical Records|Repair Estimate|CCTV|Police Report,7,0.0,Yes,0.0,No,TRACE-3140584042B7,CLM-657045|ADJ-1300,
CASE-761189,InvestigationCase,CASE-761189,CLM-761189,High Value,Under Review,P2 - High,2/23/2015,Inv. Marcus Webb,SIU-Southeast,0,57120.0,,No,GraphSAGE-Fraud,0.83,54.0,"Incident on 2/23/2015 in Riverwood, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: YES
Total Claim: $57120",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Cleared,,CCTV|Medical Records,67,0.0,No,0.0,No,TRACE-21656DD1AF43,CLM-761189|ADJ-6421,
CASE-175177,InvestigationCase,CASE-175177,CLM-175177,High Value,Open,P2 - High,3/1/2015,Inv. Sarah Chen,SIU-Midwest,1,42930.0,,No,RuleBased-v4,0.864,72.0,"Incident on 3/1/2015 in Springfield, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: YES
Total Claim: $42930",STRONG_RECOVERY_CASE,82,No,,Cleared,5/1/2015,Witness Statement|Cell Data|Medical Records|Dashcam|Police Report,7,0.0,No,0.0,No,TRACE-408450881C39,CLM-175177|ADJ-9101,
CASE-116700,InvestigationCase,CASE-116700,CLM-116700,High Value,Closed - Cleared,P2 - High,1/15/2015,Inv. Angela Ruiz,SIU-West,2,51210.0,,No,FraudGNN-v2.1,0.673,45.0,"Incident on 1/15/2015 in Riverwood, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $51210",INVESTIGATE_FURTHER,59,Yes,High Value >$50K|Injury No Police Report,Pending,11/2/2015,Dashcam|Witness Statement,240,0.0,No,0.0,No,TRACE-BD8A2937562F,CLM-116700|ADJ-6370,
CASE-166264,InvestigationCase,CASE-166264,CLM-166264,High Value,Closed - Fraud Confirmed,P1 - Critical,1/14/2015,Inv. Marcus Webb,SIU-Southeast,0,89400.0,,No,FraudGNN-v2.1,0.938,72.0,"Incident on 1/14/2015 in Springfield, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: YES
Total Claim: $89400",STRONG_RECOVERY_CASE,87,Yes,High Value >$50K,Cleared,2/3/2015,Medical Records|Police Report|Dashcam|Repair Estimate,175,0.0,Yes,0.0,No,TRACE-720B101A4367,CLM-166264|ADJ-3538,
CASE-527945,InvestigationCase,CASE-527945,CLM-527945,High Value,Escalated to SIU,P2 - High,2/17/2015,Inv. Angela Ruiz,SIU-Northeast,3,59730.0,,No,GraphSAGE-Fraud,0.792,45.0,"Incident on 2/17/2015 in Northbrook, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $59730",VIABLE_RECOVERY_CASE,68,Yes,High Value >$50K,High Value Approved,,Cell Data|Witness Statement|CCTV|Bank Records|Police Report,188,0.0,No,35790.38,No,TRACE-008C4EA7060D,CLM-527945|ADJ-2219,
CASE-279422,InvestigationCase,CASE-279422,CLM-279422,Fraud - Individual,Closed - Cleared,P1 - Critical,1/21/2015,Inv. Derek Moss,SIU-Northeast,2,72200.0,,No,GraphSAGE-Fraud,0.776,36.0,"Incident on 1/21/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $72200",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Pending,,Repair Estimate|Cell Data|Bank Records,263,64451.17,No,0.0,Yes,TRACE-115601F52578,CLM-279422|ADJ-3212,
CASE-484200,InvestigationCase,CASE-484200,CLM-484200,High Value,Escalated to SIU,P2 - High,2/19/2015,Inv. Derek Moss,SIU-Southeast,1,50800.0,,No,HINormer-Auto,0.793,63.0,"Incident on 2/19/2015 in Arlington, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $50800",VIABLE_RECOVERY_CASE,71,Yes,High Value >$50K|Injury No Police Report,Cleared,15/12/2015,Bank Records|Dashcam|Witness Statement|Cell Data|Police Report,240,0.0,No,0.0,No,TRACE-9BCDD10394D4,CLM-484200|ADJ-5678,
CASE-694662,InvestigationCase,CASE-694662,CLM-694662,High Value,Under Review,P3 - Medium,1/29/2015,Inv. Priya Nair,SIU-Midwest,3,7500.0,,No,HINormer-Auto,0.749,54.0,"Incident on 1/29/2015 in Northbrook, NY.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $7500",VIABLE_RECOVERY_CASE,67,Yes,Injury No Police Report,Cleared,,Witness Statement|Cell Data,99,0.0,Yes,3442.15,No,TRACE-076AC7A5D34C,CLM-694662|ADJ-5349,
CASE-498140,InvestigationCase,CASE-498140,CLM-498140,Fraud Ring,Open,P1 - Critical,1/19/2015,Inv. Derek Moss,SIU-Midwest,5,60940.0,RING-009,Yes,RuleBased-v4,0.894,63.0,"Incident on 1/19/2015 in Hillsdale, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 2
Witnesses: 3 | Police Report: NO
Total Claim: $60940",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,Dashcam|Repair Estimate|Police Report|CCTV,178,32397.51,Yes,29361.43,No,TRACE-B892952CC017,CLM-498140|ADJ-6056,
CASE-498875,InvestigationCase,CASE-498875,CLM-498875,High Value,Open,P2 - High,2/2/2015,Inv. Priya Nair,SIU-West,3,58300.0,,No,RuleBased-v4,0.883,63.0,"Incident on 2/2/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $58300",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K,High Value Approved,25/12/2015,Bank Records|Cell Data|Dashcam|Witness Statement,182,0.0,No,0.0,No,TRACE-81CAA019A8CD,CLM-498875|ADJ-8480,
CASE-798177,InvestigationCase,CASE-798177,CLM-798177,High Value,Escalated to SIU,P1 - Critical,1/30/2015,Inv. Derek Moss,SIU-Northeast,1,68400.0,,No,RuleBased-v4,0.767,63.0,"Incident on 1/30/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $68400",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report,Cleared,18/10/2015,Bank Records|CCTV|Cell Data|Medical Records|Witness Statement,136,0.0,No,0.0,No,TRACE-9F638996A420,CLM-798177|ADJ-4386,
CASE-614763,InvestigationCase,CASE-614763,CLM-614763,High Value,Open,P1 - Critical,1/8/2015,Inv. Sarah Chen,SIU-Central,1,64240.0,,No,GraphSAGE-Fraud,0.74,45.0,"Incident on 1/8/2015 in Springfield, VA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $64240",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,High Value Approved,3/5/2015,Repair Estimate|Dashcam|Cell Data|Police Report|CCTV,75,0.0,Yes,0.0,No,TRACE-8AD1E7C1ED74,CLM-614763|ADJ-6828,
CASE-958857,InvestigationCase,CASE-958857,CLM-958857,Fraud Ring,Open,P1 - Critical,1/7/2015,Inv. Derek Moss,SIU-Midwest,7,45120.0,RING-019,Yes,FraudGNN-v2.1,0.724,63.0,"Incident on 1/7/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $45120",VIABLE_RECOVERY_CASE,67,Yes,Injury No Police Report|Fraud Ring Cluster,Cleared,14/10/2015,Bank Records|CCTV|Dashcam|Repair Estimate|Cell Data,167,27103.12,No,9536.27,No,TRACE-41D813C0EFA5,CLM-958857|ADJ-2585,
CASE-686816,InvestigationCase,CASE-686816,CLM-686816,High Value,Pending Evidence,P1 - Critical,2/24/2015,Inv. Marcus Webb,SIU-Central,0,66950.0,,No,RuleBased-v4,0.866,81.0,"Incident on 2/24/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 1 | Police Report: ?
Total Claim: $66950",STRONG_RECOVERY_CASE,80,Yes,High Value >$50K|Injury No Police Report,Pending,20/7/2015,Police Report|CCTV|Witness Statement|Repair Estimate|Bank Records,106,0.0,No,29878.98,No,TRACE-1EC18A2EB3A5,CLM-686816|ADJ-1585,
CASE-127754,InvestigationCase,CASE-127754,CLM-127754,Fraud - Individual,Pending Evidence,P1 - Critical,2/2/2015,Inv. Sarah Chen,SIU-Central,2,98340.0,,No,HINormer-Auto,0.734,18.0,"Incident on 2/2/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $98340",VIABLE_RECOVERY_CASE,62,Yes,High Value >$50K,Pending,25/6/2015,Repair Estimate|Dashcam|CCTV|Cell Data|Police Report,262,52792.04,No,0.0,No,TRACE-37670D75B4FD,CLM-127754|ADJ-7338,
CASE-731450,InvestigationCase,CASE-731450,CLM-731450,High Value,Closed - Fraud Confirmed,P1 - Critical,2/9/2015,Inv. Angela Ruiz,SIU-Northeast,3,70680.0,,No,RuleBased-v4,0.776,63.0,"Incident on 2/9/2015 in Riverwood, NC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $70680",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report,Pending,28/9/2015,Bank Records|Cell Data|CCTV|Police Report|Dashcam,124,0.0,No,32725.21,No,TRACE-46FF2D91BD84,CLM-731450|ADJ-2015,
CASE-307447,InvestigationCase,CASE-307447,CLM-307447,High Value,Open,P1 - Critical,1/19/2015,Inv. Angela Ruiz,SIU-Southeast,1,93720.0,,No,GraphSAGE-Fraud,0.776,45.0,"Incident on 1/19/2015 in Northbend, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $93720",INVESTIGATE_FURTHER,58,Yes,High Value >$50K,Cleared,11/5/2015,CCTV|Police Report,128,0.0,No,0.0,No,TRACE-72A76C9CF11E,CLM-307447|ADJ-6977,
CASE-900628,InvestigationCase,CASE-900628,CLM-900628,Fraud Ring,Closed - Cleared,P1 - Critical,1/14/2015,Inv. Derek Moss,SIU-Central,5,72930.0,RING-007,Yes,GraphSAGE-Fraud,0.733,36.0,"Incident on 1/14/2015 in Springfield, VA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: NO
Total Claim: $72930",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K|Fraud Ring Cluster,Fraud Confirmed,10/12/2015,Dashcam|Bank Records,193,54680.44,No,43121.8,No,TRACE-05E7AD58E8E4,CLM-900628|ADJ-4118,
