:START_ID,:END_ID,:TYPE,entity_type,ring_suspicion,pagerank,weight,connection_strength,first_seen_date,last_seen_date,event_time
NF-CLM-442795,CLM-442795,DESCRIBES_ENTITY,Claim,0.657,0.5445,0.5445,0.4946,05/01/2015,07/01/2015,05/01/2015
NF-CLM-226330,CLM-226330,DESCRIBES_ENTITY,Claim,0.04,0.0561,0.0561,0.0505,09/01/2015,08/01/2015,09/01/2015
NF-CLM-134430,CLM-134430,DESCRIBES_ENTITY,Claim,0.003,0.0956,0.0956,0.0779,02/01/2015,01/01/2015,02/01/2015
NF-CLM-524230,CLM-524230,DESCRIBES_ENTITY,Claim,0.799,0.8062,0.8062,0.7566,03/01/2015,09/01/2015,03/01/2015
NF-CLM-438817,CLM-438817,DESCRIBES_ENTITY,Claim,0.191,0.0125,0.0125,0.0117,07/01/2015,03/01/2015,07/01/2015
NF-CLM-293794,CLM-293794,DESCRIBES_ENTITY,Claim,0.192,0.0434,0.0434,0.0401,04/01/2015,02/01/2015,04/01/2015
NF-CLM-868283,CLM-868283,DESCRIBES_ENTITY,Claim,0.028,0.0913,0.0913,0.0769,09/01/2015,04/01/2015,09/01/2015
NF-CLM-828890,CLM-828890,DESCRIBES_ENTITY,Claim,0.246,0.0711,0.0711,0.0677,03/01/2015,06/01/2015,03/01/2015
NF-CLM-882920,CLM-882920,DESCRIBES_ENTITY,Claim,0.119,0.3259,0.3259,0.3233,08/01/2015,03/01/2015,08/01/2015
NF-CLM-918777,CLM-918777,DESCRIBES_ENTITY,Claim,0.117,0.3505,0.3505,0.3498,05/01/2015,03/01/2015,05/01/2015
NF-CLM-212580,CLM-212580,DESCRIBES_ENTITY,Claim,0.056,0.0446,0.0446,0.0408,02/01/2015,02/01/2015,02/01/2015
NF-CLM-602410,CLM-602410,DESCRIBES_ENTITY,Claim,0.853,0.8092,0.8092,0.7512,05/01/2015,02/01/2015,05/01/2015
NF-CLM-976971,CLM-976971,DESCRIBES_ENTITY,Claim,0.255,0.0319,0.0319,0.0259,06/01/2015,02/01/2015,06/01/2015
NF-CLM-630226,CLM-630226,DESCRIBES_ENTITY,Claim,0.227,0.4356,0.4356,0.398,06/01/2015,02/01/2015,06/01/2015
NF-CLM-171254,CLM-171254,DESCRIBES_ENTITY,Claim,0.048,0.0897,0.0897,0.0879,01/01/2015,09/01/2015,01/01/2015
NF-CLM-247116,CLM-247116,DESCRIBES_ENTITY,Claim,0.051,0.461,0.461,0.4363,08/01/2015,01/01/2015,08/01/2015
NF-CLM-505969,CLM-505969,DESCRIBES_ENTITY,Claim,0.28,0.1693,0.1693,0.162,04/01/2015,09/01/2015,04/01/2015
NF-CLM-653864,CLM-653864,DESCRIBES_ENTITY,Claim,0.014,0.1149,0.1149,0.0966,04/01/2015,04/01/2015,04/01/2015
NF-CLM-586367,CLM-586367,DESCRIBES_ENTITY,Claim,0.193,0.3583,0.3583,0.3542,04/01/2015,01/01/2015,04/01/2015
NF-CLM-896890,CLM-896890,DESCRIBES_ENTITY,Claim,0.391,0.1308,0.1308,0.1047,01/01/2015,09/01/2015,01/01/2015
NF-CLM-650026,CLM-650026,DESCRIBES_ENTITY,Claim,0.383,0.2307,0.2307,0.186,09/01/2015,08/01/2015,09/01/2015
NF-CLM-547744,CLM-547744,DESCRIBES_ENTITY,Claim,0.861,0.7691,0.7691,0.7545,08/01/2015,04/01/2015,08/01/2015
NF-CLM-598124,CLM-598124,DESCRIBES_ENTITY,Claim,0.248,0.0437,0.0437,0.0372,01/01/2015,04/01/2015,01/01/2015
NF-CLM-436126,CLM-436126,DESCRIBES_ENTITY,Claim,0.164,0.1859,0.1859,0.1842,04/01/2015,04/01/2015,04/01/2015
NF-CLM-739447,CLM-739447,DESCRIBES_ENTITY,Claim,0.25,0.3219,0.3219,0.27,09/01/2015,01/01/2015,09/01/2015
NF-CLM-427484,CLM-427484,DESCRIBES_ENTITY,Claim,0.255,0.1591,0.1591,0.1481,03/01/2015,02/01/2015,03/01/2015
NF-CLM-218684,CLM-218684,DESCRIBES_ENTITY,Claim,0.164,0.4276,0.4276,0.4191,05/01/2015,04/01/2015,05/01/2015
NF-CLM-565564,CLM-565564,DESCRIBES_ENTITY,Claim,0.332,0.1432,0.1432,0.1344,03/01/2015,09/01/2015,03/01/2015
NF-CLM-743163,CLM-743163,DESCRIBES_ENTITY,Claim,0.947,0.8133,0.8133,0.7692,09/01/2015,02/01/2015,09/01/2015
NF-CLM-604614,CLM-604614,DESCRIBES_ENTITY,Claim,0.117,0.8324,0.8324,0.7733,06/01/2015,09/01/2015,06/01/2015
NF-CLM-509928,CLM-509928,DESCRIBES_ENTITY,Claim,0.239,0.5914,0.5914,0.5453,03/01/2015,07/01/2015,03/01/2015
NF-CLM-593390,CLM-593390,DESCRIBES_ENTITY,Claim,0.188,0.306,0.306,0.2639,08/01/2015,01/01/2015,08/01/2015
NF-CLM-970607,CLM-970607,DESCRIBES_ENTITY,Claim,0.332,0.3332,0.3332,0.2866,01/01/2015,03/01/2015,01/01/2015
NF-CLM-174701,CLM-174701,DESCRIBES_ENTITY,Claim,0.534,0.863,0.863,0.8259,05/01/2015,01/01/2015,05/01/2015
NF-CLM-529398,CLM-529398,DESCRIBES_ENTITY,Claim,0.315,0.0812,0.0812,0.0783,08/01/2015,09/01/2015,08/01/2015
NF-CLM-940942,CLM-940942,DESCRIBES_ENTITY,Claim,0.108,0.6699,0.6699,0.6385,04/01/2015,03/01/2015,04/01/2015
NF-CLM-442677,CLM-442677,DESCRIBES_ENTITY,Claim,0.274,0.1863,0.1863,0.1842,05/01/2015,09/01/2015,05/01/2015
NF-CLM-365364,CLM-365364,DESCRIBES_ENTITY,Claim,0.325,0.0541,0.0541,0.0521,05/01/2015,07/01/2015,05/01/2015
NF-CLM-114839,CLM-114839,DESCRIBES_ENTITY,Claim,0.034,0.1228,0.1228,0.1211,05/01/2015,09/01/2015,05/01/2015
NF-CLM-872734,CLM-872734,DESCRIBES_ENTITY,Claim,0.15,0.1699,0.1699,0.1371,07/01/2015,02/01/2015,07/01/2015
NF-CLM-267885,CLM-267885,DESCRIBES_ENTITY,Claim,0.181,0.4596,0.4596,0.4568,04/01/2015,09/01/2015,04/01/2015
NF-CLM-740505,CLM-740505,DESCRIBES_ENTITY,Claim,0.125,0.3882,0.3882,0.3782,05/01/2015,02/01/2015,05/01/2015
NF-CLM-629663,CLM-629663,DESCRIBES_ENTITY,Claim,0.685,0.7885,0.7885,0.7178,07/01/2015,05/01/2015,07/01/2015
NF-CLM-839884,CLM-839884,DESCRIBES_ENTITY,Claim,0.336,0.4502,0.4502,0.395,05/01/2015,04/01/2015,05/01/2015
NF-CLM-241562,CLM-241562,DESCRIBES_ENTITY,Claim,0.238,0.1887,0.1887,0.1716,08/01/2015,04/01/2015,08/01/2015
NF-CLM-405533,CLM-405533,DESCRIBES_ENTITY,Claim,0.003,0.4999,0.4999,0.4173,05/01/2015,06/01/2015,05/01/2015
NF-CLM-667021,CLM-667021,DESCRIBES_ENTITY,Claim,0.208,0.1007,0.1007,0.0988,07/01/2015,09/01/2015,07/01/2015
NF-CLM-511621,CLM-511621,DESCRIBES_ENTITY,Claim,0.141,0.4369,0.4369,0.3661,06/01/2015,07/01/2015,06/01/2015
NF-CLM-476923,CLM-476923,DESCRIBES_ENTITY,Claim,0.076,0.0656,0.0656,0.0554,02/01/2015,03/01/2015,02/01/2015
NF-CLM-735822,CLM-735822,DESCRIBES_ENTITY,Claim,0.34,0.7262,0.7262,0.6626,04/01/2015,09/01/2015,04/01/2015
NF-CLM-492745,CLM-492745,DESCRIBES_ENTITY,Claim,0.189,0.0854,0.0854,0.0773,02/01/2015,04/01/2015,02/01/2015
NF-CLM-130930,CLM-130930,DESCRIBES_ENTITY,Claim,0.183,0.415,0.415,0.3831,02/01/2015,06/01/2015,02/01/2015
NF-CLM-261119,CLM-261119,DESCRIBES_ENTITY,Claim,0.057,0.5827,0.5827,0.5009,01/01/2015,09/01/2015,01/01/2015
NF-CLM-280709,CLM-280709,DESCRIBES_ENTITY,Claim,0.239,0.0896,0.0896,0.0747,02/01/2015,09/01/2015,02/01/2015
NF-CLM-898573,CLM-898573,DESCRIBES_ENTITY,Claim,0.032,0.3545,0.3545,0.2902,06/01/2015,01/01/2015,06/01/2015
NF-CLM-547802,CLM-547802,DESCRIBES_ENTITY,Claim,0.251,0.1575,0.1575,0.1543,03/01/2015,06/01/2015,03/01/2015
NF-CLM-600845,CLM-600845,DESCRIBES_ENTITY,Claim,0.202,0.9513,0.9513,0.8444,03/01/2015,09/01/2015,03/01/2015
NF-CLM-390381,CLM-390381,DESCRIBES_ENTITY,Claim,0.123,0.3719,0.3719,0.3185,02/01/2015,09/01/2015,02/01/2015
NF-CLM-629918,CLM-629918,DESCRIBES_ENTITY,Claim,0.389,0.0265,0.0265,0.0237,09/01/2015,08/01/2015,09/01/2015
NF-CLM-208298,CLM-208298,DESCRIBES_ENTITY,Claim,0.263,0.2615,0.2615,0.2541,02/01/2015,08/01/2015,02/01/2015
NF-CLM-513099,CLM-513099,DESCRIBES_ENTITY,Claim,0.935,0.669,0.669,0.6003,06/01/2015,07/01/2015,06/01/2015
NF-CLM-184938,CLM-184938,DESCRIBES_ENTITY,Claim,0.33,0.1716,0.1716,0.1431,06/01/2015,09/01/2015,06/01/2015
NF-CLM-187775,CLM-187775,DESCRIBES_ENTITY,Claim,0.945,0.876,0.876,0.7563,09/01/2015,01/01/2015,09/01/2015
NF-CLM-326322,CLM-326322,DESCRIBES_ENTITY,Claim,0.191,0.0293,0.0293,0.0276,09/01/2015,08/01/2015,09/01/2015
NF-CLM-146138,CLM-146138,DESCRIBES_ENTITY,Claim,0.362,0.4617,0.4617,0.3925,02/01/2015,07/01/2015,02/01/2015
NF-CLM-336047,CLM-336047,DESCRIBES_ENTITY,Claim,0.515,0.8001,0.8001,0.6934,03/01/2015,09/01/2015,03/01/2015
NF-CLM-532330,CLM-532330,DESCRIBES_ENTITY,Claim,0.744,0.9377,0.9377,0.8289,04/01/2015,08/01/2015,04/01/2015
NF-CLM-118137,CLM-118137,DESCRIBES_ENTITY,Claim,0.312,0.1163,0.1163,0.1037,07/01/2015,01/01/2015,07/01/2015
NF-CLM-212674,CLM-212674,DESCRIBES_ENTITY,Claim,0.296,0.5532,0.5532,0.4636,09/01/2015,03/01/2015,09/01/2015
NF-CLM-935596,CLM-935596,DESCRIBES_ENTITY,Claim,0.84,0.7097,0.7097,0.58,09/01/2015,05/01/2015,09/01/2015
NF-CLM-737593,CLM-737593,DESCRIBES_ENTITY,Claim,0.232,0.4121,0.4121,0.3527,07/01/2015,05/01/2015,07/01/2015
NF-CLM-812025,CLM-812025,DESCRIBES_ENTITY,Claim,0.139,0.255,0.255,0.2116,07/01/2015,07/01/2015,07/01/2015
NF-CLM-168151,CLM-168151,DESCRIBES_ENTITY,Claim,0.94,0.9659,0.9659,0.9136,01/01/2015,05/01/2015,01/01/2015
NF-CLM-594739,CLM-594739,DESCRIBES_ENTITY,Claim,0.025,0.1221,0.1221,0.1089,09/01/2015,05/01/2015,09/01/2015
NF-CLM-843227,CLM-843227,DESCRIBES_ENTITY,Claim,0.347,0.6569,0.6569,0.6511,09/01/2015,03/01/2015,09/01/2015
NF-CLM-283925,CLM-283925,DESCRIBES_ENTITY,Claim,0.083,0.2624,0.2624,0.2232,03/01/2015,04/01/2015,03/01/2015
NF-CLM-475588,CLM-475588,DESCRIBES_ENTITY,Claim,0.595,0.8872,0.8872,0.7938,04/01/2015,06/01/2015,04/01/2015
NF-CLM-751905,CLM-751905,DESCRIBES_ENTITY,Claim,0.737,0.9101,0.9101,0.8547,03/01/2015,09/01/2015,03/01/2015
NF-CLM-226725,CLM-226725,DESCRIBES_ENTITY,Claim,0.164,0.1715,0.1715,0.1509,04/01/2015,07/01/2015,04/01/2015
NF-CLM-942504,CLM-942504,DESCRIBES_ENTITY,Claim,0.247,0.3077,0.3077,0.2532,06/01/2015,05/01/2015,06/01/2015
NF-CLM-395572,CLM-395572,DESCRIBES_ENTITY,Claim,0.107,0.3315,0.3315,0.2834,02/01/2015,09/01/2015,02/01/2015
NF-CLM-889883,CLM-889883,DESCRIBES_ENTITY,Claim,0.863,0.6492,0.6492,0.549,02/01/2015,05/01/2015,02/01/2015
NF-CLM-818167,CLM-818167,DESCRIBES_ENTITY,Claim,0.346,0.232,0.232,0.2151,04/01/2015,01/01/2015,04/01/2015
NF-CLM-277767,CLM-277767,DESCRIBES_ENTITY,Claim,0.389,0.2841,0.2841,0.2389,06/01/2015,03/01/2015,06/01/2015
NF-CLM-842618,CLM-842618,DESCRIBES_ENTITY,Claim,0.087,0.0494,0.0494,0.0399,03/01/2015,08/01/2015,03/01/2015
NF-CLM-577810,CLM-577810,DESCRIBES_ENTITY,Claim,0.122,0.2496,0.2496,0.2381,03/01/2015,01/01/2015,03/01/2015
NF-CLM-873114,CLM-873114,DESCRIBES_ENTITY,Claim,0.286,0.0443,0.0443,0.0435,06/01/2015,03/01/2015,06/01/2015
NF-CLM-994538,CLM-994538,DESCRIBES_ENTITY,Claim,0.886,0.6166,0.6166,0.5575,05/01/2015,01/01/2015,05/01/2015
NF-CLM-727792,CLM-727792,DESCRIBES_ENTITY,Claim,0.142,0.3937,0.3937,0.3363,05/01/2015,08/01/2015,05/01/2015
NF-CLM-522506,CLM-522506,DESCRIBES_ENTITY,Claim,0.258,0.3072,0.3072,0.2983,06/01/2015,06/01/2015,06/01/2015
NF-CLM-367595,CLM-367595,DESCRIBES_ENTITY,Claim,0.348,0.219,0.219,0.182,08/01/2015,05/01/2015,08/01/2015
NF-CLM-586104,CLM-586104,DESCRIBES_ENTITY,Claim,0.383,0.2017,0.2017,0.1698,01/01/2015,03/01/2015,01/01/2015
NF-CLM-424862,CLM-424862,DESCRIBES_ENTITY,Claim,0.912,0.7472,0.7472,0.6061,04/01/2015,03/01/2015,04/01/2015
NF-CLM-512813,CLM-512813,DESCRIBES_ENTITY,Claim,0.13,0.735,0.735,0.671,02/01/2015,05/01/2015,02/01/2015
NF-CLM-356768,CLM-356768,DESCRIBES_ENTITY,Claim,0.311,0.2818,0.2818,0.2765,08/01/2015,09/01/2015,08/01/2015
NF-CLM-330506,CLM-330506,DESCRIBES_ENTITY,Claim,0.173,0.3207,0.3207,0.3085,07/01/2015,09/01/2015,07/01/2015
NF-CLM-779075,CLM-779075,DESCRIBES_ENTITY,Claim,0.153,0.5918,0.5918,0.5045,09/01/2015,01/01/2015,09/01/2015
NF-CLM-799501,CLM-799501,DESCRIBES_ENTITY,Claim,0.302,0.0618,0.0618,0.0522,02/01/2015,02/01/2015,02/01/2015
NF-CLM-987905,CLM-987905,DESCRIBES_ENTITY,Claim,0.758,0.7198,0.7198,0.6872,01/01/2015,05/01/2015,01/01/2015
NF-CLM-967756,CLM-967756,DESCRIBES_ENTITY,Claim,0.037,0.3379,0.3379,0.2963,02/01/2015,08/01/2015,02/01/2015
NF-CLM-830414,CLM-830414,DESCRIBES_ENTITY,Claim,0.109,0.2318,0.2318,0.2187,04/01/2015,07/01/2015,04/01/2015
NF-CLM-127313,CLM-127313,DESCRIBES_ENTITY,Claim,0.339,0.3955,0.3955,0.3168,03/01/2015,09/01/2015,03/01/2015
NF-CLM-786957,CLM-786957,DESCRIBES_ENTITY,Claim,0.213,0.1366,0.1366,0.1326,05/01/2015,09/01/2015,05/01/2015
NF-CLM-332892,CLM-332892,DESCRIBES_ENTITY,Claim,0.693,0.5098,0.5098,0.4759,08/01/2015,04/01/2015,08/01/2015
NF-CLM-448642,CLM-448642,DESCRIBES_ENTITY,Claim,0.085,0.4898,0.4898,0.4019,01/01/2015,07/01/2015,01/01/2015
NF-CLM-526039,CLM-526039,DESCRIBES_ENTITY,Claim,0.364,0.2856,0.2856,0.2736,08/01/2015,04/01/2015,08/01/2015
NF-CLM-444422,CLM-444422,DESCRIBES_ENTITY,Claim,0.343,0.3444,0.3444,0.2976,04/01/2015,02/01/2015,04/01/2015
NF-CLM-689500,CLM-689500,DESCRIBES_ENTITY,Claim,0.768,0.5644,0.5644,0.4577,01/01/2015,06/01/2015,01/01/2015
NF-CLM-806081,CLM-806081,DESCRIBES_ENTITY,Claim,0.252,0.4367,0.4367,0.4361,09/01/2015,07/01/2015,09/01/2015
NF-CLM-384618,CLM-384618,DESCRIBES_ENTITY,Claim,0.715,0.8251,0.8251,0.8164,02/01/2015,06/01/2015,02/01/2015
NF-CLM-756459,CLM-756459,DESCRIBES_ENTITY,Claim,0.062,0.4756,0.4756,0.4522,05/01/2015,09/01/2015,05/01/2015
NF-CLM-655787,CLM-655787,DESCRIBES_ENTITY,Claim,0.311,0.4138,0.4138,0.342,02/01/2015,07/01/2015,02/01/2015
NF-CLM-419954,CLM-419954,DESCRIBES_ENTITY,Claim,0.381,0.0669,0.0669,0.0617,05/01/2015,07/01/2015,05/01/2015
NF-CLM-275092,CLM-275092,DESCRIBES_ENTITY,Claim,0.282,0.4059,0.4059,0.3411,03/01/2015,09/01/2015,03/01/2015
NF-CLM-515698,CLM-515698,DESCRIBES_ENTITY,Claim,0.097,0.0683,0.0683,0.0627,04/01/2015,02/01/2015,04/01/2015
NF-CLM-132871,CLM-132871,DESCRIBES_ENTITY,Claim,0.024,0.1635,0.1635,0.1355,08/01/2015,05/01/2015,08/01/2015
NF-CLM-714929,CLM-714929,DESCRIBES_ENTITY,Claim,0.306,0.2849,0.2849,0.2715,06/01/2015,01/01/2015,06/01/2015
NF-CLM-297816,CLM-297816,DESCRIBES_ENTITY,Claim,0.36,0.4299,0.4299,0.3617,08/01/2015,04/01/2015,08/01/2015
NF-CLM-426708,CLM-426708,DESCRIBES_ENTITY,Claim,0.011,0.2185,0.2185,0.1951,05/01/2015,05/01/2015,05/01/2015
NF-CLM-615047,CLM-615047,DESCRIBES_ENTITY,Claim,0.019,0.2507,0.2507,0.2132,06/01/2015,09/01/2015,06/01/2015
NF-CLM-771236,CLM-771236,DESCRIBES_ENTITY,Claim,0.315,0.5074,0.5074,0.4386,05/01/2015,05/01/2015,05/01/2015
NF-CLM-235869,CLM-235869,DESCRIBES_ENTITY,Claim,0.764,0.9955,0.9955,0.9358,06/01/2015,06/01/2015,06/01/2015
NF-CLM-931625,CLM-931625,DESCRIBES_ENTITY,Claim,0.018,0.8034,0.8034,0.6775,02/01/2015,05/01/2015,02/01/2015
NF-CLM-371635,CLM-371635,DESCRIBES_ENTITY,Claim,0.178,0.2544,0.2544,0.2543,08/01/2015,06/01/2015,08/01/2015
NF-CLM-427199,CLM-427199,DESCRIBES_ENTITY,Claim,0.248,0.184,0.184,0.1623,04/01/2015,04/01/2015,04/01/2015
NF-CLM-261315,CLM-261315,DESCRIBES_ENTITY,Claim,0.852,0.8558,0.8558,0.6874,04/01/2015,07/01/2015,04/01/2015
NF-CLM-582973,CLM-582973,DESCRIBES_ENTITY,Claim,0.814,0.5686,0.5686,0.4736,01/01/2015,08/01/2015,01/01/2015
NF-CLM-278091,CLM-278091,DESCRIBES_ENTITY,Claim,0.298,0.1012,0.1012,0.087,02/01/2015,04/01/2015,02/01/2015
NF-CLM-153154,CLM-153154,DESCRIBES_ENTITY,Claim,0.369,0.0332,0.0332,0.0268,07/01/2015,03/01/2015,07/01/2015
NF-CLM-515217,CLM-515217,DESCRIBES_ENTITY,Claim,0.383,0.4275,0.4275,0.3539,06/01/2015,07/01/2015,06/01/2015
NF-CLM-860497,CLM-860497,DESCRIBES_ENTITY,Claim,0.075,0.465,0.465,0.4145,05/01/2015,04/01/2015,05/01/2015
NF-CLM-351741,CLM-351741,DESCRIBES_ENTITY,Claim,0.127,0.4834,0.4834,0.4613,09/01/2015,04/01/2015,09/01/2015
NF-CLM-403737,CLM-403737,DESCRIBES_ENTITY,Claim,0.195,0.3896,0.3896,0.3378,08/01/2015,05/01/2015,08/01/2015
NF-CLM-162004,CLM-162004,DESCRIBES_ENTITY,Claim,0.227,0.0773,0.0773,0.064,07/01/2015,06/01/2015,07/01/2015
NF-CLM-740384,CLM-740384,DESCRIBES_ENTITY,Claim,0.217,0.9647,0.9647,0.843,06/01/2015,08/01/2015,06/01/2015
NF-CLM-876714,CLM-876714,DESCRIBES_ENTITY,Claim,0.301,0.3294,0.3294,0.2712,08/01/2015,01/01/2015,08/01/2015
NF-CLM-951543,CLM-951543,DESCRIBES_ENTITY,Claim,0.274,0.2992,0.2992,0.2658,09/01/2015,09/01/2015,09/01/2015
NF-CLM-576723,CLM-576723,DESCRIBES_ENTITY,Claim,0.21,0.3744,0.3744,0.3507,02/01/2015,02/01/2015,02/01/2015
NF-CLM-391003,CLM-391003,DESCRIBES_ENTITY,Claim,0.251,0.0332,0.0332,0.0275,06/01/2015,02/01/2015,06/01/2015
NF-CLM-225865,CLM-225865,DESCRIBES_ENTITY,Claim,0.397,0.9907,0.9907,0.9375,02/01/2015,08/01/2015,02/01/2015
NF-CLM-984948,CLM-984948,DESCRIBES_ENTITY,Claim,0.338,0.146,0.146,0.1265,07/01/2015,06/01/2015,07/01/2015
NF-CLM-890328,CLM-890328,DESCRIBES_ENTITY,Claim,0.267,0.1876,0.1876,0.1645,07/01/2015,07/01/2015,07/01/2015
NF-CLM-803294,CLM-803294,DESCRIBES_ENTITY,Claim,0.218,0.0792,0.0792,0.0733,06/01/2015,07/01/2015,06/01/2015
NF-CLM-414913,CLM-414913,DESCRIBES_ENTITY,Claim,0.766,0.9615,0.9615,0.8157,06/01/2015,02/01/2015,06/01/2015
NF-CLM-414519,CLM-414519,DESCRIBES_ENTITY,Claim,0.021,0.5228,0.5228,0.4579,02/01/2015,05/01/2015,02/01/2015
NF-CLM-818413,CLM-818413,DESCRIBES_ENTITY,Claim,0.256,0.3897,0.3897,0.38,08/01/2015,05/01/2015,08/01/2015
NF-CLM-487356,CLM-487356,DESCRIBES_ENTITY,Claim,0.254,0.7234,0.7234,0.6721,03/01/2015,07/01/2015,03/01/2015
NF-CLM-159768,CLM-159768,DESCRIBES_ENTITY,Claim,0.071,0.3298,0.3298,0.274,09/01/2015,07/01/2015,09/01/2015
NF-CLM-865839,CLM-865839,DESCRIBES_ENTITY,Claim,0.054,0.2045,0.2045,0.1846,07/01/2015,06/01/2015,07/01/2015
NF-CLM-406567,CLM-406567,DESCRIBES_ENTITY,Claim,0.083,0.4363,0.4363,0.3662,05/01/2015,09/01/2015,05/01/2015
NF-CLM-623032,CLM-623032,DESCRIBES_ENTITY,Claim,0.35,0.121,0.121,0.1145,03/01/2015,05/01/2015,03/01/2015
NF-CLM-935442,CLM-935442,DESCRIBES_ENTITY,Claim,0.232,0.254,0.254,0.2182,02/01/2015,01/01/2015,02/01/2015
NF-CLM-106873,CLM-106873,DESCRIBES_ENTITY,Claim,0.178,0.4843,0.4843,0.4772,04/01/2015,09/01/2015,04/01/2015
NF-CLM-563878,CLM-563878,DESCRIBES_ENTITY,Claim,0.286,0.3684,0.3684,0.3548,07/01/2015,06/01/2015,07/01/2015
NF-CLM-620855,CLM-620855,DESCRIBES_ENTITY,Claim,0.238,0.4547,0.4547,0.4345,01/01/2015,08/01/2015,01/01/2015
NF-CLM-583169,CLM-583169,DESCRIBES_ENTITY,Claim,0.528,0.8473,0.8473,0.7391,02/01/2015,02/01/2015,02/01/2015
NF-CLM-337677,CLM-337677,DESCRIBES_ENTITY,Claim,0.05,0.1596,0.1596,0.1402,08/01/2015,01/01/2015,08/01/2015
NF-CLM-445973,CLM-445973,DESCRIBES_ENTITY,Claim,0.719,0.982,0.982,0.9653,02/01/2015,08/01/2015,02/01/2015
NF-CLM-156694,CLM-156694,DESCRIBES_ENTITY,Claim,0.283,0.0838,0.0838,0.0686,05/01/2015,01/01/2015,05/01/2015
NF-CLM-421940,CLM-421940,DESCRIBES_ENTITY,Claim,0.851,0.954,0.954,0.8643,08/01/2015,07/01/2015,08/01/2015
NF-CLM-613226,CLM-613226,DESCRIBES_ENTITY,Claim,0.244,0.3709,0.3709,0.3008,03/01/2015,02/01/2015,03/01/2015
NF-CLM-804410,CLM-804410,DESCRIBES_ENTITY,Claim,0.275,0.3466,0.3466,0.3457,03/01/2015,02/01/2015,03/01/2015
NF-CLM-553565,CLM-553565,DESCRIBES_ENTITY,Claim,0.096,0.1509,0.1509,0.133,03/01/2015,05/01/2015,03/01/2015
NF-CLM-399524,CLM-399524,DESCRIBES_ENTITY,Claim,0.19,0.1785,0.1785,0.1728,05/01/2015,01/01/2015,05/01/2015
NF-CLM-331595,CLM-331595,DESCRIBES_ENTITY,Claim,0.796,0.5813,0.5813,0.5056,06/01/2015,03/01/2015,06/01/2015
NF-CLM-380067,CLM-380067,DESCRIBES_ENTITY,Claim,0.117,0.1574,0.1574,0.1359,04/01/2015,03/01/2015,04/01/2015
NF-CLM-701521,CLM-701521,DESCRIBES_ENTITY,Claim,0.007,0.97,0.97,0.9261,02/01/2015,04/01/2015,02/01/2015
NF-CLM-360770,CLM-360770,DESCRIBES_ENTITY,Claim,0.278,0.3761,0.3761,0.3673,07/01/2015,06/01/2015,07/01/2015
NF-CLM-958785,CLM-958785,DESCRIBES_ENTITY,Claim,0.005,0.0892,0.0892,0.0732,06/01/2015,07/01/2015,06/01/2015
NF-CLM-797934,CLM-797934,DESCRIBES_ENTITY,Claim,0.291,0.0943,0.0943,0.0886,02/01/2015,01/01/2015,02/01/2015
NF-CLM-883980,CLM-883980,DESCRIBES_ENTITY,Claim,0.194,0.3458,0.3458,0.3179,07/01/2015,07/01/2015,07/01/2015
NF-CLM-340614,CLM-340614,DESCRIBES_ENTITY,Claim,0.377,0.1686,0.1686,0.146,05/01/2015,06/01/2015,05/01/2015
NF-CLM-435784,CLM-435784,DESCRIBES_ENTITY,Claim,0.242,0.2552,0.2552,0.2082,05/01/2015,09/01/2015,05/01/2015
NF-CLM-563837,CLM-563837,DESCRIBES_ENTITY,Claim,0.632,0.65,0.65,0.6314,02/01/2015,06/01/2015,02/01/2015
NF-CLM-200827,CLM-200827,DESCRIBES_ENTITY,Claim,0.301,0.246,0.246,0.2132,09/01/2015,06/01/2015,09/01/2015
NF-CLM-533941,CLM-533941,DESCRIBES_ENTITY,Claim,0.647,0.8634,0.8634,0.8305,01/01/2015,03/01/2015,01/01/2015
NF-CLM-265026,CLM-265026,DESCRIBES_ENTITY,Claim,0.867,0.5585,0.5585,0.4995,06/01/2015,03/01/2015,06/01/2015
NF-CLM-354481,CLM-354481,DESCRIBES_ENTITY,Claim,0.165,0.1532,0.1532,0.1395,05/01/2015,06/01/2015,05/01/2015
NF-CLM-566720,CLM-566720,DESCRIBES_ENTITY,Claim,0.978,0.7896,0.7896,0.685,01/01/2015,01/01/2015,01/01/2015
NF-CLM-832746,CLM-832746,DESCRIBES_ENTITY,Claim,0.914,0.7995,0.7995,0.7105,01/01/2015,05/01/2015,01/01/2015
NF-CLM-386690,CLM-386690,DESCRIBES_ENTITY,Claim,0.839,0.7826,0.7826,0.6424,09/01/2015,05/01/2015,09/01/2015
NF-CLM-979285,CLM-979285,DESCRIBES_ENTITY,Claim,0.155,0.1019,0.1019,0.087,06/01/2015,04/01/2015,06/01/2015
NF-CLM-594722,CLM-594722,DESCRIBES_ENTITY,Claim,0.27,0.3369,0.3369,0.2772,04/01/2015,07/01/2015,04/01/2015
NF-CLM-216738,CLM-216738,DESCRIBES_ENTITY,Claim,0.772,0.5625,0.5625,0.5564,09/01/2015,01/01/2015,09/01/2015
NF-CLM-369048,CLM-369048,DESCRIBES_ENTITY,Claim,0.059,0.0894,0.0894,0.0739,01/01/2015,05/01/2015,01/01/2015
NF-CLM-514424,CLM-514424,DESCRIBES_ENTITY,Claim,0.124,0.1231,0.1231,0.1021,05/01/2015,09/01/2015,05/01/2015
