:START_ID,:END_ID,:TYPE,vehicle_role,damage_severity,vehicle_claim_amount,total_loss,vehicle_towed,weight,connection_strength,first_seen_date,last_seen_date,event_time
CLM-315631,VEH-Z3KL36UPCEDV20P5Y,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,33180.0,No,No,0.6636,0.5315,03/01/2015,03/01/2015,03/01/2015
CLM-113464,VEH-F9LKMY8B41JFD6D2M,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,40390.0,No,No,0.8078,0.7652,09/01/2015,08/01/2015,09/01/2015
CLM-556415,VEH-VN9DB96UAFDF9CSSX,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,74790.0,No,Yes,1.0,0.9106,06/01/2015,07/01/2015,06/01/2015
CLM-250249,VEH-LZUJRLBNS3M7J1DEY,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38010.0,No,No,0.7602,0.674,06/01/2015,08/01/2015,06/01/2015
CLM-403776,VEH-AMJYU5HRM2M7A5WD5,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,21520.0,No,No,0.4304,0.3947,08/01/2015,05/01/2015,08/01/2015
CLM-396002,VEH-4HWUX5WD555A8YDJX,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,59220.0,Yes,No,1.0,0.9849,05/01/2015,08/01/2015,05/01/2015
CLM-976908,VEH-CZT7NFGP6MCK2H23W,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,55760.0,Yes,No,1.0,0.9562,09/01/2015,09/01/2015,09/01/2015
CLM-509489,VEH-7UMVJE4XGCRY4WVRU,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,25480.0,Yes,No,0.5096,0.5004,03/01/2015,04/01/2015,03/01/2015
CLM-485295,VEH-8NGPJ19UPL9CNZP1S,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,28140.0,No,Yes,0.5628,0.5281,02/01/2015,07/01/2015,02/01/2015
CLM-361829,VEH-CWF89JB7G7NXFUPSA,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50330.0,No,No,1.0,0.8347,09/01/2015,07/01/2015,09/01/2015
CLM-603632,VEH-906EMTTPPGTD54EL6,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,45180.0,No,Yes,0.9036,0.8702,03/01/2015,08/01/2015,03/01/2015
CLM-783494,VEH-ZFN6FX90U636557CM,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,33180.0,Yes,Yes,0.6636,0.5446,08/01/2015,05/01/2015,08/01/2015
CLM-439049,VEH-6CPWEX18C41UG7K7B,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49770.0,Yes,Yes,0.9954,0.9272,05/01/2015,03/01/2015,05/01/2015
CLM-502634,VEH-NMYZUM30UWVEBNM4E,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,48580.0,No,No,0.9716,0.8951,05/01/2015,09/01/2015,05/01/2015
CLM-378588,VEH-13PLM4CMTBV0KU576,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40000.0,No,No,0.8,0.6915,09/01/2015,07/01/2015,09/01/2015
CLM-794731,VEH-S3M1AAVPZEYGW0KD5,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35370.0,Yes,Yes,0.7074,0.6906,06/01/2015,01/01/2015,06/01/2015
CLM-641934,VEH-BT1GTPFZ2J1Y52TK7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,38520.0,No,No,0.7704,0.6808,08/01/2015,05/01/2015,08/01/2015
CLM-113516,VEH-7CVMCTCM24TL8M53B,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,42840.0,Yes,Yes,0.8568,0.7898,01/01/2015,08/01/2015,01/01/2015
CLM-425631,VEH-62FCGP5D3NY1C6LXR,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,55360.0,No,No,1.0,0.9385,09/01/2015,07/01/2015,09/01/2015
CLM-542245,VEH-0B3J4SM97L3BG09Z3,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,58860.0,No,No,1.0,0.8496,07/01/2015,06/01/2015,07/01/2015
CLM-512894,VEH-A1T7VVHA681Y1U9YX,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43330.0,No,Yes,0.8666,0.7622,03/01/2015,09/01/2015,03/01/2015
CLM-633090,VEH-8S9ZSWMYCMYKMJCPH,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4690.0,No,No,0.0938,0.0815,01/01/2015,01/01/2015,01/01/2015
CLM-464234,VEH-N0YLF55Y7RET90YR5,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3570.0,No,No,0.0714,0.0613,06/01/2015,02/01/2015,06/01/2015
CLM-290162,VEH-YRXS1UGRL1HGS57CL,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3570.0,No,No,0.0714,0.0686,04/01/2015,09/01/2015,04/01/2015
CLM-638155,VEH-CMHV75U7UBR2X6FCX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50680.0,No,Yes,1.0,0.8276,06/01/2015,06/01/2015,06/01/2015
CLM-911429,VEH-MJAFLLD03BD0JVAY2,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,49630.0,No,No,0.9926,0.9137,02/01/2015,07/01/2015,02/01/2015
CLM-106186,VEH-8E49WX1J1SN1RHTAC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,52080.0,Yes,No,1.0,0.9773,09/01/2015,05/01/2015,09/01/2015
CLM-311783,VEH-JKVTD2B2RRRY8ZDRC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49980.0,Yes,No,0.9996,0.9021,07/01/2015,06/01/2015,07/01/2015
CLM-528385,VEH-VCFVNJYZRVCZAS1V1,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50890.0,No,Yes,1.0,0.9686,04/01/2015,05/01/2015,04/01/2015
CLM-228403,VEH-L96HMNN09U6RSBVS8,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44030.0,Yes,No,0.8806,0.801,09/01/2015,05/01/2015,09/01/2015
CLM-209177,VEH-YF6X3LWCS6XVSE3XX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,69210.0,No,Yes,1.0,0.8628,08/01/2015,02/01/2015,08/01/2015
CLM-497929,VEH-MYGKAH5UHV2AX7WME,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44520.0,No,Yes,0.8904,0.8435,09/01/2015,05/01/2015,09/01/2015
CLM-735844,VEH-Y8PE7V6M7SHJMBNWG,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52000.0,No,Yes,1.0,0.9107,03/01/2015,07/01/2015,03/01/2015
CLM-710741,VEH-RNWKWHY5T9V9PGA5F,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4000.0,No,Yes,0.08,0.0675,05/01/2015,08/01/2015,05/01/2015
CLM-276804,VEH-JJUPSLTVH5FMJGRAW,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3500.0,No,No,0.07,0.0589,06/01/2015,04/01/2015,06/01/2015
CLM-507545,VEH-34ET2FB8E2GXXLB6C,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,36300.0,No,No,0.726,0.6845,07/01/2015,04/01/2015,07/01/2015
CLM-485642,VEH-2BEPV802UGVM8W8XC,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,48160.0,No,No,0.9632,0.9028,06/01/2015,09/01/2015,06/01/2015
CLM-796375,VEH-43CUH7DBK6DTAZ9TT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,34960.0,No,Yes,0.6992,0.6882,02/01/2015,06/01/2015,02/01/2015
CLM-171183,VEH-9N4ESHMHJ34PZZU6R,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,49840.0,No,Yes,0.9968,0.8239,02/01/2015,03/01/2015,02/01/2015
CLM-110084,VEH-RNWSJX2KWWYKVYD56,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,35000.0,Yes,No,0.7,0.6595,09/01/2015,06/01/2015,09/01/2015
CLM-714784,VEH-FJS4ZVJBEHB0HVRVU,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3850.0,No,No,0.077,0.0766,02/01/2015,09/01/2015,02/01/2015
CLM-143924,VEH-04FLDVP5MK4EXY268,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,53730.0,No,No,1.0,0.8356,01/01/2015,01/01/2015,01/01/2015
CLM-996850,VEH-YXCKV6WU0FPT70VY6,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,48020.0,No,Yes,0.9604,0.8725,03/01/2015,01/01/2015,03/01/2015
CLM-284834,VEH-AV0DYTDTRPVH4JDUA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,46000.0,Yes,Yes,0.92,0.8532,03/01/2015,02/01/2015,03/01/2015
CLM-830878,VEH-R3VHHR00DJ4BY2CYK,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,6090.0,No,No,0.1218,0.1147,01/01/2015,01/01/2015,01/01/2015
CLM-270208,VEH-2MEK4Z6FWMPDRLXFZ,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,53970.0,Yes,No,1.0,0.9522,04/01/2015,07/01/2015,04/01/2015
CLM-407958,VEH-48KPV47Z7F5AK2E27,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46200.0,No,Yes,0.924,0.8431,02/01/2015,02/01/2015,02/01/2015
CLM-832300,VEH-XWNY6E0938EWZX724,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,39920.0,No,No,0.7984,0.7318,08/01/2015,09/01/2015,08/01/2015
CLM-927205,VEH-1W1VP0PF2AUYDCMR5,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,53840.0,No,No,1.0,0.9885,04/01/2015,02/01/2015,04/01/2015
CLM-655356,VEH-CHCUP5W7XF12W304R,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,39130.0,Yes,No,0.7826,0.7372,02/01/2015,08/01/2015,02/01/2015
CLM-831053,VEH-UPWUETR0FRW5GP183,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,59670.0,No,Yes,1.0,0.9348,01/01/2015,06/01/2015,01/01/2015
CLM-432740,VEH-G2B8EUGS622ZPDLKU,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3920.0,No,No,0.0784,0.0767,07/01/2015,04/01/2015,07/01/2015
CLM-893853,VEH-N6AWHYV7NNAASF1FF,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49490.0,Yes,No,0.9898,0.8975,08/01/2015,05/01/2015,08/01/2015
CLM-594988,VEH-SKD5RM6V4GJFYY847,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52290.0,No,No,1.0,0.9755,09/01/2015,05/01/2015,09/01/2015
CLM-979544,VEH-T3Z9EM4MUJ1825EJP,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,32480.0,No,Yes,0.6496,0.5746,05/01/2015,04/01/2015,05/01/2015
CLM-191891,VEH-RHL7H3T7CF55VUX4B,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,25150.0,Yes,Yes,0.503,0.4037,01/01/2015,01/01/2015,01/01/2015
CLM-831479,VEH-NW5ULM8T84CYYJBS5,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,34240.0,No,No,0.6848,0.5624,06/01/2015,01/01/2015,06/01/2015
CLM-714346,VEH-J2K264BSYTXKU98WT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,32560.0,No,Yes,0.6512,0.5706,04/01/2015,02/01/2015,04/01/2015
CLM-326289,VEH-UGXW5XAG0D8TSTRRG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,25200.0,No,No,0.504,0.4085,02/01/2015,01/01/2015,02/01/2015
CLM-944537,VEH-VHYYZ7WY5TFRGFU4U,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2400.0,No,Yes,0.048,0.0389,01/01/2015,04/01/2015,01/01/2015
CLM-779156,VEH-6ESRNFTFSA7EYX855,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,57440.0,No,Yes,1.0,0.8534,04/01/2015,02/01/2015,04/01/2015
CLM-856153,VEH-XD15GR854R9LGZKUM,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4480.0,No,No,0.0896,0.0858,08/01/2015,02/01/2015,08/01/2015
CLM-473338,VEH-HZR8YLRXF998BM2J6,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,62000.0,No,No,1.0,0.9967,02/01/2015,02/01/2015,02/01/2015
CLM-521694,VEH-FA0YJ70MNTHCTL87S,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,54630.0,No,Yes,1.0,0.9367,08/01/2015,03/01/2015,08/01/2015
CLM-136520,VEH-5RP1KYA68LY8F6NWX,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3850.0,No,No,0.077,0.0639,01/01/2015,07/01/2015,01/01/2015
CLM-730819,VEH-HE24KLDKUDSVJSVHR,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,63920.0,No,No,1.0,0.8124,06/01/2015,03/01/2015,06/01/2015
CLM-912665,VEH-36GVFNDMX7M046PP0,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,44000.0,Yes,Yes,0.88,0.842,09/01/2015,02/01/2015,09/01/2015
CLM-469966,VEH-6UK9HYHFC6NLH4HUS,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,56140.0,No,No,1.0,0.8408,07/01/2015,03/01/2015,07/01/2015
CLM-952300,VEH-T8564DF7NHXDSJRZ7,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,39040.0,Yes,No,0.7808,0.7091,06/01/2015,05/01/2015,06/01/2015
CLM-322609,VEH-KYA2KS4N2BCY6ZVKX,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,43040.0,No,Yes,0.8608,0.7504,01/01/2015,05/01/2015,01/01/2015
CLM-890280,VEH-MJBGYWW53H42TPY0L,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40770.0,No,No,0.8154,0.7261,05/01/2015,08/01/2015,05/01/2015
CLM-431583,VEH-2ZU8UAJTLUDDU4NVY,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,39520.0,No,Yes,0.7904,0.7297,09/01/2015,02/01/2015,09/01/2015
CLM-155912,VEH-A6KTY9NG1FPDNALEB,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2080.0,No,No,0.0416,0.0389,01/01/2015,08/01/2015,01/01/2015
CLM-110143,VEH-B1J4F1XCULUF9GKZ1,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4270.0,No,No,0.0854,0.0779,02/01/2015,05/01/2015,02/01/2015
CLM-808544,VEH-189D7DC6EFVG9CUBD,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,5360.0,No,No,0.1072,0.0906,05/01/2015,07/01/2015,05/01/2015
CLM-409074,VEH-FFEN5W30DW65MDTM4,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40640.0,No,No,0.8128,0.7554,02/01/2015,06/01/2015,02/01/2015
CLM-824728,VEH-R62X8F8KR1D50ZB1D,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,31140.0,No,Yes,0.6228,0.5467,04/01/2015,05/01/2015,04/01/2015
CLM-606037,VEH-F7FA6USS8JVFSMWRC,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,65200.0,Yes,No,1.0,0.9022,09/01/2015,03/01/2015,09/01/2015
CLM-636843,VEH-6BT64HEMSGMGRVZAP,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,39690.0,Yes,Yes,0.7938,0.7615,02/01/2015,02/01/2015,02/01/2015
CLM-111874,VEH-6LESLPE3UREA73AG2,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,50940.0,No,No,1.0,0.9392,02/01/2015,05/01/2015,02/01/2015
CLM-439844,VEH-2N3AV7XH8YKAAP4MK,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,37760.0,No,No,0.7552,0.7088,04/01/2015,01/01/2015,04/01/2015
CLM-463513,VEH-DSTVEN3P5UJUGKXYN,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,38880.0,No,Yes,0.7776,0.6294,09/01/2015,07/01/2015,09/01/2015
CLM-577858,VEH-C1RS3LSDJ43Y8YLRB,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,45680.0,Yes,No,0.9136,0.8006,07/01/2015,07/01/2015,07/01/2015
CLM-607351,VEH-JSDWRPEN7LKFZ0K97,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,56320.0,Yes,Yes,1.0,0.8833,04/01/2015,06/01/2015,04/01/2015
CLM-682754,VEH-LZ9GYTTJXHYV94XBF,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,47810.0,No,No,0.9562,0.9157,04/01/2015,01/01/2015,04/01/2015
CLM-757352,VEH-8PZK9484J8NNYWMS4,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3680.0,No,Yes,0.0736,0.069,09/01/2015,05/01/2015,09/01/2015
CLM-307469,VEH-1RHHWUT9TKP2N72MM,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,39600.0,Yes,No,0.792,0.7866,04/01/2015,05/01/2015,04/01/2015
CLM-526296,VEH-5EJ5BDEJU896ZGSHA,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,54390.0,No,No,1.0,0.8108,03/01/2015,03/01/2015,03/01/2015
CLM-658816,VEH-TKRVKD2RG2Z6J65GT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,54390.0,No,Yes,1.0,0.9487,09/01/2015,08/01/2015,09/01/2015
CLM-913337,VEH-G00CVDPAXBCCAW9B0,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,43750.0,No,Yes,0.875,0.7355,09/01/2015,02/01/2015,09/01/2015
CLM-488464,VEH-3TYA2XMFYSJ54VTD7,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57960.0,No,No,1.0,0.9738,07/01/2015,08/01/2015,07/01/2015
CLM-480094,VEH-3UNWZCY2WW44EDLZG,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,36270.0,No,Yes,0.7254,0.7052,02/01/2015,04/01/2015,02/01/2015
CLM-263108,VEH-BVY9E9MB8CZ8H8VCZ,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,76000.0,No,Yes,1.0,0.8886,06/01/2015,07/01/2015,06/01/2015
CLM-298412,VEH-Y52F1SD9ZEW30CTX6,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2730.0,No,No,0.0546,0.0461,08/01/2015,03/01/2015,08/01/2015
CLM-261905,VEH-TUDFXEZME17CVN45U,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,41580.0,No,No,0.8316,0.7707,07/01/2015,08/01/2015,07/01/2015
CLM-674485,VEH-M4SPM95A3J7GHV4C4,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46830.0,No,Yes,0.9366,0.8822,02/01/2015,02/01/2015,02/01/2015
CLM-223404,VEH-R6J9W5EU5YGFBL4T9,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,30520.0,No,No,0.6104,0.5332,03/01/2015,03/01/2015,03/01/2015
CLM-991480,VEH-7Z4KCC663SJDJC6N3,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,43960.0,Yes,No,0.8792,0.8068,03/01/2015,09/01/2015,03/01/2015
CLM-804219,VEH-SZLL3MTKH8BN6KRR2,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,41650.0,No,Yes,0.833,0.7894,09/01/2015,07/01/2015,09/01/2015
CLM-483088,VEH-0DE61KUAEURJN3JVA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41580.0,Yes,No,0.8316,0.698,07/01/2015,04/01/2015,07/01/2015
CLM-100804,VEH-33CBTFENE9FG0RCJR,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,26530.0,Yes,Yes,0.5306,0.5014,09/01/2015,02/01/2015,09/01/2015
CLM-941807,VEH-W10Y85WZJKMU9VUNV,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,44170.0,No,No,0.8834,0.7409,06/01/2015,08/01/2015,06/01/2015
CLM-593466,VEH-RZ4BBPKN414T73RXL,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47160.0,Yes,No,0.9432,0.8392,03/01/2015,05/01/2015,03/01/2015
CLM-437442,VEH-ARKFVZMW1L2D7GKUC,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46400.0,No,Yes,0.928,0.9249,09/01/2015,02/01/2015,09/01/2015
CLM-942106,VEH-4391HV4H0N04VE5SK,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,33600.0,Yes,No,0.672,0.5476,08/01/2015,01/01/2015,08/01/2015
CLM-794951,VEH-7K48TVVHFR4DM20MN,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,46800.0,No,No,0.936,0.929,06/01/2015,02/01/2015,06/01/2015
CLM-182450,VEH-VWAZCEAFZX0T6N6GR,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,44160.0,No,No,0.8832,0.8364,06/01/2015,02/01/2015,06/01/2015
CLM-730973,VEH-981P58MXLFE7MMH8V,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,49080.0,Yes,Yes,0.9816,0.8087,09/01/2015,05/01/2015,09/01/2015
CLM-687755,VEH-2EMSESJ6C7KUTVE0Y,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42800.0,No,No,0.856,0.6918,06/01/2015,08/01/2015,06/01/2015
CLM-757644,VEH-KWKJLZCM8XWR7W959,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,24240.0,No,No,0.4848,0.4149,06/01/2015,01/01/2015,06/01/2015
CLM-998865,VEH-7VJVGKJNFDM29HE7G,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,26040.0,No,No,0.5208,0.4442,07/01/2015,08/01/2015,07/01/2015
CLM-944953,VEH-YSGVU7FZJ2J9C62RD,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2880.0,No,Yes,0.0576,0.0479,07/01/2015,03/01/2015,07/01/2015
CLM-386429,VEH-TLEZUVD0VU807S08L,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2940.0,No,No,0.0588,0.057,06/01/2015,01/01/2015,06/01/2015
CLM-108270,VEH-V590V4V17S4ZJXZNL,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42160.0,No,No,0.8432,0.6755,04/01/2015,01/01/2015,04/01/2015
CLM-205134,VEH-JSJKW2VP1AWJ6MAAX,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3360.0,No,Yes,0.0672,0.06,09/01/2015,07/01/2015,09/01/2015
CLM-749325,VEH-45JKT1BSFAMCL66VT,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,48510.0,No,Yes,0.9702,0.9581,04/01/2015,05/01/2015,04/01/2015
CLM-774303,VEH-S0SXSLNUYY4ML3A3S,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,24360.0,No,Yes,0.4872,0.3937,07/01/2015,03/01/2015,07/01/2015
CLM-698470,VEH-BPT5MKHXMYH0GRX79,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47040.0,Yes,No,0.9408,0.9274,09/01/2015,06/01/2015,09/01/2015
CLM-719989,VEH-16CVXTZRZDYWVCU49,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,1760.0,No,No,0.0352,0.0324,05/01/2015,07/01/2015,05/01/2015
CLM-309323,VEH-BZGL5NFT2LBX4R9CE,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,4400.0,No,No,0.088,0.084,06/01/2015,01/01/2015,06/01/2015
CLM-444035,VEH-CYWRLNXJ541THF1A5,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34160.0,Yes,No,0.6832,0.632,08/01/2015,09/01/2015,08/01/2015
CLM-431478,VEH-05MEFNKT8KPKYY8UG,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,29280.0,No,No,0.5856,0.5672,08/01/2015,08/01/2015,08/01/2015
CLM-797634,VEH-KM30TGPRFRFEEYKUX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,35000.0,No,Yes,0.7,0.6022,07/01/2015,08/01/2015,07/01/2015
CLM-284836,VEH-2USM5YFAZW70TZ7EH,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2880.0,No,Yes,0.0576,0.0552,01/01/2015,07/01/2015,01/01/2015
CLM-238196,VEH-K8XK36CG90RTAX1NK,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,61650.0,No,No,1.0,0.91,01/01/2015,07/01/2015,01/01/2015
CLM-885789,VEH-AYXXL9FDPBVVN8SK0,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,37440.0,No,No,0.7488,0.61,05/01/2015,02/01/2015,05/01/2015
CLM-287436,VEH-RKZ7X4WYVAEDZDT9L,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,45840.0,No,Yes,0.9168,0.8632,01/01/2015,09/01/2015,01/01/2015
CLM-496067,VEH-P3Y6DJ2NYHX367P5A,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,46160.0,No,No,0.9232,0.8356,09/01/2015,04/01/2015,09/01/2015
CLM-206004,VEH-RCR8FUZMG18KSFHW7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,32320.0,No,No,0.6464,0.6408,03/01/2015,01/01/2015,03/01/2015
CLM-153027,VEH-XVPFGDUP16WJR3SJB,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4200.0,No,No,0.084,0.0759,05/01/2015,07/01/2015,05/01/2015
CLM-469426,VEH-JHUUPD9DL2BT5JD3W,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,57900.0,No,No,1.0,0.9573,01/01/2015,08/01/2015,01/01/2015
CLM-654974,VEH-F8WA0SFL66UAARD94,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,45600.0,Yes,No,0.912,0.7587,05/01/2015,02/01/2015,05/01/2015
CLM-943425,VEH-H1RYYPG7UC25D0W2A,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,2100.0,No,No,0.042,0.0382,04/01/2015,09/01/2015,04/01/2015
CLM-641845,VEH-YAAWA5RNK9TF7LXFA,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,34400.0,Yes,Yes,0.688,0.6059,04/01/2015,06/01/2015,04/01/2015
CLM-794534,VEH-A70W0HAT9PDN1LBWM,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,40080.0,No,No,0.8016,0.6973,06/01/2015,06/01/2015,06/01/2015
CLM-357808,VEH-ENFJ77GZBJHF2S255,INVOLVES_VEHICLE,Insured Vehicle,Trivial Damage,3360.0,No,No,0.0672,0.0656,01/01/2015,05/01/2015,01/01/2015
CLM-536052,VEH-ZSP3CZGGJY2LL216G,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,51570.0,Yes,No,1.0,0.9327,05/01/2015,07/01/2015,05/01/2015
CLM-873384,VEH-N4YNBXALPA50JAY0B,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,52080.0,No,No,1.0,0.8662,09/01/2015,01/01/2015,09/01/2015
CLM-790225,VEH-D6FG3PUVCM3U05MBX,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,28240.0,No,No,0.5648,0.485,09/01/2015,02/01/2015,09/01/2015
CLM-587498,VEH-SZ8MYJGSC98KMFK69,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,1680.0,No,Yes,0.0336,0.0333,09/01/2015,06/01/2015,09/01/2015
CLM-639027,VEH-WCMD3YKZ1GWPFY720,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,46300.0,Yes,Yes,0.926,0.8553,03/01/2015,09/01/2015,03/01/2015
