:ID,:LABEL,claim_id,policy_number,incident_date,report_date,claim_open_date,claim_close_date,days_to_report,days_open,days_to_first_contact,days_to_settlement,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,time_of_day_band,day_of_week,weather_conditions,road_conditions,speed_limit_zone,traffic_density,number_of_vehicles_involved,at_fault_party,third_party_vehicle_make,third_party_vehicle_year,auto_make,auto_model,auto_year,property_damage,bodily_injuries,witnesses,fatalities,hospitalization_required,emergency_services_called,airbag_deployed,vehicle_towed,total_claim_amount,injury_claim,property_claim,vehicle_claim,salvage_value,rental_reimbursement_paid,subrogation_recovered,claim_payment_method,reserves_set,claim_status,police_report_available,police_report_number,police_statement_available,witness_statement_count,witness_statements_available,documentary_evidence_strength,cctv_footage_available,dashcam_footage_available,cell_phone_data_requested,toxicology_report,authorities_contacted,fraud_reported,fraud_indicators,siu_referral,siu_outcome,potential_subrogation_flag,third_party_indicator_reason,liability_probability_score,primary_liability_pattern,liability_pattern_tags,llm_judge_verdict,llm_judge_confidence,total_legal_rubric_score,evidence_quality_score,liability_clarity_score,damages_quantifiability_score,subrogation_viability_score,rag_confidence_score,rag_generated_summary,adjuster_priority_tier,adjuster_recommended_action,recommended_action,estimated_recovery_amount,estimated_recovery_pct,statute_of_limitations_risk,inter_carrier_recovery_applicable,adjuster_id,adjuster_name,supervisor_id,litigation_flag,arbitration_flag,geo_latitude,geo_longitude,geo_accuracy,claim_submission_channel,claim_submission_device,duplicate_claim_flag,claim_cluster_id,ring_member_flag,payment_account_id,payment_routing_hash,claim_velocity_score,network_repeat_score,shared_entity_count,closed_loop_flag,cross_role_participation_flag,manual_override_flag,manual_override_reasons,staged_accident_flag,claim_padding_flag,role_switching_flag
CLM-505969,Claim,CLM-505969,505969,2/28/2015,2/28/2015,2/28/2015,,4,365,0,35.0,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,6149 Best Ridge,3,Night,Monday,Wind,Icy,45,High,1,Third Party,Unknown,2014.0,Suburu,Legacy,2006,?,2,0,0,No,Yes,Unknown,No,76700,7670,7670,61360,0.0,917.47,0.0,Check,90326.25,Closed - Paid,YES,POLICE INCIDENT,YES,0,NO,MODERATE,Yes,No,No,Yes,Fire,N,,No,Pending,No,Police report available for cross-reference,30,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE,INVESTIGATE_FURTHER,0.77,53,10,18,25,0,27,"Incident on 2/28/2015 in Hillsdale, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $76700",P3,REQUEST_ADDITIONAL_INVESTIGATION,Low Subrogation Potential,19175.0,0.25,HIGH,NO,ADJ-4408,Maria Lopez,SUP-328,Yes,Yes,39.212768,-79.89486,Low,Third Party,Unknown,No,,No,PAY-F860895765,c3e0f6e7e15cfcbd,0.24,0.02,2,No,No,Yes,High Value >$50K,No,No,No
CLM-653864,Claim,CLM-653864,653864,1/18/2015,1/18/2015,1/18/2015,24/1/2015,5,40,1,184.0,Parked Car,?,Trivial Damage,NY,Springfield,4116 Embaracadero Lane,6,Daytime,Thursday,Fog,Icy,65,Moderate,1,Third Party,Toyota,2009.0,Chevrolet,Malibu,2015,NO,0,2,0,No,Yes,Yes,Yes,5920,740,740,4440,0.0,0.0,800.71,Pending,7327.89,Subrogation Pending,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,No,No,No,Police,N,,No,Pending,Yes,Independent witnesses available,20,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,INVESTIGATE_FURTHER,0.78,55,10,20,10,15,18,"Incident on 1/18/2015 in Springfield, NY.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $5920",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,1480.0,0.25,HIGH,NO,ADJ-6329,James Carter,SUP-354,No,Yes,44.117111,-75.091123,Low,Mobile App,Tablet,No,,No,PAY-ED54B23806,d5e9c2d84bccaaa2,0.35,0.17,3,No,No,No,,No,No,No
CLM-586367,Claim,CLM-586367,586367,2/15/2015,2/15/2015,2/15/2015,10/4/2015,5,308,0,118.0,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,3486 Flute Ave,7,Rush Hour,Saturday,Clear,Dry,45,Low,3,Shared Fault,Unknown,,Chevrolet,Tahoe,2009,YES,0,3,0,No,Yes,Yes,Yes,64350,7150,7150,50050,0.0,1440.23,40429.92,Pending,67699.37,Open,?,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,Yes,Yes,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available,70,TRAFFIC_SIGNAL_VIOLATION,TRAFFIC_SIGNAL_VIOLATION|CONTRACTOR_NEGLIGENCE,STRONG_RECOVERY_CASE,0.92,84,15,22,25,22,63,"Incident on 2/15/2015 in Riverwood, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $64350",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,48262.5,0.75,HIGH,YES,ADJ-1878,Sandra Bell,SUP-216,No,No,34.634369,-79.505127,Medium,Agent Portal,Tablet,No,,No,PAY-A113A61684,69fd73de56c23d6f,0.3,0.34,0,No,No,Yes,High Value >$50K,No,No,No
CLM-896890,Claim,CLM-896890,896890,1/31/2015,1/31/2015,1/31/2015,14/5/2015,1,196,1,171.0,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,5994 5th Ave,21,Night,Friday,Clear,Wet,Unknown,Low,3,Unknown,Unknown,2015.0,Saab,93,1995,NO,1,2,0,Yes,Yes,No,Yes,19080,4240,2120,12720,1908.0,0.0,9318.78,EFT,21125.35,Open,?,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,No,No,No,Ambulance,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,70,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.8,61,10,14,15,22,63,"Incident on 1/31/2015 in Northbend, WV.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $19080",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,9540.0,0.5,HIGH,YES,ADJ-9434,Sandra Bell,SUP-404,No,Yes,38.221805,-79.981543,Medium,Third Party,Mobile,No,,No,PAY-E187FFD0F3,accca3695da94b70,0.31,0.32,0,No,No,Yes,Injury No Police Report,No,No,No
CLM-650026,Claim,CLM-650026,650026,2/10/2015,2/10/2015,2/10/2015,13/5/2015,4,231,1,100.0,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Springfield,9138 3rd St,14,Daytime,Sunday,Wind,Wet,25,High,1,Third Party,Toyota,,BMW,M5,2011,NO,2,1,0,Yes,Yes,Yes,No,54400,5440,5440,43520,0.0,0.0,17929.13,Direct Deposit,60388.06,Closed - Denied,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,No,No,No,No,Police,N,,No,Pending,Yes,Independent witnesses available,40,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.83,67,5,18,25,19,36,"Incident on 2/10/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $54400",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,27200.0,0.5,HIGH,NO,ADJ-5000,Sandra Bell,SUP-157,No,Yes,35.080394,-80.049954,Medium,Call Center,Tablet,No,,No,PAY-63E2EB962B,164f6905d1c54064,0.26,0.3,1,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-547744,Claim,CLM-547744,547744,2/26/2015,2/26/2015,2/26/2015,6/6/2015,4,329,0,154.0,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,3743 Andromedia Ridge,0,Night,Tuesday,Clear,Icy,Unknown,Unknown,1,Insured,Unknown,2008.0,Ford,F150,1999,?,1,0,0,Yes,Yes,Yes,Yes,59800,5980,5980,47840,7176.0,1218.21,0.0,Direct Deposit,65959.37,Under Investigation,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,No,Yes,Yes,No,Fire,Y,High Value,Yes,Pending,No,,20,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|DRAM_SHOP_PREMISES_LIABILITY,INVESTIGATE_FURTHER,0.71,43,0,18,25,0,18,"Incident on 2/26/2015 in Columbus, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $59800",P3,REQUEST_ADDITIONAL_INVESTIGATION,Low Subrogation Potential,14950.0,0.25,HIGH,NO,ADJ-9083,Maria Lopez,SUP-880,No,No,35.237516,-80.596052,Medium,Agent Portal,Tablet,No,RING-002,Yes,PAY-630977D6DE,2b26533aed2f760f,0.63,0.78,4,Yes,No,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Yes,No,No
CLM-598124,Claim,CLM-598124,598124,2/25/2015,2/25/2015,2/25/2015,,4,156,4,92.0,Multi-vehicle Collision,Side Collision,Major Damage,VA,Springfield,7644 Tree Ridge,14,Daytime,Monday,Snow,Unknown,45,Low,3,Third Party,Toyota,2005.0,Audi,A3,2005,?,0,3,0,No,Yes,Yes,Yes,72000,7200,7200,57600,0.0,614.5,41476.94,Direct Deposit,87430.16,Open,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,No,No,No,Police,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,60,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,STRONG_RECOVERY_CASE,0.91,81,20,14,25,22,54,"Incident on 2/25/2015 in Springfield, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $72000",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,54000.0,0.75,HIGH,YES,ADJ-8613,Thomas Reed,SUP-554,No,Yes,36.78734,-79.064216,Medium,Email,Unknown,No,,No,PAY-12F77B337B,6bde6e364fe3471b,0.4,0.13,3,No,No,Yes,High Value >$50K,No,No,No
CLM-436126,Claim,CLM-436126,436126,1/8/2015,1/8/2015,1/8/2015,27/3/2015,2,327,1,,Multi-vehicle Collision,Side Collision,Total Loss,SC,Riverwood,3167 2nd St,13,Daytime,Wednesday,Snow,Unknown,65,Unknown,4,Third Party,Toyota,2015.0,Mercedes,C300,2003,NO,2,3,0,Yes,Yes,No,Yes,65070,7230,14460,43380,6507.0,0.0,32218.63,Pending,71180.62,Subrogation Pending,NO,NO_POLICE_REPOR,NO,3,YES,VERY_STRONG,No,Unknown,No,No,Police,N,,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available,70,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,VIABLE_RECOVERY_CASE,0.85,71,10,14,25,22,63,"Incident on 1/8/2015 in Riverwood, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 4
Witnesses: 3 | Police Report: NO
Total Claim: $65070",P2,OPEN_SUBROGATION_FILE,Refer to Subrogation Specialist for Evidence Review,32535.0,0.5,HIGH,YES,ADJ-3723,Thomas Reed,SUP-915,Yes,No,34.387282,-81.558161,High,Third Party,Desktop,No,,No,PAY-525E4D3611,4ac999cafe6c85b2,0.38,0.18,3,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-739447,Claim,CLM-739447,739447,1/14/2015,1/14/2015,1/14/2015,,4,187,3,262.0,Parked Car,?,Trivial Damage,WV,Columbus,3327 Lincoln Drive,8,Rush Hour,Sunday,Ice,Unknown,15,Low,1,Shared Fault,,,Suburu,Legacy,2002,NO,0,1,0,No,Yes,No,No,8800,1760,880,6160,0.0,1292.94,1659.19,EFT,9798.5,Closed - Paid,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,No,No,No,No,Police,N,,No,Pending,Yes,Independent witnesses available,20,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE,INVESTIGATE_FURTHER,0.75,50,5,20,10,15,18,"Incident on 1/14/2015 in Columbus, WV.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $8800",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,2200.0,0.25,HIGH,NO,ADJ-7970,Thomas Reed,SUP-458,No,No,38.167905,-80.785393,Medium,Web Portal,Phone Call,No,,No,PAY-1075153EF1,a588abc8d25d23d1,0.2,0.3,0,No,No,No,,No,No,No
CLM-427484,Claim,CLM-427484,427484,2/3/2015,2/3/2015,2/3/2015,21/8/2015,6,324,1,73.0,Vehicle Theft,?,Minor Damage,NC,Hillsdale,8621 Best Ridge,7,Rush Hour,Friday,Fog,Under Construction,35,Low,1,Insured,Chevrolet,,Toyota,Corolla,2015,NO,2,0,0,No,Yes,No,No,6120,1020,1020,4080,0.0,0.0,0.0,EFT,6304.93,Closed - Paid,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,No,No,No,No,Police,N,,No,Pending,No,,20,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,LOW_RECOVERY_POTENTIAL,0.57,15,0,5,10,0,18,"Incident on 2/3/2015 in Hillsdale, NC.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $6120",P4,CLOSE_NO_RECOVERY,Low Subrogation Potential,306.0,0.05,HIGH,NO,ADJ-7958,Thomas Reed,SUP-204,No,No,35.871661,-78.367772,Medium,Web Portal,Desktop,No,,No,PAY-823AAA80C9,93acb9962c15366a,0.23,0.49,3,No,No,No,,No,No,No
CLM-218684,Claim,CLM-218684,218684,1/5/2015,1/5/2015,1/5/2015,,1,42,3,143.0,Vehicle Theft,?,Trivial Damage,OH,Columbus,3878 Tree Lane,9,Rush Hour,Saturday,Fog,Under Construction,Unknown,High,1,Insured,Toyota,2013.0,Dodge,RAM,1999,?,1,2,0,Yes,Yes,No,No,7080,1180,590,5310,0.0,1267.74,1553.42,Direct Deposit,7172.16,Subrogation Pending,?,AUTHORITIES_NOT,NO,2,YES,STRONG,No,Unknown,No,No,,N,,No,Pending,Yes,Independent witnesses available,40,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,INVESTIGATE_FURTHER,0.72,44,10,5,10,19,36,"Incident on 1/5/2015 in Columbus, OH.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $7080",P3,REQUEST_ADDITIONAL_INVESTIGATION,Secondary Liability Review Required,1770.0,0.25,HIGH,NO,ADJ-9746,Sandra Bell,SUP-524,No,Yes,41.38981,-84.010094,Low,Mobile App,Phone Call,No,,No,PAY-79376600BA,1a748ccaf5e7e09e,0.36,0.34,3,No,No,Yes,Injury No Police Report,No,No,No
CLM-565564,Claim,CLM-565564,565564,1/24/2015,1/24/2015,1/24/2015,23/2/2015,6,313,1,29.0,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,9760 Solo Lane,12,Daytime,Saturday,Wind,Wet,Unknown,Low,3,Insured,Honda,,Volkswagen,Passat,2009,YES,2,3,0,No,Yes,No,No,34320,8580,4290,21450,0.0,0.0,21690.05,Direct Deposit,35164.97,Open,YES,POLICE INCIDENT,YES,3,YES,VERY_STRONG,Unknown,No,No,No,Ambulance,N,,No,Pending,Yes,Multiple vehicles involved; Property damage reported; Independent witnesses available; Police report available for cross-reference,100,CONTRACTOR_NEGLIGENCE,INTERSECTION_LIABILITY|CONTRACTOR_NEGLIGENCE,STRONG_RECOVERY_CASE,0.95,90,25,20,20,25,90,"Incident on 1/24/2015 in Riverwood, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $34320",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,25740.0,0.75,HIGH,YES,ADJ-2664,James Carter,SUP-646,No,No,44.324124,-74.657014,Low,Mobile App,Phone Call,No,,No,PAY-2C45CCC2FF,4168fef5bbfb5acd,0.06,0.37,1,No,No,No,,No,No,No
CLM-743163,Claim,CLM-743163,743163,1/26/2015,1/26/2015,1/26/2015,6/2/2015,2,9,5,251.0,Multi-vehicle Collision,Side Collision,Major Damage,SC,Springfield,9138 1st St,6,Daytime,Tuesday,Wind,Unknown,45,High,3,Third Party,Honda,2000.0,Dodge,Neon,2004,?,1,0,0,Yes,Yes,No,Yes,53460,9720,9720,34020,0.0,0.0,9290.58,Check,55352.73,Under Investigation,?,POLICE INCIDENT,YES,0,NO,MODERATE,Yes,No,No,No,Other,Y,Prior Claims,Yes,Pending,Yes,Multiple vehicles involved,50,PRODUCT_LIABILITY_AGING_VEHICLE,INTERSECTION_LIABILITY|PRODUCT_LIABILITY_AGING_VEHICLE,INVESTIGATE_FURTHER,0.78,56,0,12,25,19,45,"Incident on 1/26/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $53460",P3,REQUEST_ADDITIONAL_INVESTIGATION,Refer to Subrogation Specialist for Evidence Review,13365.0,0.25,HIGH,YES,ADJ-8663,Kevin Wu,SUP-182,No,No,32.529147,-82.350114,High,Walk-In,Desktop,No,RING-018,Yes,PAY-495FC16A7A,cd7e7d1a08fbdd18,0.55,0.74,7,No,No,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,No,No,No
CLM-604614,Claim,CLM-604614,604614,1/21/2015,1/21/2015,1/21/2015,16/12/2015,6,103,3,,Single Vehicle Collision,Side Collision,Total Loss,NC,Columbus,3414 Elm Ave,11,Daytime,Thursday,Rain,Wet,Unknown,Moderate,1,Shared Fault,,,Suburu,Legacy,2009,YES,1,3,0,No,Yes,No,Yes,81360,6780,13560,61020,9153.0,597.24,49809.15,Check,94174.25,Open,?,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,No,No,No,Other,Y,Late Report|Prior Claims|High Value,No,Fraud Confirmed,Yes,Property damage reported; Independent witnesses available,60,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|HIT_AND_RUN_RECOVERY,STRONG_RECOVERY_CASE,0.91,82,15,20,25,22,54,"Incident on 1/21/2015 in Columbus, NC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $81360",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,61020.0,0.75,HIGH,NO,ADJ-7596,James Carter,SUP-395,No,Yes,34.577138,-77.613806,Low,Email,Phone Call,No,,No,PAY-53626AA06B,5f78ecc25fb87aa7,0.85,0.61,8,Yes,No,Yes,High Value >$50K,No,No,No
CLM-509928,Claim,CLM-509928,509928,2/6/2015,2/6/2015,2/6/2015,1/8/2015,0,162,5,88.0,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Springfield,3172 Tree Ridge,5,Night,Tuesday,Wind,Wet,35,Unknown,3,Third Party,,2001.0,Audi,A3,2006,?,1,2,0,Yes,Yes,No,No,81070,7370,14740,58960,0.0,1391.51,45406.13,Pending,88807.32,Under Investigation,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,Yes,Unknown,Yes,No,Ambulance,Y,Soft Tissue Only|Witness Inconsistency,No,Pending,Yes,Multiple vehicles involved; Independent witnesses available; Police report available for cross-reference,80,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,STRONG_RECOVERY_CASE,0.92,84,20,14,25,25,72,"Incident on 2/6/2015 in Springfield, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $81070",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,60802.5,0.75,HIGH,YES,ADJ-4419,Sandra Bell,SUP-740,No,No,34.921076,-78.321563,Medium,Walk-In,Mobile,No,,No,PAY-4B61A1E446,1499cc6e12ead871,0.9,0.93,6,Yes,Yes,Yes,High Value >$50K,No,No,No
CLM-593390,Claim,CLM-593390,593390,1/7/2015,1/7/2015,1/7/2015,,0,341,4,171.0,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,6104 Oak Ave,14,Daytime,Wednesday,Snow,Dry,65,High,1,Insured,,2009.0,Audi,A5,2008,NO,2,2,0,No,Yes,Unknown,No,63120,5260,10520,47340,0.0,888.97,24562.72,Direct Deposit,73043.46,Closed - Paid,NO,NO_POLICE_REPOR,NO,2,YES,STRONG,No,Yes,No,No,Fire,N,,No,Pending,Yes,Independent witnesses available,40,HIT_AND_RUN_RECOVERY,HIT_AND_RUN_RECOVERY,VIABLE_RECOVERY_CASE,0.82,64,10,10,25,19,36,"Incident on 1/7/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $63120",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,31560.0,0.5,HIGH,NO,ADJ-8678,Kevin Wu,SUP-541,No,No,43.374604,-74.144075,Low,Walk-In,Mobile,No,,No,PAY-5DDF9510C9,5687b1744eb104a1,0.29,0.16,0,No,No,Yes,High Value >$50K,No,No,No
CLM-970607,Claim,CLM-970607,970607,2/10/2015,2/10/2015,2/10/2015,,3,143,4,88.0,Vehicle Theft,?,Trivial Damage,NC,Springfield,9742 5th Ridge,17,Rush Hour,Saturday,Ice,Unknown,45,Unknown,1,Insured,Honda,2011.0,BMW,X5,2004,?,2,1,0,No,Yes,No,No,7200,1440,720,5040,0.0,0.0,358.5,Check,7244.88,Open,NO,NO_POLICE_REPOR,NO,1,YES,MODERATE,No,No,No,No,,N,,No,Pending,Yes,Independent witnesses available,40,NO_PATTERN_DETECTED,NO_PATTERN_DETECTED,LOW_RECOVERY_POTENTIAL,0.7,39,5,5,10,19,36,"Incident on 2/10/2015 in Springfield, NC.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $7200",P4,CLOSE_NO_RECOVERY,Secondary Liability Review Required,360.0,0.05,HIGH,NO,ADJ-3392,Kevin Wu,SUP-478,No,No,34.813004,-79.76266,Low,Call Center,Desktop,No,,No,PAY-C343BDCFA7,fe46066da13c0f56,0.24,0.2,3,No,No,No,,No,No,No
CLM-174701,Claim,CLM-174701,174701,2/23/2015,2/23/2015,2/23/2015,27/4/2015,0,253,3,182.0,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,8782 3rd St,0,Night,Wednesday,Unknown,Gravel,25,Moderate,1,Shared Fault,Unknown,2000.0,Saab,92x,1998,?,2,3,0,Yes,Yes,No,Yes,70290,12780,6390,51120,7668.0,0.0,28459.91,Check,75261.07,Under Investigation,?,POLICE INCIDENT,YES,3,YES,VERY_STRONG,No,Yes,No,Yes,Other,Y,Witness Inconsistency,No,Inconclusive,Yes,Independent witnesses available,40,PRODUCT_LIABILITY_BRAKE_FAILURE,PRODUCT_LIABILITY_BRAKE_FAILURE|HIT_AND_RUN_RECOVERY|DRAM_SHOP_PREMISES_LIABILITY,VIABLE_RECOVERY_CASE,0.86,72,10,18,25,19,36,"Incident on 2/23/2015 in Hillsdale, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $70290",P2,OPEN_SUBROGATION_FILE,Secondary Liability Review Required,35145.0,0.5,HIGH,NO,ADJ-1223,Thomas Reed,SUP-745,No,No,38.55685,-81.526494,High,Mobile App,Phone Call,No,RING-006,Yes,PAY-F809E3C36B,7b1fac3dda95736f,0.67,0.92,3,No,No,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,No,No,No
CLM-529398,Claim,CLM-529398,529398,1/9/2015,1/9/2015,1/9/2015,21/3/2015,0,266,3,283.0,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,9798 Sky Ridge,21,Night,Tuesday,Fog,Wet,55,High,3,Shared Fault,Honda,2005.0,BMW,X6,1999,NO,1,0,0,Yes,Yes,No,No,60190,9260,9260,41670,0.0,0.0,9107.56,Direct Deposit,72134.55,Subrogation Pending,NO,NO_POLICE_REPOR,NO,0,NO,WEAK,No,No,No,No,Fire,N,,No,Pending,Yes,Multiple vehicles involved,50,INTERSECTION_LIABILITY,INTERSECTION_LIABILITY,INVESTIGATE_FURTHER,0.79,58,0,14,25,19,45,"Incident on 1/9/2015 in Northbrook, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $60190",P3,REQUEST_ADDITIONAL_INVESTIGATION,Refer to Subrogation Specialist for Evidence Review,15047.5,0.25,HIGH,YES,ADJ-6075,Kevin Wu,SUP-487,Yes,No,34.033692,-80.391517,High,Mobile App,Phone Call,No,,No,PAY-92839FF0B8,53adbb61290293e5,0.21,0.19,2,No,No,Yes,High Value >$50K|Injury No Police Report,No,No,No
CLM-940942,Claim,CLM-940942,940942,2/22/2015,2/22/2015,2/22/2015,14/10/2015,4,121,4,254.0,Single Vehicle Collision,Front Collision,Major Damage,NY,Hillsdale,5483 Francis Drive,18,Rush Hour,Friday,Rain,Dry,25,High,1,Unknown,Toyota,2008.0,Honda,Civic,2009,YES,1,2,0,No,Yes,Yes,Yes,61380,11160,5580,44640,0.0,989.17,44615.25,Check,71461.68,Open,YES,POLICE INCIDENT,YES,2,YES,VERY_STRONG,No,Yes,No,No,Other,Y,,No,Inconclusive,Yes,Property damage reported; Independent witnesses available; Police report available for cross-reference,70,CONTRACTOR_NEGLIGENCE,CONTRACTOR_NEGLIGENCE|HIT_AND_RUN_RECOVERY,STRONG_RECOVERY_CASE,0.95,92,25,20,25,22,63,"Incident on 2/22/2015 in Hillsdale, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $61380",P1,ESCALATE_TO_SUBROGATION_COUNSEL,Refer to Subrogation Specialist for Evidence Review,46035.0,0.75,HIGH,NO,ADJ-9212,Maria Lopez,SUP-698,No,No,42.083254,-75.109502,Low,Call Center,Unknown,No,,No,PAY-883056B300,3f04bb444a2177e6,0.74,0.6,3,No,No,Yes,High Value >$50K,No,No,No
