:ID,:LABEL,policy_number,policy_bind_date,policy_expiry_date,policy_state,policy_status,coverage_csl,bodily_injury_limit,property_damage_limit,deductible_amount,annual_premium,monthly_premium,payment_frequency,total_paid_to_date,umbrella_coverage,umbrella_limit,uninsured_motorist_coverage,medical_payments_coverage,collision_coverage,comprehensive_coverage,endorsements,endorsement_count,multi_policy_discount,safe_driver_discount,loyalty_discount,total_discount_pct,prior_policy_carrier,policy_source_channel,renewal_count,cancellation_reason,last_reviewed_date,underwriter_id,territory_code,rated_drivers_count,rated_vehicles_count
POL-798177,Policy,798177,3/4/2006,3/4/2007,IL,Lapsed,500/1000,500K,1000K,1000,873.64,72.8,Monthly,11182.59,Yes,4000000,Yes,Yes,No,No,Roadside Assistance,1,No,Yes,Yes,7.8,Nationwide,Agent,11,N/A,2/01/2015,UW-1925,TER-IL-44,1,1
POL-614763,Policy,614763,1/2/1991,1/2/1992,IL,Active,500/1000,500K,1000K,500,1612.43,134.37,Monthly,18059.22,No,0,Yes,Yes,Yes,Yes,Gap Coverage|Rideshare Coverage,2,No,No,Yes,14.1,Nationwide,Agent,10,N/A,27/01/2015,UW-9397,TER-IL-17,1,1
POL-679370,Policy,679370,8/15/1999,8/15/2000,IL,Active,500/1000,500K,1000K,2000,1318.24,109.85,Quarterly,3427.42,Yes,9000000,No,Yes,Yes,Yes,Rental Reimbursement|Gap Coverage,2,No,Yes,No,11.6,Allstate,Agent,1,N/A,22/01/2015,UW-2901,TER-IL-53,1,1
POL-958857,Policy,958857,1/15/1992,1/15/1993,IN,Active,100/300,100K,300K,1000,1226.83,102.24,Annual,4171.22,No,0,Yes,No,Yes,Yes,Rental Reimbursement|Gap Coverage,2,No,Yes,No,6.8,None - First Policy,Agent,2,N/A,4/01/2015,UW-8028,TER-IN-95,2,1
POL-686816,Policy,686816,12/7/1999,12/7/2000,OH,Cancelled,250/500,250K,500K,2000,1326.44,110.54,Quarterly,14060.26,Yes,5000000,Yes,Yes,Yes,Yes,None,0,Yes,No,Yes,3.1,None - First Policy,Agent,9,N/A,22/01/2015,UW-1540,TER-OH-91,2,1
POL-127754,Policy,127754,6/6/1993,6/6/1994,IL,Pending Renewal,250/500,250K,500K,2000,1136.83,94.74,Semi-Annual,5797.83,Yes,4000000,Yes,No,Yes,Yes,Custom Parts,1,No,No,Yes,18.7,Allstate,Online,4,N/A,9/01/2015,UW-7783,TER-IL-10,1,1
POL-918629,Policy,918629,10/3/2000,10/3/2001,IL,Suspended,250/500,250K,500K,2000,1322.78,110.23,Quarterly,22751.82,No,0,No,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement,2,No,Yes,Yes,6.1,Nationwide,Agent,16,N/A,18/01/2015,UW-5910,TER-IL-84,1,1
POL-731450,Policy,731450,12/29/2010,12/29/2011,IN,Suspended,100/300,100K,300K,1000,1483.25,123.6,Monthly,26995.15,No,0,No,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement,2,Yes,Yes,Yes,8.8,None - First Policy,Phone,17,N/A,20/01/2015,UW-3649,TER-IN-58,1,1
POL-307447,Policy,307447,3/17/1990,3/17/1991,IL,Active,100/300,100K,300K,500,1515.3,126.27,Annual,34245.78,No,0,No,No,Yes,No,Gap Coverage|Rental Reimbursement,2,No,No,Yes,8.0,State Farm,Referral,21,N/A,21/01/2015,UW-6043,TER-IL-99,2,1
POL-992145,Policy,992145,3/1/2012,3/1/2013,IL,Active,100/300,100K,300K,2000,1075.18,89.6,Quarterly,7203.71,Yes,5000000,Yes,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement,2,No,Yes,Yes,15.9,None - First Policy,Agent,5,N/A,20/01/2015,UW-9658,TER-IL-58,2,1
POL-900628,Policy,900628,2/5/2006,2/5/2007,IN,Active,500/1000,500K,1000K,1000,1690.27,140.86,Quarterly,45806.32,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Roadside Assistance,2,No,Yes,Yes,10.3,None - First Policy,Agent,26,N/A,9/01/2015,UW-1527,TER-IN-42,1,1
POL-235220,Policy,235220,11/1/2014,11/1/2015,IL,Active,250/500,250K,500K,2000,1352.83,112.74,Annual,3246.79,No,0,Yes,No,Yes,Yes,None,0,Yes,No,No,0.5,None - First Policy,Online,1,N/A,3/01/2015,UW-5261,TER-IL-66,2,1
POL-740019,Policy,740019,6/17/2009,6/17/2010,OH,Suspended,250/500,250K,500K,1000,1148.73,95.73,Semi-Annual,28258.76,No,0,No,Yes,Yes,Yes,None,0,Yes,Yes,Yes,21.9,Progressive,Agent,23,N/A,27/01/2015,UW-5730,TER-OH-87,1,1
POL-246882,Policy,246882,9/20/1999,9/20/2000,IL,Active,100/300,100K,300K,1000,969.5,80.79,Quarterly,19293.05,No,0,Yes,No,Yes,Yes,None,0,No,No,Yes,8.5,Allstate,Phone,18,N/A,16/01/2015,UW-8693,TER-IL-83,1,1
POL-797613,Policy,797613,10/19/1990,10/19/1991,IN,Active,100/300,100K,300K,500,1463.82,121.98,Annual,32789.57,No,0,No,Yes,Yes,Yes,None,0,No,Yes,Yes,22.8,Nationwide,Phone,21,N/A,6/01/2015,UW-1426,TER-IN-89,2,1
POL-193442,Policy,193442,8/5/1996,8/5/1997,IL,Active,100/300,100K,300K,1000,1474.17,122.85,Monthly,9876.94,No,0,Yes,Yes,Yes,Yes,Custom Parts|Rideshare Coverage|New Car Replacement,3,No,Yes,Yes,3.3,Allstate,Agent,5,N/A,2/01/2015,UW-7494,TER-IL-79,2,1
POL-389238,Policy,389238,6/6/2001,6/6/2002,IL,Active,250/500,250K,500K,500,1497.35,124.78,Monthly,34738.52,No,0,Yes,Yes,Yes,No,Gap Coverage|Rideshare Coverage,2,Yes,No,Yes,3.3,Nationwide,Phone,22,N/A,4/01/2015,UW-6101,TER-IL-57,2,1
POL-760179,Policy,760179,3/25/2007,3/25/2008,OH,Active,100/300,100K,300K,1000,1427.14,118.93,Annual,19694.53,No,0,Yes,No,No,Yes,Roadside Assistance|Rental Reimbursement,2,No,No,Yes,7.4,Nationwide,Agent,12,N/A,6/01/2015,UW-7859,TER-OH-82,1,1
POL-939905,Policy,939905,10/31/2013,10/31/2014,OH,Active,500/1000,500K,1000K,500,1495.1,124.59,Quarterly,43656.92,No,0,No,No,Yes,Yes,None,0,No,No,Yes,23.8,State Farm,Agent,28,N/A,18/01/2015,UW-3703,TER-OH-16,2,1
POL-872814,Policy,872814,6/13/1992,6/13/1993,IL,Active,100/300,100K,300K,500,1141.62,95.13,Quarterly,28083.85,No,0,Yes,No,Yes,Yes,Gap Coverage|Custom Parts|Rental Reimbursement,3,No,No,Yes,13.2,State Farm,Agent,23,N/A,9/01/2015,UW-2264,TER-IL-83,2,1
POL-632627,Policy,632627,10/7/1990,10/7/1991,OH,Active,500/1000,500K,1000K,1000,1125.37,93.78,Semi-Annual,43551.82,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,Yes,Yes,Yes,1.4,Nationwide,Agent,37,N/A,18/01/2015,UW-9206,TER-OH-87,2,1
POL-283414,Policy,283414,12/28/1991,12/28/1992,IN,Active,500/1000,500K,1000K,2000,1207.36,100.61,Semi-Annual,11832.13,No,0,Yes,Yes,Yes,Yes,Custom Parts|Rental Reimbursement|Rideshare Coverage,3,No,No,Yes,3.9,None - First Policy,Agent,8,N/A,15/01/2015,UW-6413,TER-IN-42,2,1
POL-163161,Policy,163161,11/11/1998,11/11/1999,IL,Active,500/1000,500K,1000K,2000,1338.5,111.54,Quarterly,33194.8,No,0,Yes,Yes,Yes,Yes,Custom Parts|New Car Replacement,2,No,No,Yes,24.8,None - First Policy,Agent,23,N/A,19/01/2015,UW-2829,TER-IL-11,1,1
POL-853360,Policy,853360,6/26/2009,6/26/2010,IN,Active,500/1000,500K,1000K,1000,1074.07,89.51,Annual,7733.3,No,0,No,No,Yes,No,Rental Reimbursement|Custom Parts,2,No,No,Yes,17.2,Allstate,Phone,6,N/A,21/01/2015,UW-1294,TER-IN-39,3,1
POL-776860,Policy,776860,1/11/2009,1/11/2010,OH,Active,250/500,250K,500K,500,1337.56,111.46,Semi-Annual,29158.81,No,0,No,No,Yes,Yes,Gap Coverage|Rideshare Coverage,2,No,No,Yes,19.8,None - First Policy,Agent,20,N/A,2/01/2015,UW-8456,TER-OH-90,1,1
POL-149367,Policy,149367,3/18/2003,3/18/2004,IN,Active,100/300,100K,300K,500,1298.91,108.24,Monthly,49098.8,Yes,6000000,Yes,Yes,Yes,Yes,Custom Parts,1,Yes,No,Yes,8.3,Progressive,Agent,36,N/A,25/01/2015,UW-9959,TER-IN-52,1,1
POL-395269,Policy,395269,11/2/2012,11/2/2013,IL,Active,500/1000,500K,1000K,500,1222.75,101.9,Annual,21398.12,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|Roadside Assistance|Custom Parts,3,No,Yes,Yes,5.3,Nationwide,Online,16,N/A,16/01/2015,UW-2191,TER-IL-64,1,1
POL-981123,Policy,981123,5/4/2000,5/4/2001,IN,Active,100/300,100K,300K,1000,1059.52,88.29,Annual,14833.28,No,0,Yes,No,Yes,Yes,Rideshare Coverage,1,No,No,Yes,4.2,Allstate,Online,13,N/A,2/01/2015,UW-7028,TER-IN-84,1,1
POL-143626,Policy,143626,9/29/1999,9/29/2000,OH,Active,250/500,250K,500K,2000,1124.38,93.7,Annual,36542.35,No,0,No,Yes,No,Yes,Gap Coverage|Roadside Assistance,2,Yes,No,Yes,18.2,State Farm,Agent,31,N/A,16/01/2015,UW-2217,TER-OH-17,3,1
POL-648397,Policy,648397,3/9/1999,3/9/2000,IN,Active,100/300,100K,300K,1000,1110.37,92.53,Annual,23872.95,Yes,10000000,No,No,No,Yes,New Car Replacement|Custom Parts,2,No,No,Yes,19.8,State Farm,Agent,20,N/A,26/01/2015,UW-4291,TER-IN-56,2,1
POL-154982,Policy,154982,2/13/1991,2/13/1992,IL,Active,500/1000,500K,1000K,2000,1374.22,114.52,Monthly,12230.56,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Gap Coverage|Custom Parts,3,No,No,Yes,16.4,Progressive,Agent,7,N/A,19/01/2015,UW-6841,TER-IL-54,3,1
POL-330591,Policy,330591,8/5/1993,8/5/1994,OH,Active,500/1000,500K,1000K,2000,1103.58,91.96,Semi-Annual,20747.3,No,0,Yes,Yes,No,No,New Car Replacement|Rental Reimbursement,2,No,No,Yes,9.6,State Farm,Agent,17,N/A,12/01/2015,UW-2888,TER-OH-53,2,1
POL-319232,Policy,319232,10/31/1997,10/31/1998,IL,Active,250/500,250K,500K,2000,1269.76,105.81,Annual,17395.71,No,0,No,No,Yes,Yes,None,0,No,No,Yes,0.7,None - First Policy,Online,12,N/A,9/01/2015,UW-5891,TER-IL-61,1,1
POL-531640,Policy,531640,4/21/2001,4/21/2002,OH,Active,250/500,250K,500K,500,964.79,80.4,Quarterly,19681.72,Yes,8000000,Yes,Yes,No,Yes,Roadside Assistance|Gap Coverage,2,No,No,Yes,24.1,Progressive,Agent,19,N/A,18/01/2015,UW-2458,TER-OH-46,2,1
POL-368050,Policy,368050,1/8/2013,1/8/2014,IL,Active,500/1000,500K,1000K,2000,1167.3,97.27,Semi-Annual,24746.76,Yes,4000000,Yes,No,Yes,Yes,None,0,No,No,Yes,12.3,Allstate,Agent,20,N/A,15/01/2015,UW-5050,TER-IL-84,3,1
POL-253791,Policy,253791,7/23/2009,7/23/2010,IL,Active,500/1000,500K,1000K,500,1625.45,135.45,Monthly,27957.74,Yes,4000000,Yes,Yes,No,Yes,Custom Parts|Rental Reimbursement|Rideshare Coverage,3,Yes,No,Yes,1.0,Progressive,Agent,16,N/A,18/01/2015,UW-3439,TER-IL-10,1,1
POL-155724,Policy,155724,2/20/1998,2/20/1999,IL,Active,250/500,250K,500K,500,1394.43,116.2,Quarterly,23565.87,No,0,No,No,No,No,None,0,Yes,No,Yes,4.7,None - First Policy,Agent,15,N/A,23/01/2015,UW-8975,TER-IL-83,2,1
POL-824540,Policy,824540,3/13/2008,3/13/2009,OH,Active,250/500,250K,500K,2000,1053.24,87.77,Semi-Annual,1895.83,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Custom Parts|Rideshare Coverage,3,No,No,No,11.7,Allstate,Agent,0,N/A,8/01/2015,UW-7625,TER-OH-45,1,1
POL-717392,Policy,717392,8/20/1996,8/20/1997,IL,Active,100/300,100K,300K,500,1040.75,86.73,Quarterly,18317.2,No,0,Yes,Yes,Yes,Yes,None,0,No,No,Yes,11.6,Allstate,Agent,16,N/A,10/01/2015,UW-1194,TER-IL-27,1,1
POL-965768,Policy,965768,7/27/2014,7/27/2015,IN,Active,250/500,250K,500K,1000,1302.4,108.53,Monthly,22401.28,Yes,6000000,Yes,No,Yes,No,Rental Reimbursement|New Car Replacement,2,No,No,Yes,4.9,Nationwide,Agent,16,N/A,8/01/2015,UW-7891,TER-IN-82,2,1
POL-414779,Policy,414779,11/9/1992,11/9/1993,IL,Active,100/300,100K,300K,2000,1588.55,132.38,Semi-Annual,21921.99,No,0,Yes,Yes,Yes,Yes,New Car Replacement,1,No,Yes,Yes,4.2,Progressive,Phone,12,N/A,14/01/2015,UW-5373,TER-IL-31,1,1
POL-428230,Policy,428230,6/4/2012,6/4/2013,IN,Active,500/1000,500K,1000K,500,1399.26,116.61,Quarterly,19309.79,No,0,Yes,Yes,Yes,No,Rideshare Coverage,1,Yes,No,Yes,19.1,Nationwide,Phone,12,N/A,24/01/2015,UW-7498,TER-IN-26,1,1
POL-517240,Policy,517240,5/13/2001,5/13/2002,OH,Cancelled,100/300,100K,300K,2000,1352.31,112.69,Annual,30832.67,No,0,No,Yes,Yes,Yes,Roadside Assistance|New Car Replacement|Custom Parts,3,No,No,Yes,6.3,Nationwide,Referral,21,N/A,7/01/2015,UW-1207,TER-OH-62,2,1
POL-469874,Policy,469874,9/17/2011,9/17/2012,IL,Active,250/500,250K,500K,1000,1139.0,94.92,Monthly,7745.2,Yes,6000000,No,No,Yes,Yes,Rental Reimbursement|Gap Coverage|Rideshare Coverage,3,No,Yes,Yes,1.4,Nationwide,Phone,5,N/A,3/01/2015,UW-9129,TER-IL-45,1,1
POL-718428,Policy,718428,7/15/2011,7/15/2012,IN,Active,250/500,250K,500K,1000,1397.67,116.47,Quarterly,32565.71,No,0,Yes,No,Yes,Yes,None,0,Yes,Yes,Yes,4.5,Nationwide,Online,22,N/A,25/01/2015,UW-5406,TER-IN-36,2,1
POL-620215,Policy,620215,7/27/2005,7/27/2006,IN,Lapsed,250/500,250K,500K,500,823.17,68.6,Quarterly,13335.35,No,0,Yes,No,No,No,Custom Parts,1,No,Yes,Yes,10.3,Nationwide,Agent,15,N/A,12/01/2015,UW-5746,TER-IN-29,1,1
POL-618659,Policy,618659,10/18/2005,10/18/2006,OH,Active,100/300,100K,300K,500,965.13,80.43,Annual,8975.71,No,0,Yes,Yes,Yes,No,Custom Parts|Rental Reimbursement|New Car Replacement,3,Yes,Yes,Yes,18.3,Progressive,Agent,8,N/A,23/01/2015,UW-8461,TER-OH-27,1,1
POL-649082,Policy,649082,1/19/1996,1/19/1997,IL,Active,500/1000,500K,1000K,1000,1922.84,160.24,Annual,3845.68,No,0,Yes,No,Yes,Yes,Gap Coverage|New Car Replacement|Roadside Assistance,3,No,No,No,16.0,None - First Policy,Phone,1,N/A,10/01/2015,UW-3065,TER-IL-60,2,1
POL-437573,Policy,437573,9/29/2005,9/29/2006,OH,Active,250/500,250K,500K,2000,1624.82,135.4,Monthly,12673.6,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rideshare Coverage|Roadside Assistance,3,No,No,Yes,6.6,None - First Policy,Online,6,N/A,15/01/2015,UW-2019,TER-OH-36,2,1
POL-964657,Policy,964657,2/18/1997,2/18/1998,IN,Active,250/500,250K,500K,2000,1277.25,106.44,Quarterly,18136.95,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rideshare Coverage,2,Yes,Yes,Yes,4.4,Progressive,Online,13,N/A,18/01/2015,UW-2285,TER-IN-85,2,1
POL-932502,Policy,932502,5/11/2010,5/11/2011,IL,Active,100/300,100K,300K,1000,1439.34,119.94,Semi-Annual,24036.98,No,0,Yes,No,Yes,Yes,New Car Replacement|Rental Reimbursement|Rideshare Coverage,3,No,No,Yes,5.7,Progressive,Agent,15,N/A,3/01/2015,UW-4730,TER-IL-36,2,1
POL-434507,Policy,434507,2/6/2009,2/6/2010,IL,Active,250/500,250K,500K,1000,1281.27,106.77,Monthly,12812.7,No,0,No,No,Yes,Yes,Gap Coverage|New Car Replacement,2,No,Yes,Yes,0.0,None - First Policy,Agent,9,N/A,2/01/2015,UW-6977,TER-IL-18,1,1
POL-935277,Policy,935277,7/9/2013,7/9/2014,IL,Active,500/1000,500K,1000K,500,1348.83,112.4,Semi-Annual,36553.29,No,0,Yes,No,Yes,Yes,None,0,No,No,Yes,8.3,Nationwide,Online,26,N/A,14/01/2015,UW-6307,TER-IL-71,3,1
POL-756054,Policy,756054,6/6/1992,6/6/1993,IL,Active,250/500,250K,500K,1000,1198.15,99.85,Monthly,12340.95,No,0,No,No,Yes,Yes,Gap Coverage,1,No,No,Yes,22.5,Nationwide,Phone,9,N/A,16/01/2015,UW-1459,TER-IL-48,3,1
POL-682387,Policy,682387,3/8/1998,3/8/1999,OH,Active,100/300,100K,300K,2000,1221.22,101.77,Semi-Annual,21493.47,No,0,Yes,Yes,Yes,Yes,Gap Coverage,1,No,No,Yes,3.9,State Farm,Online,16,N/A,20/01/2015,UW-3074,TER-OH-88,1,1
POL-456604,Policy,456604,3/29/2004,3/29/2005,IL,Active,500/1000,500K,1000K,2000,968.74,80.73,Quarterly,23152.89,No,0,Yes,Yes,Yes,No,None,0,No,No,Yes,20.2,Progressive,Phone,22,N/A,20/01/2015,UW-6644,TER-IL-42,2,1
POL-139872,Policy,139872,6/1/2006,6/1/2007,IN,Active,250/500,250K,500K,1000,1220.71,101.73,Annual,12451.24,No,0,No,Yes,Yes,Yes,Custom Parts|Rideshare Coverage,2,No,No,Yes,8.9,Nationwide,Agent,9,N/A,21/01/2015,UW-8667,TER-IN-68,1,1
POL-354105,Policy,354105,6/8/1994,6/8/1995,IN,Active,250/500,250K,500K,2000,1238.62,103.22,Semi-Annual,2229.52,Yes,6000000,Yes,Yes,Yes,Yes,New Car Replacement|Rideshare Coverage|Gap Coverage,3,No,Yes,No,18.3,Nationwide,Online,0,N/A,9/01/2015,UW-6214,TER-IN-97,1,1
POL-165485,Policy,165485,2/12/1998,2/12/1999,IL,Pending Renewal,500/1000,500K,1000K,2000,1320.75,110.06,Semi-Annual,11622.6,No,0,No,Yes,Yes,Yes,None,0,No,No,Yes,17.8,Nationwide,Referral,7,N/A,4/01/2015,UW-1125,TER-IL-75,1,1
POL-515050,Policy,515050,11/16/2000,11/16/2001,OH,Active,100/300,100K,300K,500,990.98,82.58,Annual,32900.54,No,0,Yes,No,No,Yes,Rideshare Coverage,1,No,No,Yes,2.9,State Farm,Agent,32,N/A,17/01/2015,UW-1436,TER-OH-11,1,1
POL-795686,Policy,795686,10/24/2004,10/24/2005,IL,Active,500/1000,500K,1000K,500,1398.51,116.54,Annual,24893.48,Yes,4000000,Yes,No,Yes,Yes,Rideshare Coverage|Gap Coverage,2,Yes,No,Yes,15.5,None - First Policy,Online,16,N/A,7/01/2015,UW-8725,TER-IL-65,1,1
POL-395983,Policy,395983,11/8/2009,11/8/2010,OH,Active,100/300,100K,300K,500,1355.08,112.92,Semi-Annual,23578.39,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage,1,Yes,Yes,Yes,14.2,Nationwide,Agent,16,N/A,13/01/2015,UW-4127,TER-OH-79,1,1
POL-119513,Policy,119513,9/21/1996,9/21/1997,IL,Active,100/300,100K,300K,1000,1384.51,115.38,Annual,9414.67,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement,1,No,No,Yes,4.3,Nationwide,Phone,5,N/A,23/01/2015,UW-7883,TER-IL-73,1,1
POL-217938,Policy,217938,7/16/1995,7/16/1996,OH,Active,250/500,250K,500K,500,847.03,70.59,Quarterly,13637.18,No,0,Yes,Yes,No,Yes,Rental Reimbursement|Rideshare Coverage,2,No,No,Yes,0.0,Allstate,Online,15,N/A,24/01/2015,UW-1548,TER-OH-49,1,1
POL-203914,Policy,203914,6/9/2001,6/9/2002,OH,Active,100/300,100K,300K,1000,1000.06,83.34,Monthly,11200.67,No,0,Yes,Yes,Yes,No,Custom Parts|Roadside Assistance|Rideshare Coverage,3,Yes,No,Yes,24.1,Allstate,Agent,10,N/A,13/01/2015,UW-7014,TER-OH-54,2,1
POL-565157,Policy,565157,10/6/2002,10/6/2003,IL,Active,100/300,100K,300K,1000,1046.71,87.23,Monthly,25121.04,No,0,No,Yes,Yes,Yes,New Car Replacement|Custom Parts|Roadside Assistance,3,No,No,Yes,13.2,Progressive,Agent,23,N/A,25/01/2015,UW-4081,TER-IL-71,1,1
POL-904191,Policy,904191,7/14/1997,7/14/1998,IN,Active,250/500,250K,500K,500,1158.03,96.5,Annual,10074.86,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement,1,No,No,Yes,17.5,Allstate,Online,7,N/A,19/01/2015,UW-3815,TER-IN-97,1,1
POL-419510,Policy,419510,11/11/1994,11/11/1995,OH,Active,100/300,100K,300K,1000,1372.27,114.36,Monthly,49264.49,No,0,Yes,No,Yes,Yes,Roadside Assistance,1,No,No,Yes,4.5,Progressive,Agent,34,N/A,19/01/2015,UW-6085,TER-OH-23,1,1
POL-575000,Policy,575000,6/23/2012,6/23/2013,OH,Active,100/300,100K,300K,1000,1053.04,87.75,Monthly,8845.54,Yes,7000000,No,Yes,Yes,Yes,Roadside Assistance|Rideshare Coverage|Gap Coverage,3,No,No,Yes,3.1,State Farm,Agent,7,N/A,14/01/2015,UW-1717,TER-OH-91,1,1
POL-120485,Policy,120485,2/18/2007,2/18/2008,OH,Cancelled,100/300,100K,300K,1000,1275.39,106.28,Quarterly,39792.17,No,0,No,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement|Custom Parts,3,No,No,Yes,16.2,State Farm,Agent,30,N/A,3/01/2015,UW-7578,TER-OH-27,1,1
POL-781181,Policy,781181,6/27/2005,6/27/2006,OH,Active,100/300,100K,300K,2000,1402.75,116.9,Semi-Annual,53865.6,No,0,Yes,Yes,Yes,Yes,None,0,Yes,Yes,Yes,11.0,State Farm,Agent,37,N/A,19/01/2015,UW-8282,TER-OH-61,2,1
POL-299796,Policy,299796,9/29/1999,9/29/2000,IN,Active,250/500,250K,500K,500,1344.36,112.03,Semi-Annual,47993.65,Yes,7000000,Yes,Yes,Yes,Yes,None,0,No,No,Yes,9.1,None - First Policy,Agent,34,N/A,8/01/2015,UW-2588,TER-IN-56,1,1
POL-589749,Policy,589749,5/14/2006,5/14/2007,IN,Pending Renewal,100/300,100K,300K,1000,1197.71,99.81,Annual,4551.3,No,0,Yes,No,Yes,Yes,None,0,Yes,Yes,No,1.0,Nationwide,Agent,2,N/A,10/01/2015,UW-9826,TER-IN-64,2,1
POL-854021,Policy,854021,4/29/2010,4/29/2011,OH,Active,100/300,100K,300K,500,1203.24,100.27,Semi-Annual,13596.61,No,0,Yes,Yes,Yes,No,Roadside Assistance,1,No,Yes,Yes,11.9,Nationwide,Online,10,N/A,10/01/2015,UW-8383,TER-OH-67,1,1
POL-454086,Policy,454086,11/10/1992,11/10/1993,IN,Active,500/1000,500K,1000K,1000,1152.4,96.03,Annual,20743.2,No,0,No,Yes,Yes,No,Rideshare Coverage|Roadside Assistance|New Car Replacement,3,No,Yes,Yes,21.9,None - First Policy,Online,17,N/A,13/01/2015,UW-1164,TER-IN-36,1,1
POL-139484,Policy,139484,7/24/1999,7/24/2000,IN,Active,500/1000,500K,1000K,2000,1142.62,95.22,Annual,26508.78,Yes,7000000,Yes,No,No,No,Roadside Assistance|Custom Parts|Gap Coverage,3,No,No,Yes,11.5,Progressive,Online,22,N/A,9/01/2015,UW-8857,TER-IN-23,2,1
POL-678849,Policy,678849,2/22/1992,2/22/1993,OH,Active,500/1000,500K,1000K,1000,1332.07,111.01,Quarterly,32768.92,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|Custom Parts,2,Yes,Yes,Yes,6.4,State Farm,Agent,23,N/A,18/01/2015,UW-7919,TER-OH-73,2,1
POL-346940,Policy,346940,9/13/2002,9/13/2003,OH,Lapsed,500/1000,500K,1000K,1000,1166.54,97.21,Quarterly,10848.82,No,0,Yes,No,Yes,Yes,Roadside Assistance,1,Yes,Yes,Yes,17.4,Allstate,Referral,8,N/A,11/01/2015,UW-8732,TER-OH-19,1,1
POL-985436,Policy,985436,8/9/2003,8/9/2004,IL,Active,250/500,250K,500K,500,1495.06,124.59,Quarterly,15249.61,No,0,No,Yes,Yes,No,Gap Coverage|Rental Reimbursement,2,No,Yes,Yes,23.6,Progressive,Phone,9,N/A,24/01/2015,UW-4655,TER-IL-69,2,1
POL-237418,Policy,237418,12/4/2007,12/4/2008,IN,Active,500/1000,500K,1000K,1000,1337.92,111.49,Monthly,12041.28,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement,1,No,No,Yes,20.2,Progressive,Online,8,N/A,25/01/2015,UW-3350,TER-IN-73,2,1
POL-335780,Policy,335780,7/22/2002,7/22/2003,OH,Active,250/500,250K,500K,2000,1587.96,132.33,Semi-Annual,1905.55,No,0,Yes,No,Yes,Yes,New Car Replacement|Gap Coverage,2,No,No,No,21.4,Progressive,Referral,0,N/A,7/01/2015,UW-2816,TER-OH-60,1,1
POL-491392,Policy,491392,7/3/1992,7/3/1993,IL,Active,500/1000,500K,1000K,1000,1362.29,113.52,Monthly,33784.79,No,0,Yes,Yes,Yes,No,Custom Parts|New Car Replacement,2,Yes,Yes,Yes,23.0,Progressive,Agent,23,N/A,26/01/2015,UW-6680,TER-IL-76,2,1
POL-140880,Policy,140880,3/29/2005,3/29/2006,IL,Active,250/500,250K,500K,500,1448.84,120.74,Quarterly,33323.32,No,0,No,Yes,Yes,Yes,New Car Replacement|Rental Reimbursement|Custom Parts,3,Yes,Yes,Yes,17.3,Progressive,Agent,22,N/A,21/01/2015,UW-3526,TER-IL-59,1,1
POL-962591,Policy,962591,3/16/2008,3/16/2009,IN,Active,250/500,250K,500K,2000,1241.97,103.5,Semi-Annual,4843.68,No,0,Yes,No,Yes,Yes,New Car Replacement,1,Yes,No,No,11.2,Allstate,Agent,2,N/A,6/01/2015,UW-9164,TER-IN-96,2,1
POL-922565,Policy,922565,5/23/1999,5/23/2000,IL,Active,250/500,250K,500K,500,1124.6,93.72,Annual,20805.1,No,0,Yes,No,Yes,Yes,Rideshare Coverage|Rental Reimbursement|Custom Parts,3,Yes,No,Yes,16.3,None - First Policy,Phone,17,N/A,13/01/2015,UW-7694,TER-IL-81,2,1
POL-288580,Policy,288580,11/22/2012,11/22/2013,OH,Active,250/500,250K,500K,2000,1079.92,89.99,Semi-Annual,10691.21,No,0,Yes,No,Yes,Yes,Custom Parts|Roadside Assistance|Rental Reimbursement,3,Yes,No,Yes,15.5,Allstate,Online,8,N/A,1/01/2015,UW-9577,TER-OH-73,1,1
POL-154280,Policy,154280,1/29/1993,1/29/1994,IL,Active,250/500,250K,500K,1000,1447.78,120.65,Annual,8831.46,No,0,Yes,No,No,Yes,Rental Reimbursement|Roadside Assistance|Rideshare Coverage,3,No,No,Yes,3.2,None - First Policy,Online,5,N/A,18/01/2015,UW-1782,TER-IL-36,2,1
POL-425973,Policy,425973,2/11/2003,2/11/2004,IN,Active,250/500,250K,500K,500,1229.16,102.43,Annual,860.41,Yes,4000000,Yes,Yes,Yes,No,None,0,No,No,No,10.0,Allstate,Agent,0,N/A,22/01/2015,UW-1071,TER-IN-81,1,1
