:ID,:LABEL,vin_number,vehicle_year,vehicle_make,vehicle_model,vehicle_age_years,vehicle_primary_use,garaging_type,estimated_annual_mileage,odometer_estimate,fuel_type,transmission,body_style,color,engine_size_liters,cylinders,horsepower,curb_weight_lbs,seating_capacity,title_status,condition,market_value_usd,purchase_price_usd,purchase_date,purchase_type,financing_type,lien_holder,anti_theft_device,safety_rating_nhtsa,airbags_count,abs_brakes,backup_camera,telematics_device,commercial_use,modified_vehicle,salvage_title_history,last_inspection_date,registration_state,registration_expiry,recalls_open,vin_hash,previous_owners_count,auction_sourced_flag,import_flag,telematics_risk_score,odometer_rollback_flag,total_loss_history_count
VEH-UBYMN0ZT6GSUWA3A5,Vehicle,UBYMN0ZT6GSUWA3A5,1997,Honda,Accord,18,Personal,Driveway,5000,90000,Diesel,Automatic,SUV,Gold,3.9,4,309,3868,5,Clean,Fair,500,31774,8/27/1997,Used,Owned Outright,Bank of America,No,Not Rated,10,No,No,No,No,No,No,3/01/2014,IL,12/31/2015,3,1c8bb67233c7aab7,4,No,Yes,0.58,No,0
VEH-K06N7LWEV1XTHGWUH,Vehicle,K06N7LWEV1XTHGWUH,2011,BMW,M5,4,Commute,On-Street Parking,10000,40000,Gasoline,Automatic,Hatchback,Orange,2.8,6,164,5370,5,Rebuilt,Excellent,25472,23544,4/1/2011,Used,Financed,Capital One,Yes,Not Rated,8,Yes,Yes,No,No,No,No,7/01/2014,IL,12/31/2015,1,925cb95f08d7dfaf,1,No,No,1.0,No,0
VEH-YGMRURENH2M4LWM28,Vehicle,YGMRURENH2M4LWM28,2003,Suburu,Legacy,12,Personal,Covered Parking Lot,25000,300000,Hybrid,Automatic,Truck,Red,3.6,4,109,3254,2,Clean,Poor,9476,34983,11/17/2003,Used,Leased,Capital One,Yes,3-Star,10,Yes,Yes,Yes,No,No,No,10/01/2014,OH,12/31/2015,2,2f7fdbec0b837370,2,No,No,0.86,No,0
VEH-4Z1YECKX8VYPCPGEB,Vehicle,4Z1YECKX8VYPCPGEB,2006,Ford,Escape,9,Pleasure Only,Private Garage,20000,180000,Electric,Manual,Minivan,Gold,4.1,8,380,3116,5,Clean,Good,15388,25203,6/24/2006,New,Financed,Chase Auto,No,Not Rated,2,Yes,Yes,Yes,No,No,No,2/01/2014,OH,12/31/2015,0,4a56ff33d5da426d,1,No,No,0.85,No,0
VEH-VAS8D4ALSM8BAB3NB,Vehicle,VAS8D4ALSM8BAB3NB,1995,Dodge,Neon,20,Rideshare,Driveway,20000,400000,Flex Fuel,CVT,Truck,Brown,2.9,6,332,4555,8,Clean,Fair,500,38283,11/26/1995,New,Financed,,No,5-Star,6,Yes,Yes,No,No,No,No,2/01/2014,IN,12/31/2015,0,141433de293b5c09,5,No,No,0.48,No,0
VEH-ACZKEP0EE9XSBRJAB,Vehicle,ACZKEP0EE9XSBRJAB,2009,Audi,A5,6,Commute,Private Garage,7500,45000,Gasoline,Automatic,Minivan,Gold,4.0,6,153,4063,4,Clean,Fair,17685,15120,2/23/2009,Certified Pre-Owned,Financed,Chase Auto,Yes,5-Star,8,Yes,No,No,No,No,No,3/01/2014,IN,12/31/2015,0,ded95ab5ca28dd7c,3,Yes,No,0.2,No,0
VEH-8KPYGBPNHMUCL9FBA,Vehicle,8KPYGBPNHMUCL9FBA,1998,BMW,X6,17,Personal,Private Garage,15000,255000,Electric,Automatic,SUV,Gray,5.0,6,305,4575,2,Clean,Good,500,16421,2/17/1998,Used,Owned Outright,Chase Auto,No,5-Star,2,Yes,No,No,No,No,No,3/01/2014,OH,12/31/2015,3,627f41f3be9743c7,5,No,No,0.65,No,0
VEH-D4YSZGSR3P1YH0WRM,Vehicle,D4YSZGSR3P1YH0WRM,1997,Audi,A5,18,Rideshare,Covered Parking Lot,12000,216000,Gasoline,Manual,Sedan,Blue,2.2,4,100,3677,2,Clean,Good,500,17027,7/20/1997,New,Financed,Bank of America,No,5-Star,10,Yes,No,No,No,No,No,4/01/2014,OH,12/31/2015,1,7e93e9d6587fe17a,2,No,No,0.84,No,1
VEH-7U5A0ARFH69CYG2PX,Vehicle,7U5A0ARFH69CYG2PX,2004,Ford,F150,11,Personal,On-Street Parking,7500,82500,Diesel,CVT,Truck,White,3.3,4,192,4386,7,Clean,Poor,9507,41318,4/1/2004,New,Owned Outright,Chase Auto,Yes,5-Star,4,Yes,No,Yes,No,No,No,10/01/2014,IN,12/31/2015,1,2617aeb5f74bd1e3,4,No,No,0.98,No,1
VEH-D51BTMU6GRCG60TCR,Vehicle,D51BTMU6GRCG60TCR,2003,Audi,A3,12,Personal,Driveway,10000,120000,Flex Fuel,Automatic,SUV,Brown,4.0,4,253,3589,7,Clean,Fair,8044,51036,5/9/2003,Certified Pre-Owned,Owned Outright,Capital One,Yes,5-Star,10,No,No,Yes,No,No,No,9/01/2014,OH,12/31/2015,1,4ae25e6c0ffeb7dd,2,No,No,0.23,No,0
VEH-CUHDVU1LZ23FSDS0P,Vehicle,CUHDVU1LZ23FSDS0P,1995,Honda,Civic,20,Personal,Private Garage,5000,100000,Diesel,Automatic,Hatchback,Green,1.7,4,443,4174,8,Clean,Good,500,13017,11/7/1995,Certified Pre-Owned,Leased,Capital One,Yes,5-Star,4,Yes,No,No,No,Yes,No,9/01/2014,OH,12/31/2015,0,b500c19691263c1d,3,No,Yes,0.51,No,2
VEH-8SX8RWRG2JDBPXZ7J,Vehicle,8SX8RWRG2JDBPXZ7J,1999,Chevrolet,Malibu,16,Commute,Storage Unit,7500,120000,Hybrid,Automatic,Hatchback,Blue,4.3,6,312,4696,8,Clean,Good,1144,34383,11/13/1999,New,Owned Outright,Bank of America,No,Not Rated,4,Yes,No,No,No,No,No,6/01/2014,OH,12/31/2015,2,d396c6d0c48d9eea,2,No,No,0.76,No,0
VEH-FNBYPGCHNZWXTA2M1,Vehicle,FNBYPGCHNZWXTA2M1,2002,Mercedes,C300,13,Business,On-Street Parking,20000,260000,Gasoline,Automatic,Minivan,Black,4.0,8,398,4925,2,Rebuilt,Good,5719,44020,8/21/2002,Used,Leased,Wells Fargo Auto,No,3-Star,2,Yes,Yes,No,No,No,Yes,10/01/2014,IN,12/31/2015,3,139776f9a318aafb,2,No,No,0.5,No,0
VEH-1FPGNK7H5RK8314SY,Vehicle,1FPGNK7H5RK8314SY,2005,BMW,X6,10,Commute,Private Garage,10000,100000,Gasoline,Manual,Hatchback,Gray,4.2,4,307,4553,7,Clean,Good,13403,14020,1/5/2005,New,Financed,Wells Fargo Auto,Yes,4-Star,8,Yes,No,No,No,Yes,No,4/01/2014,IL,12/31/2015,0,114f18ec045c359e,0,No,No,0.72,No,0
VEH-SB2TGKLFYK0MZRZDZ,Vehicle,SB2TGKLFYK0MZRZDZ,2010,Ford,Fusion,5,Rideshare,Storage Unit,5000,25000,Diesel,Automatic,Hatchback,White,3.7,8,423,4111,7,Clean,Excellent,23934,31962,6/6/2010,Used,Leased,,Yes,5-Star,10,No,No,No,No,No,No,12/01/2014,OH,12/31/2015,0,0f0a4980f3ec40e4,5,No,No,0.54,No,0
VEH-E9A38KXWJDVWU0F9J,Vehicle,E9A38KXWJDVWU0F9J,1998,Suburu,Legacy,17,Commute,Private Garage,18000,306000,Flex Fuel,Automatic,Minivan,White,2.8,6,126,5027,5,Clean,Excellent,500,22282,6/19/1998,Certified Pre-Owned,Owned Outright,Bank of America,Yes,Not Rated,10,Yes,No,No,No,No,No,5/01/2014,OH,12/31/2015,0,dc4c1fbf4252c585,5,No,No,0.04,No,0
VEH-D320AZ4NBKAKEMWE9,Vehicle,D320AZ4NBKAKEMWE9,2005,Audi,A3,10,Business,Storage Unit,12000,120000,Gasoline,Manual,Sedan,White,1.8,6,281,2853,7,Clean,Excellent,13540,19875,1/20/2005,Used,Financed,Wells Fargo Auto,No,5-Star,6,Yes,Yes,No,No,No,No,9/01/2014,IN,12/31/2015,2,9b511e54a6a000bc,3,No,No,0.11,No,0
VEH-41VRWUWD9BGTG405J,Vehicle,41VRWUWD9BGTG405J,2004,Saab,95,11,Rideshare,On-Street Parking,18000,198000,Gasoline,Automatic,Convertible,Gold,4.3,4,201,3353,8,Clean,Fair,9496,21638,5/21/2004,Certified Pre-Owned,Financed,Bank of America,Yes,4-Star,8,Yes,Yes,No,No,No,No,5/01/2014,OH,12/31/2015,2,ed12950f294f57e0,4,No,No,0.49,No,0
VEH-EFLLC6D9HPJWT3UFE,Vehicle,EFLLC6D9HPJWT3UFE,2013,BMW,M5,2,Pleasure Only,Driveway,10000,20000,Electric,Automatic,Hatchback,Brown,4.9,4,295,4510,7,Clean,Excellent,26283,35204,3/2/2013,Certified Pre-Owned,Financed,Chase Auto,Yes,4-Star,10,Yes,Yes,Yes,No,No,No,1/01/2014,OH,12/31/2015,1,de500abf3df55fb2,3,No,No,0.24,No,0
VEH-S22MY5YM7LKRK6Z2K,Vehicle,S22MY5YM7LKRK6Z2K,2005,Accura,MDX,10,Pleasure Only,Driveway,12000,120000,Flex Fuel,Manual,Sedan,Orange,3.4,4,311,3836,8,Clean,Fair,12703,44752,4/12/2005,Used,Financed,,Yes,3-Star,10,Yes,Yes,No,No,No,No,3/01/2014,OH,12/31/2015,0,ffda8e1de8b33879,0,No,Yes,0.25,No,0
VEH-M9B3G6WZW7G2PG8NY,Vehicle,M9B3G6WZW7G2PG8NY,2005,Accura,TL,10,Rideshare,On-Street Parking,12000,120000,Hybrid,Automatic,Hatchback,Silver,4.4,8,325,3961,2,Clean,Good,12542,16216,12/9/2005,Certified Pre-Owned,Owned Outright,Wells Fargo Auto,No,5-Star,8,Yes,No,No,No,No,No,11/01/2014,OH,12/31/2015,3,77a4c7cf4e0d53a5,4,No,No,0.97,No,0
VEH-CBBK70CF3RUJULSW2,Vehicle,CBBK70CF3RUJULSW2,2002,Nissan,Maxima,13,Pleasure Only,Covered Parking Lot,12000,156000,Flex Fuel,Automatic,Hatchback,Blue,1.6,8,441,3780,4,Clean,Excellent,5700,44552,10/27/2002,Used,Owned Outright,Wells Fargo Auto,Yes,5-Star,6,Yes,No,No,No,No,No,3/01/2014,IL,12/31/2015,2,e10f6be07e3dd019,5,No,No,0.45,No,0
VEH-WS6FUZ4EMU0VV1SD8,Vehicle,WS6FUZ4EMU0VV1SD8,2002,Volkswagen,Jetta,13,Pleasure Only,Storage Unit,25000,325000,Gasoline,Automatic,Coupe,Gold,4.8,4,284,2561,7,Clean,Fair,7427,24313,3/2/2002,Used,Financed,Bank of America,No,4-Star,10,No,No,Yes,No,No,No,1/01/2014,IN,12/31/2015,2,6b2bad55308f4f86,1,Yes,No,0.7,No,0
VEH-UG50K6LF9RS9W53XM,Vehicle,UG50K6LF9RS9W53XM,2013,Audi,A3,2,Rideshare,On-Street Parking,18000,36000,Gasoline,Automatic,Convertible,Blue,3.0,8,396,5457,5,Clean,Excellent,25631,33615,1/2/2013,New,Financed,Capital One,Yes,3-Star,8,Yes,Yes,No,No,Yes,No,12/01/2014,IN,12/31/2015,1,c7bb518f9a6ba036,5,No,No,0.18,No,0
VEH-EN9V5GGE3AL29BWW2,Vehicle,EN9V5GGE3AL29BWW2,2007,Suburu,Legacy,8,Pleasure Only,Covered Parking Lot,20000,160000,Gasoline,Manual,Convertible,White,2.8,6,413,4807,8,Clean,Fair,16718,17031,7/15/2007,New,Financed,Capital One,Yes,4-Star,6,Yes,No,Yes,No,No,No,10/01/2014,OH,12/31/2015,0,3baf14e01bec4067,0,No,No,0.92,No,2
VEH-DHRLFUR1J9DEPS9PU,Vehicle,DHRLFUR1J9DEPS9PU,2007,Ford,F150,8,Pleasure Only,Private Garage,5000,40000,Gasoline,CVT,Sedan,Red,2.0,6,242,3540,2,Clean,Fair,16687,21683,8/23/2007,Used,Leased,Wells Fargo Auto,No,Not Rated,4,Yes,No,No,No,No,No,8/01/2014,IL,12/31/2015,3,e5968a4cdb2c25f8,5,Yes,No,0.65,No,0
VEH-88JAMN5U7008YXGGZ,Vehicle,88JAMN5U7008YXGGZ,2015,BMW,3 Series,0,Pleasure Only,Driveway,15000,0,Flex Fuel,Automatic,SUV,Blue,4.2,4,351,3900,2,Clean,Excellent,33086,50572,12/24/2015,Used,Owned Outright,Bank of America,No,5-Star,2,Yes,Yes,No,No,No,No,4/01/2014,IL,12/31/2015,0,5037440f2d99f004,2,No,No,0.21,No,0
VEH-N54V9A54U3CZJABLT,Vehicle,N54V9A54U3CZJABLT,2002,Dodge,Neon,13,Commute,Private Garage,25000,325000,Electric,CVT,SUV,Red,3.1,6,332,3486,7,Clean,Good,5654,48803,1/14/2002,Used,Leased,Capital One,Yes,Not Rated,2,Yes,No,No,No,No,Yes,7/01/2014,IL,12/31/2015,0,63665198bc0a5860,2,No,No,0.2,No,0
VEH-H98DBP9KG31FWXFS9,Vehicle,H98DBP9KG31FWXFS9,2011,Accura,MDX,4,Business,Storage Unit,20000,80000,Flex Fuel,Manual,Truck,White,1.6,8,224,4266,5,Clean,Excellent,21042,49253,11/14/2011,Used,Financed,Wells Fargo Auto,Yes,5-Star,2,No,No,Yes,No,No,No,3/01/2014,IN,12/31/2015,2,8c37898f451ef0f1,5,No,No,0.65,No,0
VEH-SB12GDMWE794FSNW2,Vehicle,SB12GDMWE794FSNW2,1995,Saab,93,20,Pleasure Only,On-Street Parking,12000,240000,Electric,Automatic,Minivan,Black,1.8,4,323,3182,7,Clean,Excellent,500,49773,10/4/1995,Used,Financed,,Yes,5-Star,8,Yes,No,Yes,No,No,No,12/01/2014,OH,12/31/2015,0,454a94ef5a0315a7,2,No,No,0.8,No,0
VEH-S8B24J50MFPV3X7FY,Vehicle,S8B24J50MFPV3X7FY,2004,Honda,Accord,11,Business,Storage Unit,12000,132000,Diesel,Manual,Sedan,Silver,2.8,6,229,2525,2,Clean,Good,11101,41537,9/24/2004,Used,Owned Outright,Capital One,Yes,3-Star,10,Yes,No,Yes,No,No,No,1/01/2014,IL,12/31/2015,1,9ea0bbe7b1756fa6,2,Yes,No,0.53,No,0
VEH-1NF14SWKFCVAHJVL8,Vehicle,1NF14SWKFCVAHJVL8,2007,BMW,X5,8,Pleasure Only,Private Garage,18000,144000,Hybrid,Automatic,SUV,Red,1.5,4,177,2873,2,Salvage,Poor,14980,49258,12/20/2007,New,Financed,Wells Fargo Auto,No,3-Star,2,Yes,No,Yes,No,No,Yes,7/01/2014,IL,12/31/2015,1,08f4be72aae1388a,4,No,No,0.28,No,0
VEH-6TRL2LF4DFKLYFR9Z,Vehicle,6TRL2LF4DFKLYFR9Z,2009,Ford,Fusion,6,Pleasure Only,On-Street Parking,12000,72000,Gasoline,Manual,Coupe,Silver,4.6,8,326,2766,8,Clean,Good,17340,50739,3/6/2009,Used,Financed,Chase Auto,No,3-Star,4,Yes,No,No,No,No,No,3/01/2014,IN,12/31/2015,0,d337002fbc157344,0,No,No,0.35,No,0
VEH-FPCHDV9PKAD7W9GWK,Vehicle,FPCHDV9PKAD7W9GWK,2005,Mercedes,ML350,10,Commute,Private Garage,12000,120000,Hybrid,Manual,Sedan,Gray,3.6,6,378,4621,5,Clean,Good,11407,15913,11/7/2005,Used,Owned Outright,,Yes,3-Star,6,Yes,Yes,Yes,No,No,No,3/01/2014,IL,12/31/2015,0,a23f1ccb9c6ef426,1,No,Yes,0.34,No,0
VEH-FACK84FMY2KE7MAK3,Vehicle,FACK84FMY2KE7MAK3,2001,Toyota,Highlander,14,Personal,Storage Unit,25000,350000,Gasoline,Automatic,Coupe,White,3.6,4,118,5366,7,Clean,Poor,5284,34711,10/24/2001,Used,Owned Outright,,No,5-Star,10,Yes,Yes,No,No,No,No,8/01/2014,IL,12/31/2015,3,fab41448e1901f83,5,Yes,No,0.26,No,0
VEH-EAC42YJ9MAK2GGRDA,Vehicle,EAC42YJ9MAK2GGRDA,2006,Dodge,RAM,9,Rideshare,Storage Unit,15000,135000,Flex Fuel,Automatic,Truck,Gray,3.6,4,100,4854,5,Clean,Excellent,14823,51966,6/25/2006,New,Owned Outright,Wells Fargo Auto,No,3-Star,4,Yes,No,No,No,No,No,11/01/2014,IN,12/31/2015,0,29f0abe4ee222ffc,4,No,No,0.82,No,2
VEH-3VKJK2H4FH5PZYPSP,Vehicle,3VKJK2H4FH5PZYPSP,2013,Nissan,Pathfinder,2,Pleasure Only,Driveway,15000,30000,Hybrid,Automatic,Coupe,Red,2.6,6,428,5488,4,Clean,Excellent,29191,53278,1/11/2013,Used,Owned Outright,Wells Fargo Auto,Yes,Not Rated,6,No,Yes,Yes,No,No,No,4/01/2014,IL,12/31/2015,3,26587cafcdf3d4ff,3,No,No,0.7,No,0
VEH-JVLBTV70R6F6JDXHJ,Vehicle,JVLBTV70R6F6JDXHJ,1999,Saab,95,16,Personal,Storage Unit,7500,120000,Electric,Automatic,Minivan,Gray,3.0,8,235,3807,5,Rebuilt,Good,1368,46081,10/25/1999,Used,Financed,Capital One,Yes,Not Rated,8,Yes,No,No,No,No,No,1/01/2014,OH,12/31/2015,1,7fd6d1dbef9a7eaf,5,No,No,0.16,Yes,0
VEH-LHZ5YTTJCAF54F3UG,Vehicle,LHZ5YTTJCAF54F3UG,2007,Audi,A3,8,Pleasure Only,Storage Unit,5000,40000,Electric,Manual,Hatchback,Blue,1.9,4,196,3879,5,Clean,Poor,13825,12431,7/5/2007,New,Leased,Wells Fargo Auto,No,4-Star,6,Yes,No,No,No,No,No,7/01/2014,IL,12/31/2015,2,a805c2cacede36ee,4,No,No,0.03,No,0
VEH-0R3F20R8VAKEJZEL6,Vehicle,0R3F20R8VAKEJZEL6,2007,Saab,92x,8,Pleasure Only,Covered Parking Lot,25000,200000,Gasoline,Automatic,Coupe,Green,3.9,4,174,4921,5,Clean,Good,15767,28998,3/20/2007,Certified Pre-Owned,Financed,Capital One,Yes,4-Star,8,No,No,No,No,No,No,3/01/2014,IN,12/31/2015,1,6f72767df4cca52a,0,No,No,0.45,No,0
VEH-71AFE38LJF0RM5BNL,Vehicle,71AFE38LJF0RM5BNL,2004,Saab,95,11,Pleasure Only,On-Street Parking,15000,165000,Electric,Automatic,Convertible,Silver,2.1,4,171,5005,7,Clean,Fair,10264,35738,4/9/2004,New,Owned Outright,Chase Auto,Yes,Not Rated,2,Yes,No,No,No,No,No,1/01/2014,IL,12/31/2015,2,017482a6e89d9dbd,1,No,No,0.38,No,0
VEH-FR873SYBFCK9M6RTB,Vehicle,FR873SYBFCK9M6RTB,2013,Ford,Fusion,2,Rideshare,Private Garage,25000,50000,Hybrid,Manual,Hatchback,Red,2.5,8,447,2618,5,Clean,Excellent,29617,17027,4/21/2013,Used,Leased,Chase Auto,Yes,4-Star,8,No,Yes,No,No,No,No,3/01/2014,IL,12/31/2015,3,30e38c3bd3eb161d,2,No,No,0.16,No,0
VEH-EWMD800B8A2HUNGTF,Vehicle,EWMD800B8A2HUNGTF,2008,Toyota,Highlander,7,Commute,Storage Unit,12000,84000,Flex Fuel,Automatic,Hatchback,Blue,4.0,4,234,5139,8,Clean,Good,18710,31969,4/27/2008,Used,Leased,Wells Fargo Auto,Yes,5-Star,2,Yes,No,No,No,No,No,9/01/2014,OH,12/31/2015,1,cdea81733d021d4f,3,No,No,0.84,No,0
VEH-R85XB026CP1D07AE5,Vehicle,R85XB026CP1D07AE5,2014,Chevrolet,Malibu,1,Commute,Storage Unit,25000,25000,Hybrid,CVT,Coupe,Black,3.9,6,368,4238,2,Clean,Excellent,28787,26895,7/10/2014,Certified Pre-Owned,Leased,Chase Auto,No,5-Star,8,Yes,Yes,Yes,No,No,No,5/01/2014,OH,12/31/2015,1,4678a1fe1b9688ec,4,No,No,0.13,No,0
VEH-J9S9L86DMFNPM2E33,Vehicle,J9S9L86DMFNPM2E33,2002,Mercedes,E400,13,Pleasure Only,On-Street Parking,18000,234000,Hybrid,Manual,SUV,Gold,3.5,6,352,3492,8,Clean,Excellent,7229,52335,9/1/2002,New,Financed,Bank of America,No,5-Star,2,Yes,No,Yes,No,No,No,3/01/2014,IL,12/31/2015,2,a9fe6175b8f39560,5,No,No,0.42,No,0
VEH-AYUX2SKG178ZG1M7F,Vehicle,AYUX2SKG178ZG1M7F,2000,Saab,95,15,Pleasure Only,Storage Unit,10000,150000,Hybrid,Automatic,Sedan,Red,1.7,6,360,4381,5,Clean,Good,3008,47118,8/25/2000,Used,Leased,Chase Auto,Yes,4-Star,2,Yes,Yes,No,No,No,No,5/01/2014,OH,12/31/2015,2,03764f52d7d5f1b8,4,No,No,0.1,No,0
VEH-6P9WR5HS7PM8RENNF,Vehicle,6P9WR5HS7PM8RENNF,1997,Volkswagen,Passat,18,Commute,Covered Parking Lot,5000,90000,Electric,Manual,Sedan,Blue,3.3,6,276,5255,2,Clean,Excellent,500,39827,12/23/1997,Used,Owned Outright,Capital One,Yes,Not Rated,10,Yes,No,Yes,No,No,No,10/01/2014,IN,12/31/2015,2,2d3ca7558611d6dd,3,No,No,0.9,No,0
VEH-LS15U5S44Z29S2PXK,Vehicle,LS15U5S44Z29S2PXK,2000,Saab,93,15,Commute,Storage Unit,10000,150000,Gasoline,Automatic,SUV,Brown,3.3,8,418,5451,7,Clean,Fair,2867,53342,4/20/2000,Certified Pre-Owned,Owned Outright,,Yes,3-Star,2,Yes,No,No,No,No,No,6/01/2014,IL,12/31/2015,0,6f6876cb77eddb62,4,No,Yes,0.28,No,0
VEH-D7WVU3YW87R202FHS,Vehicle,D7WVU3YW87R202FHS,2006,Nissan,Ultima,9,Rideshare,Private Garage,12000,108000,Gasoline,Manual,Minivan,Gold,2.3,4,161,3207,7,Clean,Excellent,13316,38692,8/16/2006,Used,Financed,Chase Auto,No,3-Star,10,Yes,No,No,No,No,No,9/01/2014,IN,12/31/2015,3,6df50fe5550aea70,4,No,No,0.97,No,0
VEH-PV0BLVKZ5XZ2C13SE,Vehicle,PV0BLVKZ5XZ2C13SE,2010,Dodge,RAM,5,Business,Private Garage,18000,90000,Electric,Manual,Minivan,White,4.1,6,252,4867,5,Clean,Excellent,21765,38911,4/13/2010,Used,Financed,Capital One,Yes,3-Star,8,No,No,No,No,No,No,10/01/2014,OH,12/31/2015,3,59d9ebbfa57430c6,0,No,No,0.93,Yes,0
VEH-EVG71VDF368VWS1XC,Vehicle,EVG71VDF368VWS1XC,2015,Ford,F150,0,Commute,On-Street Parking,10000,0,Electric,Manual,Convertible,Green,4.7,6,228,3927,7,Clean,Excellent,27185,37307,6/25/2015,New,Leased,Chase Auto,Yes,5-Star,2,Yes,Yes,No,No,No,No,10/01/2014,IN,12/31/2015,1,dd8cd2d8aeeba374,1,No,No,0.67,No,0
VEH-1EABFVUXHRV4DBP83,Vehicle,1EABFVUXHRV4DBP83,2001,BMW,X5,14,Business,Storage Unit,20000,280000,Gasoline,Automatic,Truck,Gray,3.4,6,303,4531,7,Clean,Excellent,5355,28504,4/6/2001,Used,Financed,Chase Auto,No,Not Rated,10,Yes,No,Yes,No,No,No,1/01/2014,IL,12/31/2015,3,0b53057d845f877d,4,No,No,0.47,No,0
VEH-L8XK76ARH7VK1D814,Vehicle,L8XK76ARH7VK1D814,2007,Saab,93,8,Business,Private Garage,12000,96000,Electric,Automatic,Coupe,White,2.1,8,264,3883,4,Clean,Good,15000,19665,11/24/2007,New,Financed,,Yes,5-Star,6,Yes,No,No,No,No,No,3/01/2014,IN,12/31/2015,2,239a24382ff375da,3,No,No,0.15,No,0
VEH-1FC9A3WRZBW0W4NCK,Vehicle,1FC9A3WRZBW0W4NCK,2001,Ford,F150,14,Personal,Private Garage,15000,210000,Hybrid,CVT,Truck,White,4.5,8,166,5066,5,Clean,Good,4691,24544,7/18/2001,New,Financed,Bank of America,Yes,3-Star,2,No,Yes,Yes,No,No,No,10/01/2014,OH,12/31/2015,3,e7e043473a21715a,5,No,No,0.58,No,0
VEH-YV3WG7GMGY2VG2KJY,Vehicle,YV3WG7GMGY2VG2KJY,1997,Accura,MDX,18,Pleasure Only,Driveway,12000,216000,Flex Fuel,Automatic,Minivan,Gray,4.4,4,192,3225,2,Clean,Good,500,23115,5/5/1997,New,Financed,Capital One,No,Not Rated,2,Yes,Yes,No,No,Yes,No,6/01/2014,IN,12/31/2015,0,1df842b392dc8cdc,0,No,No,0.63,No,0
VEH-D6MPEMXJAZUX6MKFJ,Vehicle,D6MPEMXJAZUX6MKFJ,2002,Suburu,Legacy,13,Rideshare,On-Street Parking,7500,97500,Flex Fuel,Manual,Minivan,Red,1.6,4,130,3269,4,Salvage,Poor,7533,43867,6/13/2002,Used,Financed,Wells Fargo Auto,Yes,5-Star,4,Yes,Yes,Yes,No,No,No,8/01/2014,IL,12/31/2015,3,0f4f82a97d255eb9,5,No,No,0.11,No,0
VEH-7CUXU47BNPNEVHSR7,Vehicle,7CUXU47BNPNEVHSR7,2011,Toyota,Highlander,4,Rideshare,Private Garage,20000,80000,Flex Fuel,Automatic,SUV,Blue,2.3,8,349,5421,5,Clean,Excellent,21302,44646,11/20/2011,New,Financed,,No,Not Rated,2,No,Yes,Yes,No,No,No,3/01/2014,OH,12/31/2015,3,3fa11684f6a4dac0,1,No,No,0.25,No,0
VEH-XK81G7W744D5SJ1P3,Vehicle,XK81G7W744D5SJ1P3,2015,Ford,Fusion,0,Business,Storage Unit,12000,0,Electric,CVT,Coupe,Silver,4.3,4,288,3137,5,Clean,Excellent,31536,12782,12/17/2015,Used,Leased,Bank of America,Yes,5-Star,10,Yes,Yes,Yes,No,No,No,5/01/2014,IL,12/31/2015,2,e8df18f57dae6be2,1,No,No,0.7,No,0
VEH-VY5KGNC2L2FNLSL55,Vehicle,VY5KGNC2L2FNLSL55,2010,BMW,3 Series,5,Commute,Private Garage,5000,25000,Hybrid,Automatic,Sedan,Brown,4.2,4,273,4179,7,Clean,Excellent,22248,43562,11/24/2010,Certified Pre-Owned,Owned Outright,,No,4-Star,6,No,No,No,No,Yes,No,5/01/2014,OH,12/31/2015,0,f839155e12670cbd,4,No,No,0.14,No,0
VEH-G9TDNFNP1MRT4RDDX,Vehicle,G9TDNFNP1MRT4RDDX,2000,Volkswagen,Passat,15,Personal,Private Garage,5000,75000,Hybrid,Automatic,Hatchback,Gray,4.4,8,262,3101,4,Clean,Good,3426,12228,6/3/2000,New,Financed,Wells Fargo Auto,Yes,5-Star,8,Yes,No,No,No,No,No,6/01/2014,IL,12/31/2015,0,93ae856f68ed4994,3,Yes,No,0.17,No,0
VEH-UP1N2DEJDKRYY4X9Y,Vehicle,UP1N2DEJDKRYY4X9Y,2008,Ford,Fusion,7,Pleasure Only,Covered Parking Lot,15000,105000,Electric,Automatic,Coupe,Silver,2.9,6,283,4380,8,Clean,Excellent,17587,33998,3/9/2008,New,Owned Outright,,No,5-Star,6,No,No,Yes,No,No,No,9/01/2014,IL,12/31/2015,2,ed1eeaf7289d2c6e,1,No,No,0.37,No,0
VEH-ZS0HE4AAGX2H65LYD,Vehicle,ZS0HE4AAGX2H65LYD,1999,Nissan,Maxima,16,Business,Private Garage,10000,160000,Hybrid,Manual,SUV,White,3.0,4,450,3944,7,Clean,Excellent,1072,48925,1/17/1999,Certified Pre-Owned,Owned Outright,Wells Fargo Auto,Yes,4-Star,4,Yes,No,No,No,No,No,1/01/2014,IL,12/31/2015,0,861a59e5b4f313ad,4,No,No,0.1,No,0
VEH-3L84EUX95C9DZV13J,Vehicle,3L84EUX95C9DZV13J,1995,Accura,MDX,20,Pleasure Only,Storage Unit,5000,100000,Electric,CVT,Hatchback,White,2.2,8,187,5339,7,Clean,Good,500,36920,12/20/1995,Used,Financed,Chase Auto,Yes,Not Rated,4,Yes,No,Yes,No,No,No,9/01/2014,OH,12/31/2015,1,a0d01c2f3aff92a7,2,No,No,0.18,No,0
