:START_ID,:END_ID,:TYPE,priority,status,ai_score,weight,connection_strength,first_seen_date,last_seen_date,event_time,interaction_count,shared_count
CASE-684193,CLM-684193,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.858,0.3391,0.3077,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-247505,CLM-247505,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.795,0.8037,0.7403,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-259792,CLM-259792,INVESTIGATES_CLAIM,P1 - Critical,Open,0.724,0.7933,0.7121,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-185124,CLM-185124,INVESTIGATES_CLAIM,P2 - High,Under Review,0.883,0.4252,0.3539,08/01/2015,06/01/2015,08/01/2015,1,1
CASE-760700,CLM-760700,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.788,0.8421,0.7761,04/01/2015,07/01/2015,04/01/2015,1,1
CASE-362407,CLM-362407,INVESTIGATES_CLAIM,P2 - High,Open,0.746,0.6905,0.6687,01/01/2015,09/01/2015,01/01/2015,1,1
CASE-389525,CLM-389525,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.744,0.3382,0.3103,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-179538,CLM-179538,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.902,0.3841,0.3085,01/01/2015,04/01/2015,01/01/2015,1,1
CASE-265437,CLM-265437,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.681,0.811,0.7194,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-266247,CLM-266247,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.765,0.4748,0.4033,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-921851,CLM-921851,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.763,0.723,0.7037,05/01/2015,05/01/2015,05/01/2015,1,1
CASE-488724,CLM-488724,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.74,0.6015,0.4934,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-192524,CLM-192524,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.806,0.3678,0.3553,08/01/2015,05/01/2015,08/01/2015,1,1
CASE-338070,CLM-338070,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.75,0.572,0.494,07/01/2015,03/01/2015,07/01/2015,1,1
CASE-865607,CLM-865607,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.737,0.4144,0.3379,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-963285,CLM-963285,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.674,0.3149,0.2815,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-440616,CLM-440616,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.777,0.5255,0.4887,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-463237,CLM-463237,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.732,0.7769,0.6581,06/01/2015,03/01/2015,06/01/2015,1,1
CASE-753452,CLM-753452,INVESTIGATES_CLAIM,P2 - High,Open,0.673,0.4375,0.3885,02/01/2015,06/01/2015,02/01/2015,1,1
CASE-920554,CLM-920554,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.783,0.6182,0.5113,02/01/2015,06/01/2015,02/01/2015,1,1
CASE-594783,CLM-594783,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.783,0.3415,0.331,01/01/2015,09/01/2015,01/01/2015,1,1
CASE-725330,CLM-725330,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.709,0.4884,0.4782,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-979336,CLM-979336,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.817,0.6271,0.5317,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-865201,CLM-865201,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.714,0.8335,0.7666,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-140977,CLM-140977,INVESTIGATES_CLAIM,P2 - High,Under Review,0.853,0.7832,0.6268,03/01/2015,04/01/2015,03/01/2015,1,1
CASE-787351,CLM-787351,INVESTIGATES_CLAIM,P2 - High,Open,0.662,0.6498,0.5704,06/01/2015,06/01/2015,06/01/2015,1,1
CASE-272330,CLM-272330,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.847,0.7546,0.6502,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-728025,CLM-728025,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.811,0.8333,0.7745,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-804608,CLM-804608,INVESTIGATES_CLAIM,P2 - High,Under Review,0.83,0.5379,0.4806,03/01/2015,09/01/2015,03/01/2015,1,1
CASE-718829,CLM-718829,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.685,0.6032,0.5403,02/01/2015,08/01/2015,02/01/2015,1,1
CASE-331170,CLM-331170,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.772,0.8771,0.7623,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-753056,CLM-753056,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.772,0.4407,0.3932,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-910365,CLM-910365,INVESTIGATES_CLAIM,P2 - High,Open,0.79,0.7685,0.7329,03/01/2015,04/01/2015,03/01/2015,1,1
CASE-379268,CLM-379268,INVESTIGATES_CLAIM,P1 - Critical,Open,0.721,0.4123,0.3462,09/01/2015,05/01/2015,09/01/2015,1,1
CASE-135400,CLM-135400,INVESTIGATES_CLAIM,P2 - High,Open,0.719,0.4721,0.3858,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-798579,CLM-798579,INVESTIGATES_CLAIM,P2 - High,Under Review,0.854,0.5164,0.4274,06/01/2015,02/01/2015,06/01/2015,1,1
CASE-250833,CLM-250833,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.856,0.3448,0.3231,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-824116,CLM-824116,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.757,0.5155,0.4457,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-322613,CLM-322613,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.809,0.4923,0.4175,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-871305,CLM-871305,INVESTIGATES_CLAIM,P2 - High,Under Review,0.776,0.8186,0.6589,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-485813,CLM-485813,INVESTIGATES_CLAIM,P2 - High,Open,0.656,0.6358,0.534,01/01/2015,04/01/2015,01/01/2015,1,1
CASE-907113,CLM-907113,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.836,0.4139,0.403,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-833321,CLM-833321,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.713,0.3641,0.3158,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-521592,CLM-521592,INVESTIGATES_CLAIM,P1 - Critical,Open,0.634,0.3576,0.3135,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-254837,CLM-254837,INVESTIGATES_CLAIM,P1 - Critical,Open,0.668,0.6916,0.6795,05/01/2015,04/01/2015,05/01/2015,1,1
CASE-574707,CLM-574707,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.82,0.332,0.2932,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-149601,CLM-149601,INVESTIGATES_CLAIM,P2 - High,Open,0.673,0.721,0.641,06/01/2015,03/01/2015,06/01/2015,1,1
CASE-630683,CLM-630683,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.848,0.6278,0.5338,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-500639,CLM-500639,INVESTIGATES_CLAIM,P1 - Critical,Open,0.816,0.7466,0.7318,07/01/2015,03/01/2015,07/01/2015,1,1
CASE-352120,CLM-352120,INVESTIGATES_CLAIM,P2 - High,Open,0.861,0.617,0.5172,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-569245,CLM-569245,INVESTIGATES_CLAIM,P2 - High,Open,0.684,0.5526,0.5422,01/01/2015,08/01/2015,01/01/2015,1,1
CASE-907012,CLM-907012,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.717,0.4581,0.3729,06/01/2015,09/01/2015,06/01/2015,1,1
CASE-700074,CLM-700074,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.815,0.8614,0.7064,08/01/2015,04/01/2015,08/01/2015,1,1
CASE-866805,CLM-866805,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.745,0.3408,0.2789,03/01/2015,05/01/2015,03/01/2015,1,1
CASE-951863,CLM-951863,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.789,0.884,0.7805,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-211578,CLM-211578,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.592,0.4634,0.3917,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-357394,CLM-357394,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.733,0.3093,0.2654,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-596914,CLM-596914,INVESTIGATES_CLAIM,P1 - Critical,Open,0.659,0.8243,0.7484,03/01/2015,03/01/2015,03/01/2015,1,1
CASE-797636,CLM-797636,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.785,0.6262,0.5998,03/01/2015,09/01/2015,03/01/2015,1,1
CASE-326180,CLM-326180,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.609,0.8643,0.7435,01/01/2015,02/01/2015,01/01/2015,1,1
CASE-620075,CLM-620075,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.749,0.5567,0.4611,03/01/2015,09/01/2015,03/01/2015,1,1
CASE-965187,CLM-965187,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.78,0.894,0.8325,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-728839,CLM-728839,INVESTIGATES_CLAIM,P2 - High,Open,0.794,0.5754,0.483,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-771509,CLM-771509,INVESTIGATES_CLAIM,P3 - Medium,Escalated to SIU,0.682,0.6733,0.5882,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-264221,CLM-264221,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.799,0.412,0.4024,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-602704,CLM-602704,INVESTIGATES_CLAIM,P2 - High,Under Review,0.803,0.5997,0.4819,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-672416,CLM-672416,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.751,0.8067,0.7874,09/01/2015,08/01/2015,09/01/2015,1,1
CASE-545506,CLM-545506,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.765,0.3309,0.3054,04/01/2015,02/01/2015,04/01/2015,1,1
CASE-777533,CLM-777533,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.896,0.8717,0.8711,01/01/2015,02/01/2015,01/01/2015,1,1
CASE-953334,CLM-953334,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.886,0.4521,0.4197,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-990998,CLM-990998,INVESTIGATES_CLAIM,P1 - Critical,Open,0.875,0.5744,0.5346,04/01/2015,04/01/2015,04/01/2015,1,1
CASE-982678,CLM-982678,INVESTIGATES_CLAIM,P2 - High,Open,0.708,0.6177,0.5326,08/01/2015,05/01/2015,08/01/2015,1,1
CASE-646069,CLM-646069,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.832,0.3222,0.2944,01/01/2015,01/01/2015,01/01/2015,1,1
CASE-331683,CLM-331683,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.73,0.5395,0.4582,02/01/2015,03/01/2015,02/01/2015,1,1
CASE-364055,CLM-364055,INVESTIGATES_CLAIM,P2 - High,Open,0.891,0.3919,0.3414,04/01/2015,01/01/2015,04/01/2015,1,1
CASE-521854,CLM-521854,INVESTIGATES_CLAIM,P2 - High,Under Review,0.888,0.3165,0.2773,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-737252,CLM-737252,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.806,0.7715,0.6701,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-344480,CLM-344480,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.767,0.7361,0.7153,01/01/2015,07/01/2015,01/01/2015,1,1
CASE-898519,CLM-898519,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.919,0.8002,0.7537,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-957816,CLM-957816,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.755,0.5355,0.4747,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-175960,CLM-175960,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.811,0.3041,0.2486,01/01/2015,05/01/2015,01/01/2015,1,1
CASE-489618,CLM-489618,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.854,0.6892,0.6066,04/01/2015,06/01/2015,04/01/2015,1,1
CASE-717044,CLM-717044,INVESTIGATES_CLAIM,P2 - High,Open,0.81,0.4852,0.4288,03/01/2015,08/01/2015,03/01/2015,1,1
CASE-101421,CLM-101421,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.692,0.6757,0.6631,05/01/2015,05/01/2015,05/01/2015,1,1
CASE-793948,CLM-793948,INVESTIGATES_CLAIM,P2 - High,Open,0.789,0.823,0.6906,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-737483,CLM-737483,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.83,0.5164,0.4217,04/01/2015,08/01/2015,04/01/2015,1,1
CASE-695117,CLM-695117,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.548,0.8154,0.8036,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-167466,CLM-167466,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.896,0.3831,0.3314,04/01/2015,09/01/2015,04/01/2015,1,1
CASE-664732,CLM-664732,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.75,0.8337,0.6976,08/01/2015,05/01/2015,08/01/2015,1,1
CASE-143038,CLM-143038,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.883,0.768,0.7303,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-979963,CLM-979963,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.6,0.7672,0.6346,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-219028,CLM-219028,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.73,0.4327,0.3582,07/01/2015,01/01/2015,07/01/2015,1,1
CASE-130156,CLM-130156,INVESTIGATES_CLAIM,P2 - High,Under Review,0.77,0.5007,0.4331,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-762951,CLM-762951,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.761,0.5502,0.464,08/01/2015,01/01/2015,08/01/2015,1,1
CASE-376879,CLM-376879,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.722,0.677,0.5834,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-599031,CLM-599031,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.806,0.8159,0.7604,07/01/2015,02/01/2015,07/01/2015,1,1
CASE-676255,CLM-676255,INVESTIGATES_CLAIM,P1 - Critical,Open,0.707,0.5597,0.5289,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-985446,CLM-985446,INVESTIGATES_CLAIM,P1 - Critical,Open,0.938,0.3332,0.3215,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-884180,CLM-884180,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.805,0.8912,0.8191,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-571462,CLM-571462,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.642,0.516,0.4915,04/01/2015,03/01/2015,04/01/2015,1,1
CASE-815883,CLM-815883,INVESTIGATES_CLAIM,P2 - High,Open,0.811,0.8907,0.8138,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-258265,CLM-258265,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.701,0.6705,0.6319,05/01/2015,05/01/2015,05/01/2015,1,1
CASE-569714,CLM-569714,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.887,0.8007,0.736,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-180008,CLM-180008,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.803,0.8115,0.7151,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-633375,CLM-633375,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.81,0.6864,0.6828,09/01/2015,05/01/2015,09/01/2015,1,1
CASE-556538,CLM-556538,INVESTIGATES_CLAIM,P1 - Critical,Open,0.643,0.7177,0.6396,05/01/2015,01/01/2015,05/01/2015,1,1
CASE-963761,CLM-963761,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.95,0.5569,0.5068,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-753005,CLM-753005,INVESTIGATES_CLAIM,P2 - High,Open,0.779,0.5908,0.5906,07/01/2015,02/01/2015,07/01/2015,1,1
CASE-454758,CLM-454758,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.684,0.8348,0.7048,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-698589,CLM-698589,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.775,0.4277,0.3572,09/01/2015,03/01/2015,09/01/2015,1,1
CASE-330119,CLM-330119,INVESTIGATES_CLAIM,P3 - Medium,Open,0.603,0.7827,0.7309,09/01/2015,02/01/2015,09/01/2015,1,1
CASE-927354,CLM-927354,INVESTIGATES_CLAIM,P3 - Medium,Closed - Cleared,0.636,0.6438,0.5789,01/01/2015,06/01/2015,01/01/2015,1,1
CASE-231508,CLM-231508,INVESTIGATES_CLAIM,P1 - Critical,Open,0.762,0.8804,0.8768,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-305758,CLM-305758,INVESTIGATES_CLAIM,P1 - Critical,Open,0.684,0.6502,0.5706,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-950542,CLM-950542,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.656,0.856,0.6859,06/01/2015,03/01/2015,06/01/2015,1,1
CASE-291544,CLM-291544,INVESTIGATES_CLAIM,P3 - Medium,Under Review,0.696,0.485,0.43,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-388616,CLM-388616,INVESTIGATES_CLAIM,P1 - Critical,Open,0.724,0.4599,0.376,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-577992,CLM-577992,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.696,0.577,0.4843,07/01/2015,03/01/2015,07/01/2015,1,1
CASE-342830,CLM-342830,INVESTIGATES_CLAIM,P2 - High,Under Review,0.711,0.8258,0.7749,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-491170,CLM-491170,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.781,0.806,0.7716,09/01/2015,05/01/2015,09/01/2015,1,1
CASE-175553,CLM-175553,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.949,0.325,0.3016,06/01/2015,04/01/2015,06/01/2015,1,1
CASE-439341,CLM-439341,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.829,0.4144,0.3583,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-221186,CLM-221186,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.849,0.8218,0.6642,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-868031,CLM-868031,INVESTIGATES_CLAIM,P1 - Critical,Pending Evidence,0.756,0.3496,0.3012,06/01/2015,05/01/2015,06/01/2015,1,1
CASE-744557,CLM-744557,INVESTIGATES_CLAIM,P2 - High,Open,0.777,0.7744,0.7713,07/01/2015,06/01/2015,07/01/2015,1,1
CASE-159536,CLM-159536,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.789,0.7656,0.6895,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-727109,CLM-727109,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.756,0.7392,0.5926,06/01/2015,02/01/2015,06/01/2015,1,1
CASE-155604,CLM-155604,INVESTIGATES_CLAIM,P2 - High,Under Review,0.85,0.859,0.8498,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-608443,CLM-608443,INVESTIGATES_CLAIM,P1 - Critical,Open,0.657,0.7848,0.7675,03/01/2015,05/01/2015,03/01/2015,1,1
CASE-117862,CLM-117862,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.946,0.311,0.2497,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-991553,CLM-991553,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.799,0.3748,0.3298,03/01/2015,09/01/2015,03/01/2015,1,1
CASE-378587,CLM-378587,INVESTIGATES_CLAIM,P1 - Critical,Open,0.817,0.3829,0.3172,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-420948,CLM-420948,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.875,0.5536,0.5131,04/01/2015,06/01/2015,04/01/2015,1,1
CASE-457188,CLM-457188,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.784,0.769,0.7626,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-118236,CLM-118236,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.636,0.5983,0.5565,07/01/2015,04/01/2015,07/01/2015,1,1
CASE-987524,CLM-987524,INVESTIGATES_CLAIM,P2 - High,Under Review,0.811,0.8456,0.7731,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-524215,CLM-524215,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.741,0.7616,0.6478,03/01/2015,07/01/2015,03/01/2015,1,1
CASE-913464,CLM-913464,INVESTIGATES_CLAIM,P2 - High,Open,0.74,0.4851,0.4721,09/01/2015,06/01/2015,09/01/2015,1,1
CASE-398484,CLM-398484,INVESTIGATES_CLAIM,P3 - Medium,Closed - Fraud Confirmed,0.695,0.4507,0.4215,06/01/2015,08/01/2015,06/01/2015,1,1
CASE-752504,CLM-752504,INVESTIGATES_CLAIM,P1 - Critical,Open,0.686,0.6914,0.5705,02/01/2015,05/01/2015,02/01/2015,1,1
CASE-449263,CLM-449263,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.938,0.401,0.3969,07/01/2015,08/01/2015,07/01/2015,1,1
CASE-686522,CLM-686522,INVESTIGATES_CLAIM,P1 - Critical,Open,0.783,0.3604,0.3336,06/01/2015,01/01/2015,06/01/2015,1,1
CASE-670142,CLM-670142,INVESTIGATES_CLAIM,P2 - High,Open,0.782,0.788,0.6621,03/01/2015,02/01/2015,03/01/2015,1,1
CASE-607687,CLM-607687,INVESTIGATES_CLAIM,P2 - High,Open,0.693,0.6485,0.6392,03/01/2015,05/01/2015,03/01/2015,1,1
CASE-967713,CLM-967713,INVESTIGATES_CLAIM,P2 - High,Escalated to SIU,0.894,0.3785,0.3735,09/01/2015,09/01/2015,09/01/2015,1,1
CASE-291902,CLM-291902,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.764,0.6888,0.5741,08/01/2015,08/01/2015,08/01/2015,1,1
CASE-149839,CLM-149839,INVESTIGATES_CLAIM,P2 - High,Closed - Cleared,0.737,0.7571,0.7469,04/01/2015,02/01/2015,04/01/2015,1,1
CASE-840225,CLM-840225,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.902,0.3802,0.3597,06/01/2015,03/01/2015,06/01/2015,1,1
CASE-643226,CLM-643226,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.52,0.591,0.495,02/01/2015,01/01/2015,02/01/2015,1,1
CASE-535879,CLM-535879,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.788,0.4153,0.4048,02/01/2015,09/01/2015,02/01/2015,1,1
CASE-746630,CLM-746630,INVESTIGATES_CLAIM,P1 - Critical,Under Review,0.641,0.6794,0.6722,09/01/2015,04/01/2015,09/01/2015,1,1
CASE-598308,CLM-598308,INVESTIGATES_CLAIM,P1 - Critical,Escalated to SIU,0.734,0.6313,0.5381,08/01/2015,04/01/2015,08/01/2015,1,1
CASE-724752,CLM-724752,INVESTIGATES_CLAIM,P2 - High,Under Review,0.649,0.7697,0.664,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-110122,CLM-110122,INVESTIGATES_CLAIM,P1 - Critical,Open,0.691,0.869,0.7447,09/01/2015,03/01/2015,09/01/2015,1,1
CASE-281388,CLM-281388,INVESTIGATES_CLAIM,P1 - Critical,Open,0.809,0.7733,0.6786,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-728600,CLM-728600,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.782,0.3045,0.2691,04/01/2015,06/01/2015,04/01/2015,1,1
CASE-231548,CLM-231548,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.623,0.8437,0.7843,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-531160,CLM-531160,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.673,0.6223,0.5934,02/01/2015,02/01/2015,02/01/2015,1,1
CASE-889003,CLM-889003,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.776,0.3586,0.3307,05/01/2015,08/01/2015,05/01/2015,1,1
CASE-193213,CLM-193213,INVESTIGATES_CLAIM,P1 - Critical,Closed - Cleared,0.793,0.4579,0.406,05/01/2015,09/01/2015,05/01/2015,1,1
CASE-125591,CLM-125591,INVESTIGATES_CLAIM,P2 - High,Closed - Fraud Confirmed,0.651,0.8869,0.8264,09/01/2015,07/01/2015,09/01/2015,1,1
CASE-227244,CLM-227244,INVESTIGATES_CLAIM,P1 - Critical,Closed - Fraud Confirmed,0.838,0.4499,0.395,08/01/2015,09/01/2015,08/01/2015,1,1
CASE-354455,CLM-354455,INVESTIGATES_CLAIM,P2 - High,Under Review,0.848,0.6204,0.5744,08/01/2015,02/01/2015,08/01/2015,1,1
CASE-601042,CLM-601042,INVESTIGATES_CLAIM,P2 - High,Under Review,0.761,0.761,0.7499,08/01/2015,03/01/2015,08/01/2015,1,1
CASE-433663,CLM-433663,INVESTIGATES_CLAIM,P1 - Critical,Open,0.787,0.3078,0.27,05/01/2015,07/01/2015,05/01/2015,1,1
CASE-471938,CLM-471938,INVESTIGATES_CLAIM,P1 - Critical,Open,0.773,0.4852,0.438,08/01/2015,07/01/2015,08/01/2015,1,1
CASE-564654,CLM-564654,INVESTIGATES_CLAIM,P2 - High,Pending Evidence,0.769,0.4301,0.4051,07/01/2015,07/01/2015,07/01/2015,1,1
CASE-573572,CLM-573572,INVESTIGATES_CLAIM,P2 - High,Open,0.771,0.4177,0.3346,04/01/2015,02/01/2015,04/01/2015,1,1
