:ID,:LABEL,entity_id,entity_type,degree_centrality,betweenness_centrality,pagerank_score,community_id,ring_suspicion_score,neighbor_fraud_rate,hop_2_fraud_count,shared_entity_count,claim_velocity_score,network_repeat_score,closed_loop_flag,cross_role_flag,computed_at
NF-CLM-398102,NetworkFeature,CLM-398102,Claim,0.25,0.1896,0.1733,,0.358,0.087,0,1,0.0,0.24,No,No,2015-03-01
NF-CLM-514065,NetworkFeature,CLM-514065,Claim,0.25,0.2535,0.258,,0.379,0.197,1,3,0.31,0.49,No,No,2015-03-01
NF-CLM-391652,NetworkFeature,CLM-391652,Claim,0.25,0.4947,0.8827,RING-017,0.766,0.597,7,7,0.88,0.9,No,No,2015-03-01
NF-CLM-922167,NetworkFeature,CLM-922167,Claim,0.25,0.1733,0.396,,0.251,0.263,2,2,0.37,0.18,No,No,2015-03-01
NF-CLM-442795,NetworkFeature,CLM-442795,Claim,0.4,0.6207,0.5445,RING-009,0.657,0.55,5,5,0.57,0.81,No,No,2015-03-01
NF-CLM-226330,NetworkFeature,CLM-226330,Claim,0.2,0.2049,0.0561,,0.04,0.185,2,2,0.4,0.26,No,No,2015-03-01
NF-CLM-134430,NetworkFeature,CLM-134430,Claim,0.25,0.149,0.0956,,0.003,0.085,3,2,0.38,0.04,No,No,2015-03-01
NF-CLM-524230,NetworkFeature,CLM-524230,Claim,0.25,0.8026,0.8062,RING-002,0.799,0.891,10,4,0.54,0.9,No,No,2015-03-01
NF-CLM-438817,NetworkFeature,CLM-438817,Claim,0.25,0.0551,0.0125,,0.191,0.083,3,3,0.17,0.09,No,No,2015-03-01
NF-CLM-293794,NetworkFeature,CLM-293794,Claim,0.3,0.3053,0.0434,,0.192,0.154,2,2,0.37,0.13,No,No,2015-03-01
NF-CLM-868283,NetworkFeature,CLM-868283,Claim,0.2,0.3528,0.0913,,0.028,0.177,3,0,0.08,0.27,No,No,2015-03-01
NF-CLM-828890,NetworkFeature,CLM-828890,Claim,0.35,0.1432,0.0711,,0.246,0.247,1,1,0.39,0.3,No,No,2015-03-01
NF-CLM-882920,NetworkFeature,CLM-882920,Claim,0.3,0.3859,0.3259,,0.119,0.291,1,0,0.09,0.42,No,No,2015-03-01
NF-CLM-918777,NetworkFeature,CLM-918777,Claim,0.25,0.0312,0.3505,,0.117,0.261,0,3,0.35,0.42,No,No,2015-03-01
NF-CLM-212580,NetworkFeature,CLM-212580,Claim,0.25,0.2623,0.0446,,0.056,0.155,3,3,0.18,0.35,No,No,2015-03-01
NF-CLM-602410,NetworkFeature,CLM-602410,Claim,0.2,0.8222,0.8092,RING-012,0.853,0.582,8,5,0.99,0.61,No,Yes,2015-03-01
NF-CLM-976971,NetworkFeature,CLM-976971,Claim,0.25,0.3049,0.0319,,0.255,0.146,2,1,0.27,0.25,No,No,2015-03-01
NF-CLM-630226,NetworkFeature,CLM-630226,Claim,0.2,0.2136,0.4356,,0.227,0.03,0,0,0.27,0.48,No,No,2015-03-01
NF-CLM-171254,NetworkFeature,CLM-171254,Claim,0.15,0.1009,0.0897,,0.048,0.264,0,3,0.33,0.25,No,No,2015-03-01
NF-CLM-247116,NetworkFeature,CLM-247116,Claim,0.25,0.2568,0.461,,0.051,0.124,2,2,0.27,0.21,No,No,2015-03-01
NF-CLM-505969,NetworkFeature,CLM-505969,Claim,0.25,0.2095,0.1693,,0.28,0.109,2,2,0.24,0.02,No,No,2015-03-01
NF-CLM-653864,NetworkFeature,CLM-653864,Claim,0.15,0.0539,0.1149,,0.014,0.123,3,3,0.35,0.17,No,No,2015-03-01
NF-CLM-586367,NetworkFeature,CLM-586367,Claim,0.35,0.0879,0.3583,,0.193,0.047,2,0,0.3,0.34,No,No,2015-03-01
NF-CLM-896890,NetworkFeature,CLM-896890,Claim,0.2,0.1541,0.1308,,0.391,0.104,0,0,0.31,0.32,No,No,2015-03-01
NF-CLM-650026,NetworkFeature,CLM-650026,Claim,0.3,0.1604,0.2307,,0.383,0.163,2,1,0.26,0.3,No,No,2015-03-01
NF-CLM-547744,NetworkFeature,CLM-547744,Claim,0.1,0.386,0.7691,RING-002,0.861,0.516,5,4,0.63,0.78,Yes,No,2015-03-01
NF-CLM-598124,NetworkFeature,CLM-598124,Claim,0.4,0.0,0.0437,,0.248,0.213,2,3,0.4,0.13,No,No,2015-03-01
NF-CLM-436126,NetworkFeature,CLM-436126,Claim,0.4,0.3336,0.1859,,0.164,0.059,3,3,0.38,0.18,No,No,2015-03-01
NF-CLM-739447,NetworkFeature,CLM-739447,Claim,0.1,0.2685,0.3219,,0.25,0.012,1,0,0.2,0.3,No,No,2015-03-01
NF-CLM-427484,NetworkFeature,CLM-427484,Claim,0.2,0.1012,0.1591,,0.255,0.238,1,3,0.23,0.49,No,No,2015-03-01
NF-CLM-218684,NetworkFeature,CLM-218684,Claim,0.25,0.0788,0.4276,,0.164,0.16,1,3,0.36,0.34,No,No,2015-03-01
NF-CLM-565564,NetworkFeature,CLM-565564,Claim,0.35,0.3528,0.1432,,0.332,0.165,1,1,0.06,0.37,No,No,2015-03-01
NF-CLM-743163,NetworkFeature,CLM-743163,Claim,0.2,0.7997,0.8133,RING-018,0.947,0.801,4,7,0.55,0.74,No,No,2015-03-01
NF-CLM-604614,NetworkFeature,CLM-604614,Claim,0.35,0.0877,0.8324,,0.117,0.616,0,8,0.85,0.61,Yes,No,2015-03-01
NF-CLM-509928,NetworkFeature,CLM-509928,Claim,0.3,0.0701,0.5914,,0.239,0.402,1,6,0.9,0.93,Yes,Yes,2015-03-01
NF-CLM-593390,NetworkFeature,CLM-593390,Claim,0.25,0.1987,0.306,,0.188,0.058,3,0,0.29,0.16,No,No,2015-03-01
NF-CLM-970607,NetworkFeature,CLM-970607,Claim,0.15,0.3576,0.3332,,0.332,0.283,2,3,0.24,0.2,No,No,2015-03-01
NF-CLM-174701,NetworkFeature,CLM-174701,Claim,0.25,0.6023,0.863,RING-006,0.534,0.846,4,3,0.67,0.92,No,No,2015-03-01
NF-CLM-529398,NetworkFeature,CLM-529398,Claim,0.25,0.1644,0.0812,,0.315,0.285,2,2,0.21,0.19,No,No,2015-03-01
NF-CLM-940942,NetworkFeature,CLM-940942,Claim,0.4,0.1141,0.6699,,0.108,0.781,3,3,0.74,0.6,No,No,2015-03-01
NF-CLM-442677,NetworkFeature,CLM-442677,Claim,0.25,0.152,0.1863,,0.274,0.098,0,3,0.09,0.46,No,No,2015-03-01
NF-CLM-365364,NetworkFeature,CLM-365364,Claim,0.15,0.1523,0.0541,,0.325,0.114,0,3,0.03,0.23,No,No,2015-03-01
NF-CLM-114839,NetworkFeature,CLM-114839,Claim,0.25,0.003,0.1228,,0.034,0.04,2,3,0.15,0.13,No,No,2015-03-01
NF-CLM-872734,NetworkFeature,CLM-872734,Claim,0.45,0.3102,0.1699,,0.15,0.063,1,1,0.21,0.46,No,No,2015-03-01
NF-CLM-267885,NetworkFeature,CLM-267885,Claim,0.35,0.0973,0.4596,,0.181,0.085,0,1,0.01,0.08,No,No,2015-03-01
NF-CLM-740505,NetworkFeature,CLM-740505,Claim,0.1,0.2406,0.3882,,0.125,0.147,0,1,0.08,0.2,No,No,2015-03-01
NF-CLM-629663,NetworkFeature,CLM-629663,Claim,0.2,0.6237,0.7885,RING-007,0.685,0.483,8,4,0.95,0.67,No,No,2015-03-01
NF-CLM-839884,NetworkFeature,CLM-839884,Claim,0.3,0.3197,0.4502,,0.336,0.297,2,3,0.36,0.32,No,No,2015-03-01
NF-CLM-241562,NetworkFeature,CLM-241562,Claim,0.3,0.3976,0.1887,,0.238,0.262,2,1,0.33,0.23,No,No,2015-03-01
NF-CLM-405533,NetworkFeature,CLM-405533,Claim,0.3,0.2374,0.4999,,0.003,0.14,0,2,0.06,0.48,No,No,2015-03-01
NF-CLM-667021,NetworkFeature,CLM-667021,Claim,0.3,0.0781,0.1007,,0.208,0.075,2,2,0.19,0.36,No,No,2015-03-01
NF-CLM-511621,NetworkFeature,CLM-511621,Claim,0.2,0.2902,0.4369,,0.141,0.03,1,3,0.37,0.44,No,No,2015-03-01
NF-CLM-476923,NetworkFeature,CLM-476923,Claim,0.1,0.1239,0.0656,,0.076,0.046,2,2,0.02,0.37,No,No,2015-03-01
NF-CLM-735822,NetworkFeature,CLM-735822,Claim,0.4,0.1962,0.7262,,0.34,0.885,2,7,0.79,0.76,No,No,2015-03-01
NF-CLM-492745,NetworkFeature,CLM-492745,Claim,0.15,0.026,0.0854,,0.189,0.288,1,0,0.12,0.3,No,No,2015-03-01
NF-CLM-130930,NetworkFeature,CLM-130930,Claim,0.3,0.2132,0.415,,0.183,0.153,1,1,0.1,0.46,No,No,2015-03-01
NF-CLM-261119,NetworkFeature,CLM-261119,Claim,0.3,0.1798,0.5827,,0.057,0.789,3,3,0.58,0.76,No,No,2015-03-01
NF-CLM-280709,NetworkFeature,CLM-280709,Claim,0.3,0.0788,0.0896,,0.239,0.058,1,2,0.14,0.45,No,No,2015-03-01
NF-CLM-898573,NetworkFeature,CLM-898573,Claim,0.25,0.0493,0.3545,,0.032,0.098,0,2,0.25,0.45,No,No,2015-03-01
NF-CLM-547802,NetworkFeature,CLM-547802,Claim,0.15,0.1589,0.1575,,0.251,0.207,0,3,0.25,0.07,No,No,2015-03-01
NF-CLM-600845,NetworkFeature,CLM-600845,Claim,0.15,0.3535,0.9513,,0.202,0.445,3,2,0.62,0.73,No,Yes,2015-03-01
NF-CLM-390381,NetworkFeature,CLM-390381,Claim,0.15,0.0041,0.3719,,0.123,0.12,0,2,0.07,0.08,No,No,2015-03-01
NF-CLM-629918,NetworkFeature,CLM-629918,Claim,0.25,0.1229,0.0265,,0.389,0.195,2,0,0.34,0.45,No,No,2015-03-01
NF-CLM-208298,NetworkFeature,CLM-208298,Claim,0.15,0.349,0.2615,,0.263,0.093,0,2,0.3,0.09,No,No,2015-03-01
NF-CLM-513099,NetworkFeature,CLM-513099,Claim,0.35,0.5327,0.669,RING-020,0.935,0.597,3,5,0.89,0.96,Yes,No,2015-03-01
NF-CLM-184938,NetworkFeature,CLM-184938,Claim,0.3,0.3234,0.1716,,0.33,0.168,3,0,0.35,0.03,No,No,2015-03-01
NF-CLM-187775,NetworkFeature,CLM-187775,Claim,0.15,0.7972,0.876,RING-018,0.945,0.855,8,4,0.87,0.61,No,Yes,2015-03-01
NF-CLM-326322,NetworkFeature,CLM-326322,Claim,0.25,0.0342,0.0293,,0.191,0.17,3,1,0.2,0.37,No,No,2015-03-01
NF-CLM-146138,NetworkFeature,CLM-146138,Claim,0.3,0.1216,0.4617,,0.362,0.062,1,1,0.13,0.49,No,No,2015-03-01
NF-CLM-336047,NetworkFeature,CLM-336047,Claim,0.2,0.6662,0.8001,RING-017,0.515,0.558,10,4,0.79,0.91,No,No,2015-03-01
NF-CLM-532330,NetworkFeature,CLM-532330,Claim,0.3,0.713,0.9377,RING-005,0.744,0.805,10,2,0.7,0.85,No,Yes,2015-03-01
NF-CLM-118137,NetworkFeature,CLM-118137,Claim,0.2,0.3919,0.1163,,0.312,0.183,2,2,0.09,0.33,No,No,2015-03-01
NF-CLM-212674,NetworkFeature,CLM-212674,Claim,0.4,0.0759,0.5532,,0.296,0.405,2,6,0.63,0.89,Yes,Yes,2015-03-01
NF-CLM-935596,NetworkFeature,CLM-935596,Claim,0.3,0.5,0.7097,RING-002,0.84,0.562,3,4,0.69,0.67,No,No,2015-03-01
NF-CLM-737593,NetworkFeature,CLM-737593,Claim,0.2,0.3432,0.4121,,0.232,0.031,2,1,0.05,0.04,No,No,2015-03-01
NF-CLM-812025,NetworkFeature,CLM-812025,Claim,0.2,0.0174,0.255,,0.139,0.277,3,2,0.32,0.36,No,No,2015-03-01
NF-CLM-168151,NetworkFeature,CLM-168151,Claim,0.3,0.462,0.9659,RING-015,0.94,0.894,10,2,0.77,0.53,No,Yes,2015-03-01
NF-CLM-594739,NetworkFeature,CLM-594739,Claim,0.35,0.1536,0.1221,,0.025,0.243,3,1,0.39,0.0,No,No,2015-03-01
NF-CLM-843227,NetworkFeature,CLM-843227,Claim,0.35,0.2008,0.6569,,0.347,0.722,0,6,0.54,0.99,Yes,No,2015-03-01
NF-CLM-283925,NetworkFeature,CLM-283925,Claim,0.25,0.2002,0.2624,,0.083,0.056,3,2,0.34,0.34,No,No,2015-03-01
NF-CLM-475588,NetworkFeature,CLM-475588,Claim,0.1,0.6897,0.8872,RING-005,0.595,0.757,7,4,0.71,0.93,No,Yes,2015-03-01
NF-CLM-751905,NetworkFeature,CLM-751905,Claim,0.25,0.8522,0.9101,RING-004,0.737,0.736,4,5,0.72,0.83,No,No,2015-03-01
NF-CLM-226725,NetworkFeature,CLM-226725,Claim,0.15,0.2593,0.1715,,0.164,0.041,0,0,0.24,0.09,No,No,2015-03-01
NF-CLM-942504,NetworkFeature,CLM-942504,Claim,0.25,0.366,0.3077,,0.247,0.143,0,2,0.19,0.08,No,No,2015-03-01
NF-CLM-395572,NetworkFeature,CLM-395572,Claim,0.15,0.1526,0.3315,,0.107,0.264,2,2,0.33,0.11,No,No,2015-03-01
NF-CLM-889883,NetworkFeature,CLM-889883,Claim,0.25,0.6193,0.6492,RING-002,0.863,0.849,4,8,0.94,0.72,No,No,2015-03-01
NF-CLM-818167,NetworkFeature,CLM-818167,Claim,0.15,0.0212,0.232,,0.346,0.144,2,0,0.0,0.43,No,No,2015-03-01
NF-CLM-277767,NetworkFeature,CLM-277767,Claim,0.35,0.2338,0.2841,,0.389,0.186,0,2,0.29,0.35,No,No,2015-03-01
NF-CLM-842618,NetworkFeature,CLM-842618,Claim,0.3,0.1133,0.0494,,0.087,0.045,1,3,0.1,0.21,No,No,2015-03-01
NF-CLM-577810,NetworkFeature,CLM-577810,Claim,0.3,0.1046,0.2496,,0.122,0.267,1,0,0.05,0.04,No,No,2015-03-01
NF-CLM-873114,NetworkFeature,CLM-873114,Claim,0.15,0.1481,0.0443,,0.286,0.177,2,2,0.0,0.31,No,No,2015-03-01
NF-CLM-994538,NetworkFeature,CLM-994538,Claim,0.2,0.3117,0.6166,RING-002,0.886,0.412,8,8,0.62,0.54,Yes,No,2015-03-01
NF-CLM-727792,NetworkFeature,CLM-727792,Claim,0.15,0.0926,0.3937,,0.142,0.1,1,3,0.31,0.37,No,No,2015-03-01
NF-CLM-522506,NetworkFeature,CLM-522506,Claim,0.2,0.3772,0.3072,,0.258,0.162,3,3,0.3,0.29,No,No,2015-03-01
NF-CLM-367595,NetworkFeature,CLM-367595,Claim,0.25,0.0746,0.219,,0.348,0.136,3,0,0.28,0.13,No,No,2015-03-01
NF-CLM-586104,NetworkFeature,CLM-586104,Claim,0.35,0.2724,0.2017,,0.383,0.107,0,0,0.26,0.11,No,No,2015-03-01
NF-CLM-424862,NetworkFeature,CLM-424862,Claim,0.25,0.5712,0.7472,RING-019,0.912,0.664,4,2,0.7,0.73,No,No,2015-03-01
NF-CLM-512813,NetworkFeature,CLM-512813,Claim,0.3,0.2545,0.735,,0.13,0.711,3,4,0.96,0.73,Yes,Yes,2015-03-01
NF-CLM-356768,NetworkFeature,CLM-356768,Claim,0.3,0.3064,0.2818,,0.311,0.03,0,1,0.19,0.44,No,No,2015-03-01
NF-CLM-330506,NetworkFeature,CLM-330506,Claim,0.3,0.1134,0.3207,,0.173,0.219,0,3,0.33,0.01,No,No,2015-03-01
NF-CLM-779075,NetworkFeature,CLM-779075,Claim,0.2,0.2452,0.5918,,0.153,0.779,1,4,0.64,0.55,No,No,2015-03-01
NF-CLM-799501,NetworkFeature,CLM-799501,Claim,0.2,0.1561,0.0618,,0.302,0.122,2,3,0.03,0.47,No,No,2015-03-01
NF-CLM-987905,NetworkFeature,CLM-987905,Claim,0.25,0.88,0.7198,RING-001,0.758,0.659,10,3,0.99,0.91,No,No,2015-03-01
NF-CLM-967756,NetworkFeature,CLM-967756,Claim,0.45,0.1385,0.3379,,0.037,0.062,2,3,0.35,0.5,No,No,2015-03-01
NF-CLM-830414,NetworkFeature,CLM-830414,Claim,0.25,0.1265,0.2318,,0.109,0.251,2,2,0.28,0.31,No,No,2015-03-01
NF-CLM-127313,NetworkFeature,CLM-127313,Claim,0.1,0.0261,0.3955,,0.339,0.079,3,1,0.01,0.04,No,No,2015-03-01
NF-CLM-786957,NetworkFeature,CLM-786957,Claim,0.05,0.2328,0.1366,,0.213,0.143,0,1,0.28,0.41,No,No,2015-03-01
NF-CLM-332892,NetworkFeature,CLM-332892,Claim,0.35,0.8833,0.5098,RING-011,0.693,0.423,6,5,0.81,0.94,No,Yes,2015-03-01
NF-CLM-448642,NetworkFeature,CLM-448642,Claim,0.25,0.3733,0.4898,,0.085,0.235,3,3,0.21,0.12,No,No,2015-03-01
NF-CLM-526039,NetworkFeature,CLM-526039,Claim,0.25,0.3658,0.2856,,0.364,0.19,3,1,0.27,0.04,No,No,2015-03-01
NF-CLM-444422,NetworkFeature,CLM-444422,Claim,0.35,0.2557,0.3444,,0.343,0.151,0,3,0.3,0.07,No,No,2015-03-01
NF-CLM-689500,NetworkFeature,CLM-689500,Claim,0.2,0.8938,0.5644,RING-019,0.768,0.442,7,7,0.8,0.59,No,Yes,2015-03-01
NF-CLM-806081,NetworkFeature,CLM-806081,Claim,0.3,0.2173,0.4367,,0.252,0.1,0,2,0.3,0.24,No,No,2015-03-01
NF-CLM-384618,NetworkFeature,CLM-384618,Claim,0.35,0.3387,0.8251,RING-013,0.715,0.598,9,4,0.82,0.59,Yes,No,2015-03-01
NF-CLM-756459,NetworkFeature,CLM-756459,Claim,0.35,0.3521,0.4756,,0.062,0.015,0,3,0.05,0.34,No,No,2015-03-01
NF-CLM-655787,NetworkFeature,CLM-655787,Claim,0.3,0.0982,0.4138,,0.311,0.038,2,1,0.37,0.31,No,No,2015-03-01
NF-CLM-419954,NetworkFeature,CLM-419954,Claim,0.25,0.345,0.0669,,0.381,0.132,2,0,0.12,0.25,No,No,2015-03-01
NF-CLM-275092,NetworkFeature,CLM-275092,Claim,0.1,0.3698,0.4059,,0.282,0.077,3,0,0.19,0.33,No,No,2015-03-01
NF-CLM-515698,NetworkFeature,CLM-515698,Claim,0.1,0.2234,0.0683,,0.097,0.171,3,0,0.36,0.16,No,No,2015-03-01
NF-CLM-132871,NetworkFeature,CLM-132871,Claim,0.35,0.1356,0.1635,,0.024,0.245,3,3,0.22,0.44,No,No,2015-03-01
NF-CLM-714929,NetworkFeature,CLM-714929,Claim,0.2,0.0295,0.2849,,0.306,0.02,2,3,0.38,0.4,No,No,2015-03-01
NF-CLM-297816,NetworkFeature,CLM-297816,Claim,0.2,0.0063,0.4299,,0.36,0.269,2,0,0.17,0.3,No,No,2015-03-01
NF-CLM-426708,NetworkFeature,CLM-426708,Claim,0.3,0.1253,0.2185,,0.011,0.283,3,3,0.19,0.38,No,No,2015-03-01
NF-CLM-615047,NetworkFeature,CLM-615047,Claim,0.15,0.054,0.2507,,0.019,0.299,3,1,0.05,0.01,No,No,2015-03-01
NF-CLM-771236,NetworkFeature,CLM-771236,Claim,0.25,0.1599,0.5074,,0.315,0.702,2,7,0.95,0.52,Yes,Yes,2015-03-01
NF-CLM-235869,NetworkFeature,CLM-235869,Claim,0.25,0.6492,0.9955,RING-016,0.764,0.845,5,8,0.95,0.74,Yes,No,2015-03-01
NF-CLM-931625,NetworkFeature,CLM-931625,Claim,0.25,0.1344,0.8034,,0.018,0.526,2,7,0.84,0.89,No,No,2015-03-01
NF-CLM-371635,NetworkFeature,CLM-371635,Claim,0.25,0.0075,0.2544,,0.178,0.017,1,3,0.18,0.39,No,No,2015-03-01
NF-CLM-427199,NetworkFeature,CLM-427199,Claim,0.3,0.3241,0.184,,0.248,0.158,1,2,0.27,0.04,No,No,2015-03-01
NF-CLM-261315,NetworkFeature,CLM-261315,Claim,0.35,0.6544,0.8558,RING-018,0.852,0.737,3,3,0.55,0.92,Yes,No,2015-03-01
NF-CLM-582973,NetworkFeature,CLM-582973,Claim,0.35,0.3097,0.5686,RING-018,0.814,0.814,9,4,0.79,0.78,No,Yes,2015-03-01
NF-CLM-278091,NetworkFeature,CLM-278091,Claim,0.15,0.2941,0.1012,,0.298,0.296,2,0,0.39,0.13,No,No,2015-03-01
NF-CLM-153154,NetworkFeature,CLM-153154,Claim,0.35,0.1254,0.0332,,0.369,0.128,1,3,0.32,0.06,No,No,2015-03-01
NF-CLM-515217,NetworkFeature,CLM-515217,Claim,0.2,0.2553,0.4275,,0.383,0.274,1,3,0.13,0.08,No,No,2015-03-01
NF-CLM-860497,NetworkFeature,CLM-860497,Claim,0.15,0.2401,0.465,,0.075,0.03,2,0,0.21,0.14,No,No,2015-03-01
NF-CLM-351741,NetworkFeature,CLM-351741,Claim,0.4,0.1263,0.4834,,0.127,0.191,3,0,0.38,0.48,No,No,2015-03-01
NF-CLM-403737,NetworkFeature,CLM-403737,Claim,0.15,0.2458,0.3896,,0.195,0.12,3,2,0.2,0.18,No,No,2015-03-01
NF-CLM-162004,NetworkFeature,CLM-162004,Claim,0.2,0.3348,0.0773,,0.227,0.01,0,0,0.25,0.27,No,No,2015-03-01
NF-CLM-740384,NetworkFeature,CLM-740384,Claim,0.35,0.1846,0.9647,,0.217,0.82,0,5,0.9,0.71,No,No,2015-03-01
NF-CLM-876714,NetworkFeature,CLM-876714,Claim,0.4,0.3173,0.3294,,0.301,0.005,1,3,0.18,0.23,No,No,2015-03-01
NF-CLM-951543,NetworkFeature,CLM-951543,Claim,0.4,0.2448,0.2992,,0.274,0.056,3,2,0.19,0.16,No,No,2015-03-01
NF-CLM-576723,NetworkFeature,CLM-576723,Claim,0.4,0.1972,0.3744,,0.21,0.11,3,2,0.26,0.16,No,No,2015-03-01
NF-CLM-391003,NetworkFeature,CLM-391003,Claim,0.25,0.3012,0.0332,,0.251,0.213,0,1,0.01,0.33,No,No,2015-03-01
NF-CLM-225865,NetworkFeature,CLM-225865,Claim,0.35,0.1212,0.9907,,0.397,0.792,2,2,0.8,0.64,Yes,No,2015-03-01
NF-CLM-984948,NetworkFeature,CLM-984948,Claim,0.35,0.146,0.146,,0.338,0.124,1,0,0.28,0.34,No,No,2015-03-01
NF-CLM-890328,NetworkFeature,CLM-890328,Claim,0.3,0.2103,0.1876,,0.267,0.218,0,1,0.19,0.11,No,No,2015-03-01
NF-CLM-803294,NetworkFeature,CLM-803294,Claim,0.2,0.3379,0.0792,,0.218,0.106,2,1,0.28,0.43,No,No,2015-03-01
NF-CLM-414913,NetworkFeature,CLM-414913,Claim,0.25,0.466,0.9615,RING-020,0.766,0.719,4,4,0.69,0.65,No,No,2015-03-01
NF-CLM-414519,NetworkFeature,CLM-414519,Claim,0.25,0.1484,0.5228,,0.021,0.504,0,4,0.57,0.79,Yes,No,2015-03-01
NF-CLM-818413,NetworkFeature,CLM-818413,Claim,0.25,0.1981,0.3897,,0.256,0.201,1,1,0.29,0.33,No,No,2015-03-01
NF-CLM-487356,NetworkFeature,CLM-487356,Claim,0.25,0.1589,0.7234,,0.254,0.65,2,8,0.74,0.63,No,No,2015-03-01
NF-CLM-159768,NetworkFeature,CLM-159768,Claim,0.2,0.0198,0.3298,,0.071,0.008,0,0,0.03,0.18,No,No,2015-03-01
NF-CLM-865839,NetworkFeature,CLM-865839,Claim,0.15,0.0161,0.2045,,0.054,0.224,2,1,0.09,0.2,No,No,2015-03-01
NF-CLM-406567,NetworkFeature,CLM-406567,Claim,0.25,0.0915,0.4363,,0.083,0.075,3,1,0.27,0.44,No,No,2015-03-01
NF-CLM-623032,NetworkFeature,CLM-623032,Claim,0.2,0.1907,0.121,,0.35,0.16,1,0,0.18,0.21,No,No,2015-03-01
NF-CLM-935442,NetworkFeature,CLM-935442,Claim,0.25,0.1971,0.254,,0.232,0.203,2,1,0.06,0.25,No,No,2015-03-01
NF-CLM-106873,NetworkFeature,CLM-106873,Claim,0.2,0.2254,0.4843,,0.178,0.078,3,2,0.07,0.47,No,No,2015-03-01
NF-CLM-563878,NetworkFeature,CLM-563878,Claim,0.25,0.0815,0.3684,,0.286,0.121,3,2,0.02,0.06,No,No,2015-03-01
NF-CLM-620855,NetworkFeature,CLM-620855,Claim,0.25,0.2185,0.4547,,0.238,0.136,2,2,0.33,0.15,No,No,2015-03-01
NF-CLM-583169,NetworkFeature,CLM-583169,Claim,0.3,0.4221,0.8473,RING-008,0.528,0.474,4,4,0.99,0.94,Yes,No,2015-03-01
NF-CLM-337677,NetworkFeature,CLM-337677,Claim,0.4,0.2257,0.1596,,0.05,0.039,2,3,0.16,0.14,No,No,2015-03-01
NF-CLM-445973,NetworkFeature,CLM-445973,Claim,0.25,0.7582,0.982,RING-013,0.719,0.606,6,4,0.84,0.52,No,No,2015-03-01
NF-CLM-156694,NetworkFeature,CLM-156694,Claim,0.3,0.0948,0.0838,,0.283,0.112,2,1,0.39,0.33,No,No,2015-03-01
NF-CLM-421940,NetworkFeature,CLM-421940,Claim,0.4,0.3995,0.954,RING-020,0.851,0.72,10,2,0.74,0.99,No,No,2015-03-01
NF-CLM-613226,NetworkFeature,CLM-613226,Claim,0.35,0.3052,0.3709,,0.244,0.149,0,1,0.28,0.1,No,No,2015-03-01
NF-CLM-804410,NetworkFeature,CLM-804410,Claim,0.15,0.2706,0.3466,,0.275,0.258,1,2,0.13,0.02,No,No,2015-03-01
NF-CLM-553565,NetworkFeature,CLM-553565,Claim,0.35,0.0621,0.1509,,0.096,0.121,0,1,0.21,0.25,No,No,2015-03-01
NF-CLM-399524,NetworkFeature,CLM-399524,Claim,0.1,0.3514,0.1785,,0.19,0.148,3,2,0.29,0.46,No,No,2015-03-01
NF-CLM-331595,NetworkFeature,CLM-331595,Claim,0.25,0.3949,0.5813,RING-019,0.796,0.679,8,4,1.0,0.96,Yes,No,2015-03-01
NF-CLM-380067,NetworkFeature,CLM-380067,Claim,0.4,0.1743,0.1574,,0.117,0.212,0,1,0.27,0.29,No,No,2015-03-01
NF-CLM-701521,NetworkFeature,CLM-701521,Claim,0.25,0.3391,0.97,,0.007,0.553,1,6,0.52,0.77,Yes,Yes,2015-03-01
NF-CLM-360770,NetworkFeature,CLM-360770,Claim,0.3,0.3502,0.3761,,0.278,0.038,2,1,0.16,0.33,No,No,2015-03-01
NF-CLM-958785,NetworkFeature,CLM-958785,Claim,0.3,0.0065,0.0892,,0.005,0.18,3,0,0.11,0.01,No,No,2015-03-01
NF-CLM-797934,NetworkFeature,CLM-797934,Claim,0.2,0.0211,0.0943,,0.291,0.284,1,2,0.15,0.14,No,No,2015-03-01
NF-CLM-883980,NetworkFeature,CLM-883980,Claim,0.2,0.1974,0.3458,,0.194,0.094,2,0,0.32,0.29,No,No,2015-03-01
NF-CLM-340614,NetworkFeature,CLM-340614,Claim,0.2,0.2436,0.1686,,0.377,0.166,0,2,0.13,0.35,No,No,2015-03-01
NF-CLM-435784,NetworkFeature,CLM-435784,Claim,0.2,0.0155,0.2552,,0.242,0.021,2,2,0.35,0.22,No,No,2015-03-01
NF-CLM-563837,NetworkFeature,CLM-563837,Claim,0.25,0.5377,0.65,RING-017,0.632,0.54,3,8,0.82,0.59,Yes,No,2015-03-01
NF-CLM-200827,NetworkFeature,CLM-200827,Claim,0.15,0.3323,0.246,,0.301,0.137,0,2,0.34,0.44,No,No,2015-03-01
NF-CLM-533941,NetworkFeature,CLM-533941,Claim,0.3,0.5137,0.8634,RING-018,0.647,0.754,6,8,0.95,0.52,Yes,No,2015-03-01
NF-CLM-265026,NetworkFeature,CLM-265026,Claim,0.2,0.6647,0.5585,RING-015,0.867,0.816,4,2,0.88,0.64,Yes,No,2015-03-01
NF-CLM-354481,NetworkFeature,CLM-354481,Claim,0.25,0.33,0.1532,,0.165,0.144,0,0,0.18,0.06,No,No,2015-03-01
